"ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","CRN","DAY_OF_WEEK","DEC_LAT","DEC_LONG","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOT_INJ_COUNT","TOTAL_UNITS","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNBELTED_OCC_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WORKERS_PRES","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","ROADWAY_CLEARED","WEATHER1","WEATHER2","WZ_WORKERS_INJ_KILLED","SECONDARY_CRASH","INTERSECTION_RELATED"
"1904","1","0","0","0","0","0","0","0","0","4","0","","36","01","2021","2021015706","6","39.9624","-75.9908","1849","08","0","0","0","0","0","0","0","1","","0","0","0","18","3","1","01","2","39 57:44.736","1","00","75 59:27.039","3","0","0","0","36231","0","0","0","N","0","0","0","2","68J01","0","","1","01","N","N","1","","1","0","0","3","3","N","1844","1","2","0","0","0","0","0","1","0","2","N","","","","","","","","","","","1951","03","03","","N","N"
"2357","1","0","0","0","0","0","0","0","0","7","0","","36","01","2021","2021003656","5","40.0697","-76.5771","2355","08","1","0","0","0","0","0","0","0","","0","0","0","23","3","0","00","1","40 04:10.888","1","00","76 34:37.712","0","0","0","0","36211","0","0","0","N","0","0","0","1","36504","0","","4","01","N","N","0","","0","0","0","0","0","N","2350","0","1","0","0","0","0","0","1","0","1","N","","","","","","","","","","","0020","03","","","N","N"
"1844","0","0","0","0","0","0","0","0","0","1","0","","36","01","2021","2021009023","4","40.0822","-76.3342","1836","08","0","0","0","0","0","1","0","0","","0","0","0","18","3","0","00","0","40 04:56.080","","00","76 20:03.200","0","0","0","0","36101","0","0","0","N","0","0","0","1","36101","0","","6","01","N","N","1","","0","0","1","0","0","","1834","0","2","0","0","0","0","0","3","0","2","N","","","","","","","","","","","","03","03","","N","N"
"2013","1","0","0","0","0","0","0","0","0","5","0","","36","04","2021","2021035405","1","40.0329","-76.2697","2005","08","0","0","0","0","0","0","0","0","","0","0","0","19","4","0","00","0","40 01:58.280","","00","76 16:10.958","0","0","0","0","36240","0","0","0","N","0","0","0","1","36240","0","","4","01","N","N","1","","0","0","0","0","0","","1958","0","2","0","0","0","0","0","1","0","2","N","","","","","","","","","","","","04","","","N","N"
"1539","0","0","0","0","0","0","0","0","0","4","0","","36","01","2021","2021003516","6","40.0898","-76.3947","1539","08","0","0","0","0","0","0","0","1","","0","0","0","15","1","1","01","0","40 05:23.129","","00","76 23:40.899","8","0","0","0","36214","0","0","0","N","0","0","0","2","36214","0","","1","01","N","N","0","","0","0","1","3","3","","1539","1","2","0","0","0","1","0","3","1","2","N","","","","","","","","","","","","03","03","","N",""
"1430","1","0","0","0","0","0","0","0","0","4","0","","36","11","2021","2022025896","7","39.8986","-76.1593","1428","08","0","0","1","0","0","0","0","1","","0","0","0","14","1","1","01","1","39 53:54.870","2","00","76 09:33.620","2","0","1","1","36416","0","0","0","N","0","0","0","3","36416","0","","1","01","N","N","0","","0","1","0","3","3","Y","1428","1","2","0","0","0","0","0","1","0","2","N","","","","","","","","","","","1710","03","","","N","Y"
"0639","1","0","0","0","0","0","0","0","0","1","0","","36","12","2021","2022000640","4","40.1117","-76.4517","0625","08","0","0","0","0","0","0","1","0","","0","0","0","06","3","2","01","2","40 06:42.025","7","00","76 27:06.017","3","0","0","0","36230","0","0","0","N","0","0","0","2","36410","1","","1","01","N","N","0","","1","0","1","3","2","Y","0620","2","2","0","0","0","0","0","1","0","2","N","","","","","","","","","","","0730","03","","","N",""
"1321","1","0","0","0","0","0","0","0","0","4","0","","36","07","2021","2022025092","1","40.0365","-76.4996","1319","08","0","0","0","0","0","0","0","0","","0","0","0","13","1","0","01","2","40 02:11.281","5","00","76 29:58.470","0","0","0","0","36404","0","0","0","N","0","0","0","5","36404","0","","1","01","N","N","0","","0","0","0","3","3","Y","1314","0","2","0","0","0","0","0","3","1","2","N","","","","","","","","","","","1412","03","03","","N",""
"0751","2","0","0","0","0","0","0","0","0","5","0","","36","11","2021","2022002905","6","40.1431","-76.1957","0741","08","0","0","0","0","0","0","0","0","","0","0","0","07","1","0","00","0","40 08:35.185","","00","76 11:44.611","0","0","0","0","36238","0","0","0","N","0","0","0","2","36238","0","","1","01","N","N","0","","0","0","0","0","0","","0741","0","2","0","0","0","0","0","3","0","2","N","","","","","","","","","","","","03","","","N","N"
"1243","1","0","0","1","0","1","0","0","0","4","0","","36","11","2021","2022025379","2","40.0128","-76.3393","1239","08","0","0","0","0","0","1","0","0","","0","0","0","12","1","1","00","0","40 00:46.000","","07","76 20:21.500","2","0","0","0","36412","1","0","1","N","0","0","0","2","36412","0","","1","01","N","N","0","","0","1","0","0","0","","1239","1","2","0","0","0","0","0","3","0","1","N","","","","","","","","","","","","03","","","N","N"
