"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2018081220","3","3","","","","E","02","45","NEWPORT RD","4","","36"
"2018079502","6","5","","","","E","03","35","PARKVIEW HEIGHTS RD","4","","36"
"2018010500","4","4","4013","0010","0","E","2","35","GRAYSTONE RD","2","3","36"
"2018010506","3","3","1063","0030","1778","E","2","35","NEW HOLLAND PK","2","3","36"
"2018028243","4","4","1003","0150","2239","E","2","45","BUSHONG RD","2","3","36"
"2018008599","4","4","0462","0331","1544","W","2","35","LINCOLN WY","2","3","36"
"2018013923","3","3","0030","0330","2211","E","03","50","LINCOLN HW","2","2","36"
"2018011693","3","3","4020","0174","2540","E","2","35","HARRISBURG PK","2","3","36"
"2018006069","3","3","0010","0030","1979","N","02","45","TWIN COUNTY RD","2","3","36"
"2018003299","3","3","0222","0731","197","S","2","35","OREGON PK","2","1","36"
"2018006076","4","3","","","","E","02","25","TRUCE RD","4","","36"
"2018021720","3","4","","","","E","02","35","TROUTWINE RD","4","","36"
"2018005242","3","3","0462","0200","1785","W","2","40","COLUMBIA AV","2","3","36"
"2018005238","3","3","0222","0781","411","S","2","65","SR 0222 SH","2","1","36"
"2018028986","5","5","","","","S","02","25","N CONESTOGA DR","4","","36"
"2018010002","3","3","0441","0140","626","N","02","55","RIVER RD","2","3","36"
"2018008367","3","3","","","","E","02","40","TRUCE RD","4","","36"
"2018031862","3","3","","","","N","02","30","ROHRERSTOWN RD","4","","36"
"2018011809","3","3","0030","0610","131","W","3","55","LINCOLN HW","2","3","36"
"2018022091","3","3","0340","0090","864","E","2","40","OLD PHILADELPHIA PK","2","3","36"
"2018006528","4","4","4011","0041","203","S","2","40","FRUITVILLE PK","2","3","36"
"2018006076","3","4","","","","N","99","20","HOPKINS MILL RD","4","","36"
"2018009694","3","3","2029","0180","1222","S","02","40","STRASBURG PK","2","3","36"
"2018005851","3","3","0023","0370","1642","E","2","40","MAIN ST","2","3","36"
"2018008482","3","3","0072","0240","0","N","2","55","LANCASTER RD","2","3","36"
"2018005045","3","3","0272","0390","907","N","2","55","WILLOW STREET PK","2","2","36"
"2018008036","6","6","0462","0340","2685","E","4","35","LINCOLN WY","2","3","36"
"2018008836","3","3","0322","0390","0","W","2","45","28TH DIVISION HW","2","3","36"
"2018014233","3","3","4011","0041","507","S","2","40","FRUITVILLE PK","2","3","36"
"2018010949","3","3","0072","0280","1535","N","02","40","LANCASTER RD","2","3","36"
"2018012327","3","3","0023","0330","261","E","2","40","NEW HOLLAND PK","2","3","36"
"2018005150","3","4","","","","N","02","25","N STATE ST","4","","36"
"2018007224","5","4","","","","E","02","35","HARRISBURG AV","4","","36"
"2018000574","4","3","","","","N","02","25","RACE AV","4","","36"
"2018011069","3","3","3009","0100","53","N","2","35","RAWLINSVILLE RD","2","3","36"
"2018009655","8","8","8022","0250","0","W","1","35","RAMP C RD","2","1","36"
"2018009656","8","8","0501","0011","0","S","2","40","LITITZ PK","2","3","36"
"2018003214","3","3","0241","0240","663","S","02","50","MOUNT GRETNA RD","2","3","36"
"2018032010","4","4","","","","N","02","35","CENTERVILLE RD","4","","36"
"2018011405","4","4","0222","0731","493","S","2","35","OREGON PK","2","1","36"
"2018012326","5","5","1063","0040","1277","N","2","40","NEW HOLLAND PK","2","3","36"
"2018025366","4","3","","","","W","02","45","E EARL RD","4","","36"
"2018012318","4","4","2010","0080","2461","B","2","45","PUSEYVILLE RD","2","3","36"
"2018007463","3","3","0772","0290","550","W","2","30","HIGH ST","2","3","36"
"2018001758","3","3","0372","0200","39","E","2","35","BUCK RD","2","3","36"
"2018005022","3","3","0340","0250","2543","E","2","45","OLD PHILADELPHIA PK","2","3","36"
"2018005850","4","4","1003","0040","0","N","2","50","HORSESHOE RD","2","3","36"
"2018037573","3","3","0999","0170","1255","E","2","40","MILLERSVILLE PK","2","3","36"
"2018040886","3","3","0741","0310","0","W","2","35","VILLAGE RD","2","3","36"
"2018038064","3","3","3032","0170","2723","W","2","45","LONG LN","2","3","36"
"2018035509","4","4","","","","U","99","","HESS RD","4","","36"
"2018038452","3","4","","","","S","02","35","NEW HOLLAND RD","4","","36"
"2018047459","4","4","","","","E","02","25","WALNUT ST","4","","36"
"2018043495","3","3","0222","0741","2359","S","2","65","SR 0222 SH","2","1","36"
"2018048378","5","5","","","","N","02","25","N LIME ST","4","","36"
"2018042164","3","3","0072","0091","872","S","2","35","PRINCE ST","2","3","36"
"2018041429","3","3","0072","0140","864","N","2","35","MANHEIM PK","2","3","36"
"2018050474","3","3","0340","0040","1906","W","2","40","OLD PHILADELPHIA PK","2","3","36"
"2018034607","3","3","0072","0100","0","N","2","35","MANHEIM PK","2","3","36"
"2018036012","3","4","","","","W","02","35","CAMPUS RD","4","","36"
"2018036572","5","5","","","","U","99","","TANGER OU","4","","36"
"2018003027","3","3","0222","0901","1539","S","02","65","","2","1","36"
"2018036173","3","4","","","","W","02","25","E NEW ST","4","","36"
"2018046351","3","3","3012","0050","303","S","2","45","DRYTOWN RD","2","3","36"
"2018003268","3","3","0222","0551","70","S","02","40","PRINCE ST","2","3","36"
"2018044228","3","3","0072","0080","0","N","2","25","QUEEN ST","2","3","36"
"2018039450","3","3","4042","0031","116","W","2","45","YORK RD","2","3","36"
"2018032781","4","4","8040","0260","425","W","1","35","RAMP A RD","2","1","36"
"2018006203","3","3","4001","0080","0","N","02","40","PROSPECT RD","2","3","36"
"2018033197","3","3","","","","W","99","25","EDEN RD","4","","36"
"2018035462","3","3","0896","0270","1648","S","2","45","HARTMAN BRIDGE RD","2","3","36"
"2018047168","3","3","0030","0370","1266","E","2","40","LINCOLN HW","2","3","36"
"2018000508","3","3","","","","N","02","35","LITITZ RD","4","","36"
"2018033876","3","3","0241","","","W","02","35","WEST BAINBRIDGE ST","3","","36"
"2018034414","4","4","0772","0551","0","S","2","40","NEWPORT RD","2","3","36"
"2018035026","5","4","","","","U","02","40","ROYER RD","4","","36"
"2018003784","3","3","0072","0010","1085","N","02","25","QUEEN ST","2","3","36"
"2018029351","3","3","4020","0180","491","E","2","35","HARRISBURG PK","2","3","36"
"2018041427","3","3","0072","0140","1603","N","02","35","MANHEIM PK","2","3","36"
"2018038298","3","3","0023","","","E","02","35","MAIN ST","4","","36"
"2018042744","3","3","4011","0040","1002","N","2","40","FRUITVILLE PK","2","3","36"
"2018035344","3","3","0222","0790","1250","N","2","65","SR 0222 SH","2","1","36"
"2018034485","3","3","3004","0072","0","E","2","45","FURNISS RD","2","3","36"
"2018036152","5","5","","","","U","99","","PLAZA BL","4","","36"
"2018034370","3","3","0272","0290","57","S","2","55","LANCASTER PK","2","3","36"
"2018006053","3","3","0272","0190","651","N","2","55","LANCASTER PK","2","3","36"
"2018034608","3","3","0030","0234","1450","E","2","55","LINCOLN HW","2","1","36"
"2018042745","3","3","0501","0050","3596","S","2","35","LITITZ PK","2","3","36"
"2018036574","3","3","0772","0290","1153","E","2","30","HIGH ST","2","3","36"
"2018038123","3","3","0272","0300","2477","N","2","45","LANCASTER PK","2","3","36"
"2018042656","4","4","3017","0400","500","S","2","40","STONY BATTERY RD","2","3","36"
"2018013014","3","3","","","","W","02","25","MEADVILLE RD","4","","36"
"2018047399","3","3","0501","0010","0","N","2","35","LITITZ PK","2","3","36"
"2018031539","5","4","","","","U","99","","ROHRER RD","4","","36"
"2018001903","4","4","","","","N","02","40","WANNER RD","4","","36"
"2018003422","3","3","3017","0380","677","N","02","40","STONY BATTERY RD","2","3","36"
"2018040617","3","3","1013","0050","0","W","2","45","PETERS RD","2","3","36"
"2018041377","3","3","","","","N","02","40","CHURCHTOWN RD","4","","36"
"2018026019","3","3","0072","0240","0","S","2","55","LANCASTER RD","2","3","36"
"2018000961","3","3","0030","0081","1414","W","2","55","LINCOLN HW","2","1","36"
"2018035778","4","4","","","","W","02","25","ANDREW ST","4","","36"
"2018020525","3","3","2029","0120","2230","W","02","40","STRASBURG PK","2","3","36"
"2018048031","4","4","","","","N","01","25","SHIPPEN ST","4","","36"
"2018063276","4","3","","","","S","02","25","NISSLEY RD","4","","36"
"2018045484","3","3","0023","0530","0","E","2","35","MAIN ST","2","3","36"
"2018009018","3","3","0222","0290","711","N","02","25","S CHURCH ST","2","3","36"
"2018012393","3","3","3017","0380","765","S","02","40","STONY BATTERY RD","2","3","36"
"2018053542","3","4","","","","E","02","40","HOSTETTER RD","4","","36"
"2018006369","3","3","0272","0680","497","S","02","40","SEVENTH ST","2","3","36"
"2018060980","4","4","","","","N","02","25","CHURCH ST","4","","36"
"2018059737","3","3","7076","0210","4224","W","4","70","EAST/WEST TU","5","1","36"
"2018008104","3","3","0441","0250","2606","S","02","55","RIVER RD","2","3","36"
"2018069939","3","3","0324","0210","0","E","2","40","NEW DANVILLE PK","2","3","36"
"2018027119","4","4","","","","W","02","20","SUNNYSIDE RD","4","","36"
"2018053546","3","3","","","","W","02","30","JACKSON ST","4","","36"
"2018052572","3","3","2041","0031","574","S","2","25","DUKE ST","2","3","36"
"2018049448","3","3","0023","0610","2208","E","2","35","MAIN ST","2","3","36"
"2018058880","3","3","0441","0130","855","S","2","55","RIVER RD","2","3","36"
"2018050710","4","4","0023","0303","215","W","2","40","NEW HOLLAND PK","2","3","36"
"2018008209","3","3","0999","0140","405","W","02","25","MANOR AV","2","3","36"
"2018073029","3","3","0030","0420","2080","E","2","40","LINCOLN HW","2","3","36"
"2018052142","4","4","","","","U","02","","FAIRVIEW RD","4","","36"
"2018053436","3","3","0999","0170","3797","W","2","40","MILLERSVILLE PK","2","3","36"
"2018038272","4","4","","","","E","02","35","CONESTOGA ST","4","","36"
"2018013543","4","3","","","","W","02","25","HOLLY RD","4","","36"
"2018014050","4","4","","","","W","02","35","ROCKVALE RD","4","","36"
"2018052414","4","4","","","","S","02","20","ROSEDALE RD","4","","36"
"2018005321","3","3","1034","0030","0","W","02","40","SMOKESTOWN RD","2","3","36"
"2018020981","4","3","","","","S","02","25","COMET DR","4","","36"
"2018007644","3","3","0030","0090","100","E","02","55","LINCOLN HW","2","1","36"
"2018053657","4","4","0462","0300","0","E","3","35","LINCOLN WY","2","3","36"
"2018052106","4","4","","","","U","02","35","ROYER RD","4","","36"
"2018057128","3","3","","","","N","02","25","LINCOLN GARDENS RD","4","","36"
"2018049384","3","3","0030","0251","763","W","3","55","LINCOLN HW","2","1","36"
"2018055960","3","5","0222","0651","2832","S","2","25","PRINCE ST","2","3","36"
"2018006399","3","4","","","","E","02","25","CHESTNUT ST","4","","36"
"2018008189","4","4","","","","W","02","25","WALNUT ST","4","","36"
"2018009279","3","3","0272","0760","2571","N","02","45","READING RD","2","3","36"
"2018011646","4","4","","","","N","02","35","CREEK RD","4","","36"
"2018007629","3","3","0501","0160","1687","S","02","45","FURNACE HILLS PK","2","3","36"
"2018055654","3","3","1051","0140","1161","W","02","35","CHURCH ST","2","3","36"
"2018060374","3","3","0030","0260","21","E","3","55","LINCOLN HW","2","1","36"
"2018056710","3","3","0300","0010","1689","E","02","65","283RD FIELD ARTILLERY MEM HW","2","1","36"
"2018056437","3","4","","","","S","02","25","AKRON RD","4","","36"
"2018050060","3","3","0030","0480","3552","W","2","35","LINCOLN HW","2","3","36"
"2018011647","3","3","4040","0030","712","E","02","35","DOE RUN RD","2","3","36"
"2018052918","8","8","2043","0010","0","N","3","40","OAKVIEW RD","2","3","36"
"2018050135","3","3","0300","0261","1544","W","02","65","283RD FIELD ARTILLERY MEM HW","2","1","36"
"2018010204","3","3","1034","0030","0","W","02","40","SMOKESTOWN RD","2","3","36"
"2018057896","3","3","","","","S","02","35","FRYSVILLE RD","4","","36"
"2018009062","3","3","","","","S","02","40","HAMMERTOWN RD","4","","36"
"2018008172","3","3","","","","N","02","","KAMES HILL RD","4","","36"
"2018009282","4","4","","","","S","02","25","MUSSER RD","4","","36"
"2018060382","3","3","0501","0010","2863","N","2","35","LITITZ PK","2","3","36"
"2018057326","3","3","","","","N","02","25","JUDIE LN","4","","36"
"2018038091","4","4","","","","N","02","45","COLEBROOK RD","4","","36"
"2018039221","3","3","0462","","","W","01","40","COLUMBIA AV","3","","36"
"2018004129","3","3","","","","W","02","25","SPRING VALLEY RD","4","","36"
"2018044939","3","3","1047","0170","651","B","2","40","COCALICO RD","2","3","36"
"2018046168","4","4","4042","0010","0","E","2","45","CHESTER RD","2","3","36"
"2018043036","3","3","0023","0460","2710","W","2","45","NEW HOLLAND PK","2","3","36"
"2018058100","4","3","","","","U","02","25","MOUNT JOY ST","4","","36"
"2018046448","5","5","8012","0250","0","W","1","35","RAMP M RD","2","1","36"
"2018044743","3","3","4002","0090","0","S","2","40","DONEGAL SPRINGS RD","2","3","36"
"2018058461","4","4","0897","0094","3331","N","02","40","WHITE HORSE RD","2","3","36"
"2018040788","3","3","0741","0060","1212","S","2","45","MCGOVERNVILLE RD","2","3","36"
"2018005379","5","5","8015","","","W","01","35","TO 8015/0250 RD","2","","36"
"2018055495","3","3","","","","S","02","35","SAGERVILLE RD","4","","36"
"2018006695","3","3","","","","E","02","40","ZEAGER RD","4","","36"
"2018006612","4","3","","","","E","02","35","LANDIS VALLEY RD","4","","36"
"2018050570","3","3","","","","N","02","25","PRINCE ST","4","","36"
"2018047169","3","3","0462","0160","0","E","2","45","COLUMBIA AV","2","3","36"
"2018049387","4","4","","","","N","02","","MABEL AV","4","","36"
"2018003085","3","3","0030","0291","1407","W","03","50","LINCOLN HW","2","1","36"
"2018057093","3","3","","","","W","02","45","MILTON GROVE RD","4","","36"
"2018051732","3","3","0772","0520","2696","W","2","45","NEWPORT RD","2","3","36"
"2018005379","4","4","0743","0151","1111","S","02","45","HERSHEY RD","2","3","36"
"2018053954","3","3","","","","N","02","35","BUTTER RD","4","","36"
"2018050709","4","4","8003","","","S","01","35","FROM 8003/0750 RD","2","","36"
"2018005048","3","3","3032","0170","2042","E","02","45","LONG LN","2","3","36"
"2018047352","4","4","","","","E","02","35","FAIRVIEW RD","4","","36"
"2018040189","4","4","","","","N","03","","DART RD","4","","36"
"2018048335","3","3","0222","0751","2968","S","2","65","SR 0222 SH","2","1","36"
"2018004940","3","3","0741","0150","112","E","02","35","MILLERSVILLE RD","2","3","36"
"2018045423","4","4","","","","W","02","45","BARTVILLE RD","4","","36"
"2018051520","3","4","","","","N","02","25","HERSHEY AV","4","","36"
"2018052493","3","4","","","","N","02","45","HARTMAN STATION RD","4","","36"
"2018040653","3","3","0462","0270","1132","E","2","25","KING ST","2","3","36"
"2018047297","5","5","4042","0011","2298","W","2","45","YORK RD","2","3","36"
"2018041220","4","4","","","","N","02","","(TBK) OLD LEACOCK RD","4","","36"
"2018041281","3","3","4011","0030","2775","N","2","40","FRUITVILLE PK","2","3","36"
"2018005058","3","3","","","","E","02","35","KIRKS MILL RD","4","","36"
"2018048334","5","5","","","","W","04","25","BUTLER AV","4","","36"
"2018050440","3","3","0322","0120","986","E","2","55","28TH DIVISION HW","2","3","36"
"2018010241","3","3","0272","0750","317","S","02","45","READING RD","2","3","36"
"2018042840","3","3","0241","0100","0","E","2","45","BAINBRIDGE RD","2","3","36"
"2018041742","3","3","0322","0290","440","E","2","35","MAIN ST","2","3","36"
"2018046167","3","3","4011","0040","214","N","02","40","FRUITVILLE PK","2","3","36"
"2018037353","3","3","0222","0640","955","N","02","25","LIME ST","2","3","36"
"2018003982","3","3","4008","0090","142","E","02","40","TURNPIKE RD","2","3","36"
"2018032776","3","4","","","","S","02","25","N PLUM ST","4","","36"
"2018067607","4","3","","","","W","02","35","STONE MILL RD","4","","36"
"2018017350","3","4","","","","S","01","25","FAIRVIEW AV","4","","36"
"2018071415","3","4","","","","N","02","25","ANN ST","4","","36"
"2018069939","5","5","3022","0140","1850","E","2","35","NEW DANVILLE PK","2","3","36"
"2018015348","3","3","","","","N","02","35","CENTERVILLE RD","4","","36"
"2018017808","3","3","","","","N","02","25","DONERVILLE RD","4","","36"
"2018066551","5","4","","","","W","02","30","W COLEBROOK ST","4","","36"
"2018014695","3","3","0743","0150","1212","N","02","45","HERSHEY RD","2","3","36"
"2018073296","3","3","0340","0230","3584","E","2","45","OLD PHILADELPHIA PK","2","3","36"
"2018073706","3","3","0272","0420","480","N","2","55","WILLOW STREET PK","2","3","36"
"2018059702","3","3","0222","0631","0","S","2","25","PRINCE ST","2","3","36"
"2018012830","4","4","","","","E","02","35","PENNSY DR","4","","36"
"2018066548","3","4","","","","W","02","","HICKORY LN","4","","36"
"2018014077","3","3","2039","0060","1732","S","02","40","ESHELMAN MILL RD","2","3","36"
"2018067277","3","3","","","","W","02","25","LEHIGH AV","4","","36"
"2018065481","4","4","4020","0161","314","S","2","40","HARRISBURG PK","2","3","36"
"2018062696","3","3","0222","0683","1180","S","2","25","DUKE ST","2","3","36"
"2018059702","4","4","0462","0260","1394","E","2","25","KING ST","2","3","36"
"2018018978","3","3","0462","0240","660","E","02","25","COLUMBIA AV","2","3","36"
"2018079502","3","3","0272","0700","0","N","2","45","READING RD","2","3","36"
"2018084275","4","4","8028","0250","102","W","1","35","RAMP I RD","2","1","36"
"2018089337","3","3","","","","S","02","35","ROHRERSTOWN RD","4","","36"
"2018084103","5","5","0772","0530","0","E","2","45","NEWPORT RD","2","3","36"
"2018087050","4","4","","","","W","02","","LEAMAN RD","4","","36"
"2018030584","3","3","0340","0040","1906","E","2","40","OLD PHILADELPHIA PK","2","3","36"
"2018082498","3","3","0741","0070","1200","S","2","45","MCGOVERNVILLE RD","2","3","36"
"2018086530","3","3","0272","0370","1090","B","2","50","LANCASTER PK","2","3","36"
"2018082479","3","3","0241","0070","1481","S","2","45","BAINBRIDGE RD","2","3","36"
"2018108218","3","3","0741","0060","816","E","2","45","MCGOVERNVILLE RD","2","3","36"
"2018084776","4","4","","","","W","02","15","DUTCH GOLD DR","4","","36"
"2018040854","3","3","6000","","2799","E","4","70","EAST/WEST TU","5","","36"
"2018084494","3","3","0072","0310","1084","N","2","25","MAIN ST","2","3","36"
"2018089336","3","3","4011","0060","1312","N","2","40","FRUITVILLE PK","2","3","36"
"2018023483","4","4","","","","N","02","35","CLAY SCHOOL RD","4","","36"
"2018085975","3","3","0462","0160","0","E","2","45","COLUMBIA AV","2","3","36"
"2018090518","3","3","0030","0280","2653","E","3","55","LINCOLN HW","2","1","36"
"2018082199","3","3","0023","0370","2116","E","2","40","MAIN ST","2","3","36"
"2018085897","3","4","","","","E","02","","SEITZ RD","4","","36"
"2018026305","3","3","","","","E","02","25","LOCUST ST","4","","36"
"2018081719","3","3","0272","0660","0","N","2","45","SEVENTH ST","2","3","36"
"2018083947","4","4","4011","0031","2804","S","2","40","FRUITVILLE PK","2","3","36"
"2018084103","6","6","0772","0531","0","W","2","40","NEWPORT RD","2","3","36"
"2018089639","3","3","6000","","2746","E","4","70","EAST/WEST TU","5","","36"
"2018084496","4","4","4008","0400","0","W","2","40","ELIZABETHTOWN RD","2","3","36"
"2018031741","3","3","","","","E","02","25","CHESTNUT ST","4","","36"
"2018011840","5","4","","","","W","02","25","CHESTNUT ST","4","","36"
"2018081692","4","5","","","","E","02","20","VALLEYBROOK DR","4","","36"
"2018087292","4","3","","","","S","02","25","KENTSHIRE DR","4","","36"
"2018083609","4","4","","","","N","02","35","COCALICO CREEK RD","4","","36"
"2018083224","3","3","7076","0330","0","E","4","70","EAST/WEST TU","5","1","36"
"2018082457","4","3","","","","S","02","40","TRUCE RD","4","","36"
"2018087287","3","3","2039","0030","1000","N","2","40","GYPSY HILL RD","2","3","36"
"2018084496","3","3","0072","0380","0","N","2","45","LEBANON RD","2","3","36"
"2018023758","3","3","0023","0510","0","W","2","35","MAIN ST","2","3","36"
"2018086853","3","3","","","","N","02","25","WATER ST","4","","36"
"2018088185","3","3","3032","0140","669","E","2","25","SLACKWATER RD","2","3","36"
"2018075986","3","3","0322","0240","1143","E","2","35","MAIN ST","2","3","36"
"2018082498","5","5","4020","0131","0","W","2","40","HARRISBURG PK","2","3","36"
"2018010500","5","5","","","","W","02","25","GRAYSTONE RD","4","","36"
"2018012328","3","3","0340","0080","496","E","2","40","OLD PHILADELPHIA PK","2","3","36"
"2018027122","3","3","4026","0030","79","E","2","40","OLD LINE RD","2","3","36"
"2018008599","5","5","2029","0190","2717","S","2","40","STRASBURG PK","2","3","36"
"2018016194","3","3","0462","0200","1394","E","2","40","COLUMBIA AV","2","3","36"
"2018011694","3","3","0300","0331","1707","W","2","55","283RD FIELD ARTILLERY ME","2","1","36"
"2018005726","3","3","4008","0310","1886","E","02","40","ELIZABETHTOWN RD","2","3","36"
"2018031207","4","4","0472","0212","961","B","2","35","S LIME ST","2","3","36"
"2018005022","6","6","","","","N","02","45","N NEW HOLLAND RD","4","","36"
"2018021720","4","3","","","","S","02","35","LONG LN","4","","36"
"2018004287","3","3","0772","0440","249","W","2","40","ROTHSVILLE RD","2","3","36"
"2018004258","3","4","","","","S","02","35","STONY BATTERY RD","4","","36"
"2018026044","3","3","0222","0801","2696","S","2","65","SR 0222 SH","2","1","36"
"2018010331","3","4","","","","S","02","25","WATER ST","4","","36"
"2018012517","3","3","0030","0240","1131","E","3","55","LINCOLN HW","2","1","36"
"2018032535","3","3","0222","0310","1636","S","2","40","W FOURTH ST","2","3","36"
"2018014164","3","3","0501","0040","1656","S","2","35","LITITZ PK","2","3","36"
"2018024998","4","4","1013","0240","0","S","02","40","KATZE BOUCLE WEEG RD","2","3","36"
"2018006528","5","5","4042","0011","2298","W","2","45","YORK RD","2","3","36"
"2018004914","3","3","0741","0460","0","W","2","50","STRASBURG RD","2","3","36"
"2018018129","3","3","0030","0600","345","E","3","55","LINCOLN HW","2","3","36"
"2018006057","3","3","0741","0510","1001","W","2","50","STRASBURG RD","2","3","36"
"2018008482","4","4","","","","W","02","35","LITITZ RD","4","","36"
"2018007837","3","3","0472","0182","958","S","2","35","KIRKWOOD PK","2","3","36"
"2018008036","7","7","0462","0341","1617","W","2","35","LINCOLN WY","2","3","36"
"2018008836","4","5","","","","S","02","35","REIDENBACH RD","4","","36"
"2018012516","4","4","0023","0303","215","W","2","40","NEW HOLLAND PK","2","3","36"
"2018011201","3","3","0030","0470","1531","E","02","35","LINCOLN HW","2","3","36"
"2018012326","4","4","0023","0303","0","S","2","40","NEW HOLLAND PK","2","3","36"
"2018005150","4","3","","","","W","02","25","E LOCUST ST","4","","36"
"2018007225","3","3","0501","0050","23","S","2","35","LITITZ PK","2","3","36"
"2018005843","4","5","","","","N","02","25","FOUNTAIN AV","4","","36"
"2018012318","5","5","","","","E","02","40","BARTVILLE RD","4","","36"
"2018009655","9","9","","","","U","99","","NORTH POINTE BL","4","","36"
"2018009656","9","9","4042","0030","1165","E","2","45","CHESTER RD","2","3","36"
"2018014762","3","3","0322","0150","576","E","2","55","28TH DIVISION HW","2","3","36"
"2018029352","3","3","4011","0060","0","N","2","40","FRUITVILLE PK","2","3","36"
"2018011405","5","5","4042","0030","1165","E","2","45","CHESTER RD","2","3","36"
"2018014544","3","3","3030","0040","291","S","2","45","RIVER RD","2","3","36"
"2018003222","3","3","","","","S","02","25","9TH ST","4","","36"
"2018012882","3","3","0462","0050","0","W","02","35","FIFTH ST","2","3","36"
"2018007463","4","4","","","","S","02","25","PENN ST","4","","36"
"2018002554","3","3","0030","0261","1331","W","3","55","LINCOLN HW","2","1","36"
"2018002158","3","3","1011","0220","2405","N","2","45","RAILROAD AV","2","3","36"
"2018004258","4","3","","","","N","02","25","MEADOW SPRING RD","4","","36"
"2018035488","3","3","","","","W","01","15","LOGAN AV","4","","36"
"2018044267","4","4","0072","0131","743","S","02","35","MANHEIM PK","2","3","36"
"2018002588","4","3","","","","N","02","25","HESS ST","4","","36"
"2018020523","3","3","0372","0160","1102","E","02","45","BUCK RD","2","3","36"
"2018049157","3","3","","","","W","02","35","PENNSY RD","4","","36"
"2018041364","3","3","0030","0470","1190","E","02","35","LINCOLN HW","2","3","36"
"2018000916","4","5","","","","S","02","45","CARMANY RD","4","","36"
"2018047297","6","6","4042","0021","0","W","2","45","YORK RD","2","3","36"
"2018026221","3","4","","","","E","02","25","HIGH ST","4","","36"
"2018002240","3","3","","","","S","02","","OLDE HOMESTEAD LN","4","","36"
"2018053636","3","4","","","","S","02","25","MARTHA AV","4","","36"
"2018007664","3","3","0272","0800","1262","E","2","45","READING RD","2","3","36"
"2018003604","3","3","","","","N","02","35","HIGHLANDS DR","4","","36"
"2018031454","3","3","0743","0090","0","S","2","40","MAYTOWN RD","2","3","36"
"2018046591","3","3","0772","0550","0","E","02","40","NEWPORT RD","2","3","36"
