"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2018031132,"99","9","1048 N PENRYN RD","","MANHEIM","PA","17545","RUFUS BRUBAKER REFRIGERATION LLC","9999999999","014500","","","","","N","","","","","","U","","1","","05"
2018041835,"05","0","2309 EAST WAUSAU AVE","","WAUSAU","WI","54403","PROGRESSIVE TRANSPORTATION","7158494774","080000","","","","","N","","","","","","N","","1","00595733","08"
2018041835,"05","6","523 SUNRISE DRIVE","","CRANBERRY TOWNSHIP","PA","16066","VANCE TRUCKING","4126579223","035000","","","","","N","","","","","","N","","2","02089289","02"
2018041835,"05","0","6642 CLAYTON RD","","ST LOUIS","MO","63117","ADAMS TRANSPORTATION LLC","3144889919","080000","","","","","N","","","","","","N","","3","02943941","08"
2018053956,"05","1","139 RTE 46","","HACKETTSTOWN","NJ","07840","MID ATLANTIC XPRESS INC.","4842251160","080000","","","","","N","","","","","","N","","2","00606734","08"
2018061861,"05","1","1132 N. IRVING ST","","ALLENTOWN","PA","18109","DEDICATED LOGISTICS PARTNERS, LL","8888815765","080000","","","","","N","","","","","","N","","2","03007828","08"
2018062704,"02","0","400 MULBERRY STREET","","YORK","PA","17402","SHELLY LEASING INC","7178485015","036000","","","","","N","","","","","","N","","2","03187556","09"
2018071746,"02","1","1284 CLOVER LEAF RD","","MOUNT JOY","PA","17552","CHARLES E GROFF AND SONS INC","7176531357","026000","","","","","N","","","","","","N","","1","00070719","03"
2018074320,"04","4","615 GERSHAL AVE","","PITTSGROVE","NJ","08318","J SPINELLI & SONS INC","8566919390","080000","","","","","N","","","","","","N","","1","00608888","09"
2018074320,"05","1","4000 CLINE AVE","","CHICAGO","IN","46312","PENSKE TRUCK LEASING","8448479577","080000","","","","","N","","","","","","N","","2","00327574","08"
2018078252,"03","3","155 JAYLN DR","","NEW HOLLAND","PA","17557","DANCO CONSTRUCTION LLC","7173514460","080000","","","","","N","","","","","","N","","4","01663250","08"
2018083856,"03","4","100 CHURCH ROAD","","SCHUYKL HAVEN","PA","17972","BRUCE LAUBENSTINE DBA","5705270580","063000","","","","","N","","","","","","N","","3","02375558","04"
2018101351,"02","1","2067 ORRSTOWN RD","","SHIPPENSBURG","PA","17257","BOYO TRANSPORATION","7177216988","","","","","","N","","","","","","N","","2","00872308","02"
2018105660,"05","1","500 OLD DOMINION WAY","","THOMASVILLE","NC","27360","OLD DOMINION FREIGHT","8002355569","080000","","","","","N","","","","","","N","","2","00090849","08"
2018110730,"99","4","260 BARRENS CHURCH RD","","DILLSBURG","PA","17019","EARHART FARMS","7174325609","052000","","","","","N","","","","","","N","","1","01952565","08"
2018110730,"99","1","1532 COMMERCE DR","","CARLISLE","PA","17015","ALLEN DISTRIBUTION","7172583040","080000","","","","","N","","","","","","N","","2","00549021","08"
2018112344,"02","1","1284 LOOP RD","","LANCASTER","PA","17543","INDOOR CITY GRANITE AND MARBLE","9999999999","","","","","","N","","","","","","N","","2","99999999","03"
2018120070,"99","6","1233 E MOUNTIAN DR","","W. PALM BEACH","FL","334064929","TRIANA TRUCKING INC","9999999999","999999","","","","","N","","","","","","N","","1","02008859","08"
2018120070,"99","0","705 B N. BLOOMINGTON","","LOWELL","AR","72745","JB HUNT","9999999999","999999","","","","","N","","","","","","N","","2","00080806","08"
2018122180,"02","4","1840 MUNICIPAL DRIVE","","LANCASTER","PA","17601","MANHEIM TWP","7175696408","039000","","","","","N","","","","","","N","","2","","09"
2018124522,"05","1","382 INDIANTOWN RD","","EPHRATA","PA","17522","DUTCH COMPANY TRANSPORT INC","7177338677","073280","","","","","N","","","","","","N","","2","00586930","08"
2018128316,"02","8","8 BEAVER VALLEY PIKE","","WILLOW STREET","PA","17584","SHULTZ TRANSPORTATION CO","7174645800","999999","","","","","N","","","","","","N","","2","","10"
2018129493,"05","1","461 DILLER AVE","","NEW HOLLAND","PA","17557","SINDALL TRANSPORT","7173540606","080000","","","","","N","","","","","","N","108658","2","00011785","08"
2018136267,"05","2","553R RIDGE AVE","","EPHRATA","PA","17522","WILLIS MARTIN","7172734003","080000","","","","","N","","","","","","N","","2","00829223","08"
2018139876,"05","1","4023 BLEIGH AVE","","PHILADELPHIA","PA","19136","YOU-GO EXPRESS, LLC","2672540663","080000","","","","","N","","","","","","N","","1","02340639","09"
2018009694,"02","6","3011 WILLOW STREET PIKE","","WILLOW STREET","PA","17584","ABSOLUTE TOWING LLC","7177993441","025500","","","","","N","","","","","","N","659086","1","01814932","09"
2018009918,"03","2","4960 HORSESHOE PK","","HONEY  BROOK","PA","193440160","ZOOK MOLASSES","6102733776","080000","","","","","N","","","","","","N","A00109670","1","00033024","08"
2018011990,"05","1","220 EBY CHIQUES ROAD","","MOUNT JOY","PA","17552","ESBENSHADE MILLS FARMS","7176538061","080000","","","","","N","","","","","","N","","1","01841577","08"
2018013923,"05","3","8 GLENWOOD DR","","DOVER","DE","19904","BIG TEN TRUCKING","3022456582","080000","","","","","N","","","","","","N","","1","02901014","08"
2018019571,"06","6","25 E. 6TH ST.","","CLIFTON","NJ","07011","KALUWA AUTO TRANSPORT LLC","9738854528","080000","","","","","N","","","","","","N","UNK","2","02812039","08"
2018020833,"05","1","43329 SILVERWOOD DR","","CANTON","MI","48188","MCERIAB TRANSPORTATION LLC","7345604523","080000","","","","","N","","","","","","N","","3","02267994","08"
2018027878,"05","1","2700 SAUCON VALLEY ROAD","","CENTER VALLEY","PA","18035","BLACK HORSE CARRIERS","6107989418","080000","","","","","N","","","","","","N","","1","00807505","08"
2018027887,"05","3","22 STANLET ST","","NASHVILLE","TN","37210","EVANS DELIVERY COMPANY","6108762735","080000","","","","","N","","","","","","N","","2","00038111","08"
2018034511,"02","1","2851 OLD TREE DR","","LANCASTER","PA","17603","KEGEL'S PRODUCE INC","8005353435","026000","","","","","N","","","","","","N","","1","01208429","03"
2018034749,"99","9","7101 W 17TH AVE","","GARY","IN","46406","SCHNEIDER NATIONAL CARRIERS IN","9999999999","033000","","","","","N","","","","","","N","","1","","05"
2018050312,"05","1","311 CARAMIST CIR","","SINKING SPG","PA","19608","PROACTIVE LLC","2159000536","080000","","","","","N","","","","","","N","","1","","08"
2018052124,"04","1","PO BOX 3106","","ST. AUGUSTINE","FL","32085","POSTAL FLEET SERVICES","9048242007","054000","","","","","N","","","","","","N","","1","01061289","08"
2018064575,"99","3","1505","","LEBANON","PA","17042","F AND L LEASING CO","7173176212","016001","","","","","N","","","","","","","","2","","05"
2018072923,"99","0","1299 HARRISBURG PIKE","","LANCASTER","PA","17604","LANCASTER COUNTY SOLID WASTE","9999999999","080000","","","","","N","","","","","","U","","2","","07"
2018075800,"04","4","2931 LINCOLN HWY EAST","","RONKS","PA","17572","W D DUMPTRUCK SERVICE","6106560315","080000","","","","","N","","","","","","N","","1","00995052","04"
2018086414,"02","1","58 LOOP RD","","QUARRYVILLE","PA","17566","DAILY BARR INC","7177863016","018000","","","","","N","","","","","","N","","1","02089221","03"
2018089851,"03","4","3597 MEADOW VIEW DR","","MANHEIM","PA","17545","JR ERB EXCAVATING","7179896854","062000","","","","","N","","","","","","N","","2","","04"
2018095160,"03","7","230 OBIE ROAD","P.O. BOX 380","SCHAEFFERSTOWN","PA","17058","LEBANON FARMS DISPOSAL","7179492363","073280","","","","","N","","","","","","N","25A2547","1","","04"
2018104460,"05","2","942 ANDERSON FERRY RD","","MOUNT JOY","PA","17552","LD & SONS MILK HAULING","7174496138","080000","","","","","N","","","","","","N","","2","01577103","08"
2018119946,"05","9","6500 W INDUSTRIAL HWY","","GARY","IN","46406","SWIFT TRANSPORTATION CO","7178617000","080000","","","","","N","","","","","","N","","1","00054283","08"
2018124202,"05","1","1014 VINE STREET","","CINCINATTI","OH","45202","KROGER DEDICATED LOGISTICS","3096919670","080000","","","","","N","","","","","","N","","2","00624483","08"
2018129230,"02","3","550 S. 5TH ST.","","READING","PA","19603","INDUSTRIAL PLYWOOD INC","6103763343","026000","","","","","N","","","","","","N","","1","01927327","03"
2018133195,"05","1","8271 BROCK BRIDGE RD","","LAUREL","MD","20724","JOHN W RITTER TRUCKING","4108804333","080000","","","","","N","","","","","","N","","2","00006903","08"
2018006526,"06","2","689 BOWMAN ROAD","","CHAMBERSBURG","PA","17202","G&M TRANSPORT LLC","5059673995","080000","","","","","N","","","","","","N","","3","01468200","08"
2018009654,"99","1","RT 73 COOPER RD POB 140","","VORHEES","NJ","08043","HALE TRAILER BRAKE WHEEL INC","8779605051","999999","","","","","N","","","","","","N","","1","01183031","08"
2018010503,"04","1","2101 N 13TH ST","","READING","PA","19604","KOPPENHEFFER AND SON TRUCKING CO","6108428428","080000","","","","","N","","","","","","N","","1","00085546","08"
2018012731,"99","9","4635 DIVISION HWY","","EAST EARL","PA","17519","BROTHERS LIQUID TRANSPORT LLC","7173514087","080000","","","","","N","","","","","","N","","3","02354214","08"
2018015278,"99","8","2202 S MARKET ST","","ELIZABETHTOWN","PA","17022","DURHAM SCHOOL SERVICES LP","9999999999","999999","","","","","N","","","","","","U","","2","","11"
2018016817,"03","1","16936 CLENDANIEL ROAD","","LINCOLN","DE","19960","PETERMAN CONSTRUCTION & CONSULTI","3023933273","052000","","","","","","","","","","","N","","1","02269909","08"
2018034934,"99","6","138 MT ZION ROAD","","YORK\","PA","17402-8985","YCC TRUCKING LLLC","7177577611","060000","","","","","N","","","","","","N","","1","00174657","08"
2018035102,"99","1","1408 WEST CRANE STREET","","ARLINGTON HEIGHTS","IL","60004","ONE WAY TRAX CORP","7733666489","080000","","","","","N","","","","","","N","","2","02584162","08"
2018035462,"05","1","35 CHURCH ROAD","","NEW PROVIDENCE","PA","17560","TD WILLNER TRUCKIN LLC","7179750274","999999","","","","","N","","","","","","N","","1","01705459","09"
2018038997,"04","9","4381 NICHOLAS ROAD","","FEDERALSBURG","MD","21617","SHORE LUMBER & MILLWORK INC","4107588466","080000","","","","","N","","","","","","N","","2","00122414","08"
2018039809,"05","3","397 WATERWAY ROAD","","OXFORD","PA","19363","TIPTON TRUCKING","9999999999","080000","","","","","N","","","","","","N","","2","00282773","08"
2018046591,"06","3","1140 S STATE ST STE 4","","EPHRATA","PA","17522","NEW CREATION TRANSPORTATION","7177337015","080000","","","","","N","","","","","","N","A00123675","1","01965383","08"
2018048386,"02","1","1001 PAXTON STATION RD","","HARRISBURG","PA","17104","PENNSY SUPPLY INC","9999999999","017000","","","","","N","","","","","","N","","1","","03"
2018056049,"05","1","310 N ZARFOSS DRIVE","","YORK","PA","17404","A&S SERVICES GROUP LLC","9999999999","080000","","","","","N","","","","","","N","","2","01880751","08"
2018059804,"02","1","1336 LOOP ROAD","","LANCASTER","PA","17601","H2 LLC","7172901330","012500","","","","","N","","","","","","N","","2","01036153","09"
2018060374,"02","6","7300 MILLER PLACE #B","","LONGMONT","CO","80504","SUPREME AUTO TRANSPORT INC.","3034855417","080000","","","","","N","","","","","","N","","1","00912923","99"
2018065316,"05","1","2129 FRUITVILLE PIKE","","LANCASTER","PA","17601","TRANS AM LLC","7173546777","080000","","","","","N","","","","","","N","","2","02375206","08"
2018067401,"05","6","29155 NORTHWESTERN HWY","","SOUTHFIELD","MI","48034","GLOBAL FREIGHT INC","7085011723","080000","","","","","N","","","","","","N","","1","01833015","08"
2018075518,"05","9","4101 CANAAN LN","","TYRONE","PA","16686","SCOTT WAGNER TRUCKING INC.","8149341699","080000","","","","","N","","","","","","N","UKNOWN","2","00631546","08"
2018085620,"05","1","3389 WESTERVILLE RD","","COLUMBUS","OH","42224","CW EXPRESS LLC","6145009782","080000","","","","","N","","","","","","N","","1","01618335","08"
2018090095,"03","1","5190 WICKES RD","","USHKILL","PA","18324","CHRISTIAN HERALD ASSOCIATION","8002693791","010000","","","","","N","","","","","","N","0000000","1","00000000","05"
2018092844,"02","3","971 BRIARSDALE RD","","HARRISBURG","PA","17109","FREIGHTLINER","8889979987","026000","","","","","N","","","","","","N","","2","01397252","03"
2018093969,"03","6","100 CANTEBURY ST","","BILLERICA","MA","01821","E1 AUTO TRANSPORT INC","9783628396","080000","","","","","N","","","","","","N","","1","02465359","08"
2018100135,"05","3","P.O. BOX 1305","","MILLSBORO","DE","19966","SANTAY TRUCKING, INC","3028566059","030000","","","","","N","","","","","","N","","2","01419763","08"
2018106610,"04","3","2903 7TH STREET","","TUSCALOOSA","AL","35401","RPF EMERGENCY SERVICES LLC","6018071975","045000","","","","","N","","","","","","N","","1","03051660","08"
2018106610,"03","4","2901 7TH STREET","","TUSCALOOSA","AL","35401","CAHABA DISASTER RECOVERY","3243150136","080000","","","","","N","","","","","","N","","2","01212532","04"
2018114833,"03","3","5075  LOWER VALLEY RD","","ATGLEN","PA","19310","D R TRUCKING LLC","6105934556","024000","","","","","N","","","","","","N","","2","02793776","98"
2018115537,"02","1","1380 HOWARD ST","","HARRISBURG","PA","17104","NF STRING AND SON INC","7172342441","018000","","","","","N","","","","","","N","","1","01542352","02"
2018116132,"03","0","40W323 BARON LANE","","HUNTLEY","IL","60142","SUPER SERVICE LLC","9126104934","080000","","","","","N","","","","","","N","","2","01972877","07"
2018116973,"99","1","310 N ZARFOSS DRIVE","","YORK","PA","17404","A&S SERVICES GROUP LLC","7177923632","080000","","","","","N","","","","","","N","","2","01880751","08"
2018118656,"02","1","5 HOLLAND RD","","LANDISVILLE","PA","17538","KLIENS SERVICES","7179895718","017995","","","","","N","","","","","","N","","2","","03"
2018123425,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","U","","1","","08"
2018123425,"02","1","622 SUMMER ST.","","ELIZABETH","NJ","072082567","OSMAN TRANSPORT LLC","9084148539","025000","","","","","N","","","","","","N","P761009661","2","","03"
2018124548,"05","3","MAPLE LANE FARM 36815 C","","ANTWERP","NY","13608","LUKE S MARTIN","3157832509","080000","","","","","N","","","","","","N","","1","02833198","08"
2018124792,"02","9","150 CULBERTSON RUN ROAD","","WAGONTOWN","PA","19376","LITTLE WASHINGTON FABRICARTORS","6109790079","013200","","","","","N","","","","","","N","","1","02463491","02"
2018124792,"04","5","PO BOX 457","","HATBORO","PA","19040","DELAWARE VALLEY CONCRETE CO INC","8007341000","033500","","","","","N","","","","","","N","","2","00336210","04"
2018128804,"05","9","5508 LONAS DRIVE","","KNOXVILLE","TN","37909","PILOT TRAVEL CENTERS LLC","8005626210","080000","","","","","N","","","","","","N","","2","00091805","08"
2018137291,"05","1","1515 BURNT MILL RD","","CHERRY HILL","NJ","08003","NFI INTERACTIVE LOGISTICS","8568571324","080000","","","","","N","","","","","","N","","2","01486168","08"
2019001921,"03","3","775 LOMBARD RD","","RED LION","PA","17356","FORMIT STEEL CO","7172444561","080000","","","","","N","","","","","","N","","1","00138298","08"
2018007065,"04","3","133 R E CHURCH ST.","","STEVENS","PA","17578","CONCRETE WALLS UNLIMITED","7173352442","073280","","","","","N","","","","","","N","","2","00999191","04"
2018010120,"04","1","PO BOX 29269","","RICHMOND","VA","23242","PERFORMANCE TRANSPORTATION","5806547896","000000","","","","","N","","","","","","N","","2","00270150","08"
2018010769,"02","1","7777 ESSINGTON AVE","","PHILADELPHIA","PA","19153","BENTLEY TRUCK SERVICES INC","2159371044","","","","","","N","","","","","","N","","3","02279357","03"
2018010932,"05","9","2120 DELTA ROAD","2120 DELTA ROAD","FELTON","PA","17322","RISSER GRAIN","8888451814","070000","","","","","N","","","","","","N","","2","00351966","08"
2018012882,"02","8","225 NORTH QUEEN STREET","","LANCASTER","PA","176031760","RED ROSE TRANSIT AU","1713933315","","","","","","N","","","","","","N","","1","99999999","11"
2018033571,"99","1","55 GLENLAKE PARKWAY","","ATLANTA","GA","30328","UNITED PARCEL SERVICE","9999999999","015200","","","","","N","","","","","","U","","2","","05"
2018035699,"03","1","6500 W INDUSTRIAL HWY","","GARY","IN","46406","SWIFT TRANSPORTATION","2199772021","999999","","","","","N","","","","","","N","","1","44150977","08"
2018036196,"99","9","1976 AUCTION ROAD","","MANHEIM","PA","17545","UTILITY KEYSTONE TRAILER SALES I","9999999999","999999","","","","","N","","","","","","U","","2","","08"
2018051214,"05","3","660 SCHOENECK RD","","EPHRATA","PA","17522","HURST HAULING","7174055443","","","","","","N","","","","","","N","","1","00561679","08"
2018051318,"02","8","2701 E CUMBERLAND ST","","LEBANON","PA","17042","BRIGHTBILL TRANSPORTATION INC","8009324625","","","","","","N","","","","","","N","","2","","11"
2018055098,"04","4","2474 MT GRETNA ROAD","","ELIZABETHTOWN","PA","17022","DARRELL LEHMAN DUMP TRUCK SERVIC","9999999999","073280","","","","","N","","","","","","N","A00116466","2","00799886","04"
2018055499,"03","9","425 WHITE OAK RD","","NEW HOLLAND","PA","17557","EBYS OIL COMPANY INC.","7174685530","054000","3","","","","Y","1","","","","","N","","2","","04"
2018056862,"03","0","2 JEROME AVE","","LYNDHURST","NJ","07071","DEMASE TRUCKING","2019337775","026000","","","","","N","","","","","","Y","","1","00157948","08"
2018078094,"04","0","2247 S WACO ST","","AURORA","CI","80013","MIDWEST CARRIERS INC","7204967753","080000","","","","","N","","","","","","N","","2","03057964","08"
2018082319,"05","3","4590 INDUSTRIAL PARK RD","","CAMP HILL","PA","17011","CARETTI INC","7177376759","080000","","","","","N","","","","","","N","","1","00508171","06"
2018083367,"05","1","725 OPPORTUNITY DRIVE","","SAINT CLOUD","MN","56301","ANDERSON TRUCKING SERVICE","3202588745","081000","","","","","N","","","","","","N","","1","00606920","08"
2018083577,"03","9","4177 BOSSUM LANE","","COLUMBUS","OH","43224","WRIGHT LOGISTIX","6147729666","080000","","","","","N","","","","","","N","","1","02360231","08"
2018085737,"05","0","1 SYGMA DR","","PRYOR","OK","74361","THE SYGMA NETWORK SYSTEM","8774411144","008000","","","","","N","","","","","","N","","1","00238848","08"
2018090230,"99","9","5042 OLD PHILADELPHIA PIKE","","KINZERS","PA","17535","DEAN L ROHRER GARAGE LLC","9999999999","011050","","","","","N","","","","","","U","","2","","05"
2018090230,"99","4","157 CHRISTIANA PIKE","","CHRISTIANA","PA","17509","INTERNATIONAL","7173683332","054000","","","","","N","","","","","","N","","3","02286147","05"
2018092175,"03","0","112 COUNTRY DR","","DENVER","PA","17517","J KUSE TRANSPORT","6107419222","080000","","","","","N","","","","","","N","","1","02871931","07"
2018092686,"05","1","43 GRAYBILL RD","","LEOLA","PA","17540","AMELIA'S LLC","7175568600","080000","","","","","N","","","","","","N","","1","02259712","08"
2018093756,"03","2","1975 ERIAL RD","","BLACKWOOD","NJ","08012","MARKSMAN TRANSPORT","8567185559","080000","","","","","N","","","","","","N","576723","1","01381103","06"
2018097865,"04","4","1829 MAPLEDALE ROAD","","ELIZABETHTOWN","PA","17022","GARY TEMPLIN JR EXCAVATING AND","7176895084","073280","","","","","N","","","","","","N","A-00A89107","1","00218605","04"
2018101770,"99","6","3552 GREEN AVE","","LOS ALAMOTIS","CA","90720","HANSON/ADKINS AUTO TRANSPORT","2044444577","080000","","","","","N","","","","","","N","","2","00568253","08"
2018103640,"03","4","118 OAK TREE ROAD","","KUNKLETOWN","PA","18058","CARL D FRANTZ TRUCKING","6103812281","073280","","","","","N","","","","","","N","A00120322","2","00859476","04"
2018109769,"02","9","39 EASTBROOK RD","","RONKS","PA","17572","EASTBROOK TRANSPORT LLC","7179407715","012500","","","","","N","","","","","","N","","3","02394360","02"
2018114350,"99","1","1210 AVONDALE DRIVE APT 94","","ALTAVISTA","VA","24517","GCP TRUCKING INC","4345099654","080000","","","","","N","","","","","","N","","1","02318713","08"
2018118526,"05","9","PO BOX 300","","CLEAR CREEK","IN","47426","NSSX TRANSPORTATION LLC","8123399000","080000","","","","","N","","","","","","N","","1","03744570","08"
2018118980,"04","7","810 PINTREE WAY","","LANCASTER","PA","17601","TAKE AWAY REFUSE","7174909258","060000","","","","","N","","","","","","U","","2","02312931","04"
2018124751,"02","1","900 CONCHESTER ROAD","","BOOTHWYN","PA","19061","MASTERFOODS DISTRIBUTORS INC","6104857710","033000","","","","","N","","","","","","N","","1","00300481","03"
2018124751,"02","1","1418 FRUITVILLE PIKE","","LANCASTER","PA","17602","HAJOCA","7172993611","026000","","","","","N","","","","","","N","","2","00005373","03"
2018134460,"05","1","2220 S 75 AVE","","PHOENIX","AZ","85043","SWIFT TRANSPORTATION","6022699700","086000","","","","","N","","","","","","N","","2","00054283","08"
2018136407,"05","1","4690 FLINT HILL ROAD","","AUSTELL","GA","30106","ATOM TRAN LLC","6305067855","080000","","","","","N","","","","","","N","","1","03211059","08"
2018137738,"99","7","341 E LIBERTY ST","SUITE 20","LANCASTER","PA","17602","GS MADISON LLC","9999999999","014500","","","","","N","","","","","","N","","1","","05"
2019001647,"05","3","32660 US ROUTE 11","","PHILADELPHIA","NY","13673","MAPLE LANE TRANSPORTATION","3157832509","080000","","","","","N","","","","","","U","","1","02366085","08"
2018001228,"05","9","116 FILBERT ST","FLOOR 1","ROSELLE PARK","NJ","07204","AHEDO TRUCKING CORP.","9082451584","080000","","","","","N","","","","","","N","","2","02303245","08"
