"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2019076919","N","N","Y","Y","N","N","0","Y","Y","00883","N","","","","","","","","N","","","","","1"
"2019079072","Y","U","Y","Y","Y","Y","2","Y","Y","01450","N","","","","","","","","N","","","","","1"
"2019079705","N","N","N","N","N","N","0","N","N","00750","N","","","","","","","","N","","","","","1"
"2019080731","","","","","","","","","","","","","","","","","","","","U","Y","N","Y","2"
"2019082033","U","N","Y","Y","U","Y","1","Y","N","01300","N","","","","","","","","N","","","","","1"
"2019083080","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2019084130","N","N","U","Y","Y","Y","1","N","N","00750","N","","","","","","","","N","","","","","1"
"2019084244","U","Y","Y","Y","U","U","1","Y","Y","01000","N","","","","","","","","N","","","","","2"
"2019086407","N","N","U","U","N","N","0","Y","N","00600","N","","","","","","","","N","","","","","1"
"2019089016","N","N","U","Y","U","Y","1","Y","U","00948","N","","","","","","","","N","","","","","1"
"2019094847","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2019098965","Y","Y","Y","Y","Y","Y","1","Y","Y","01150","N","","","","","","","","N","","","","","2"
"2019105323","N","Y","Y","Y","Y","Y","3","Y","N","15000","N","","","","","","","","N","","","","","2"
"2019107994","","","","","","","","","","","","","","","","","","","","N","U","N","Y","2"
"2019114598","Y","Y","U","U","N","N","0","Y","Y","01350","N","","","","","","","","N","","","","","1"
"2019037728","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2019052976","N","Y","Y","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","2"
"2019066325","Y","Y","U","U","N","N","0","Y","N","01584","N","","","","","","","","N","","","","","1"
"2019066791","N","Y","U","Y","U","Y","1","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2019067201","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2019068499","N","N","Y","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","","","","","2"
"2019071154","N","N","U","Y","Y","Y","3","Y","Y","01449","N","","","","","","","","N","","","","","1"
"2019073517","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2019074113","Y","Y","Y","Y","U","Y","3","Y","N","01584","Y","U","Y","U","U","9","U","N","N","","","","","1"
"2019078323","Y","Y","U","U","N","N","0","Y","Y","01690","N","","","","","","","","N","","","","","1"
"2019083476","Y","U","U","U","U","Y","9","Y","U","01300","N","","","","","","","","N","","","","","1"
"2019083855","N","Y","N","Y","N","N","0","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2019092805","Y","Y","Y","Y","N","N","0","Y","Y","01573","N","","","","","","","","N","","","","","2"
"2019097536","Y","N","N","N","Y","Y","3","Y","N","00800","N","","","","","","","","N","","","","","2"
"2019106678","N","N","U","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2019108798","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2019110030","Y","Y","U","Y","Y","Y","1","Y","Y","01340","N","","","","","","","","N","","","","","2"
"2019113799","N","U","U","Y","U","Y","1","Y","Y","00125","N","","","","","","","","N","","","","","2"
"2019011085","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2019038876","U","Y","U","Y","U","N","0","Y","Y","01442","N","","","","","","","","N","","","","","2"
"2019044985","N","N","Y","Y","Y","Y","1","Y","Y","00500","N","","","","","","","","N","","","","","1"
"2019046682","N","U","U","Y","U","Y","1","Y","Y","00398","N","","","","","","","","N","","","","","2"
"2019047596","N","N","Y","Y","N","N","0","N","Y","00050","N","","","","","","","","N","","","","","1"
"2019051945","N","Y","U","Y","N","N","0","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2019054110","N","Y","Y","Y","Y","Y","3","Y","N","01460","N","","","","","","","","N","","","","","2"
"2019056937","N","N","U","Y","Y","Y","1","Y","Y","00700","N","","","","","","","","N","","","","","2"
"2019060749","N","Y","Y","Y","Y","Y","1","Y","Y","00700","N","","","","","","","","N","","","","","1"
"2019062321","N","N","N","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","2"
"2019063971","Y","Y","U","Y","U","Y","1","Y","Y","01250","N","","","","","","","","N","","","","","2"
"2019069991","N","N","Y","Y","Y","Y","1","Y","Y","01085","N","","","","","","","","N","","","","","2"
"2019074447","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2019074957","","","","","","","","","","","","","","","","","","","","N","N","Y","N","1"
"2019082672","N","Y","N","Y","N","N","0","Y","Y","01200","Y","N","Y","N","N","0","Y","Y","N","","","","","3"
"2019087609","N","U","Y","Y","Y","Y","1","U","Y","00800","N","","","","","","","","N","","","","","1"
"2019093820","N","Y","Y","Y","U","Y","1","Y","Y","01584","N","","","","","","","","N","","","","","1"
"2019094094","Y","N","Y","Y","Y","Y","1","N","N","00600","N","","","","","","","","N","","","","","3"
"2019094847","","","","","","","","","","","","","","","","","","","","N","N","N","N","3"
"2019096943","N","N","N","Y","Y","Y","1","Y","N","00300","N","","","","","","","","N","","","","","2"
"2019099807","Y","Y","Y","Y","Y","Y","2","Y","Y","01688","Y","N","Y","Y","Y","2","Y","Y","N","","","","","2"
"2019103962","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2019105465","Y","U","Y","Y","U","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2019108003","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2019009601","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2019031321","N","N","U","Y","Y","U","1","U","U","00600","N","","","","","","","","N","","","","","1"
"2019040254","","","","","","","","","","","","","","","","","","","","N","U","N","U","2"
"2019046627","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2019058131","Y","N","U","Y","U","Y","1","Y","U","00250","N","","","","","","","","N","","","","","1"
"2019066276","N","N","U","N","N","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","2"
"2019067847","Y","Y","U","N","U","N","0","Y","N","01200","N","","","","","","","","N","","","","","2"
"2019068953","Y","Y","U","U","N","N","0","Y","N","01690","Y","N","U","N","N","0","Y","N","N","","","","","2"
"2019072722","N","N","Y","Y","N","Y","3","N","N","01200","N","","","","","","","","N","","","","","1"
"2019073283","N","N","Y","N","","","0","N","N","00120","N","","","","","","","","N","","","","","1"
"2019074627","N","Y","U","Y","Y","Y","1","Y","N","00942","N","","","","","","","","N","","","","","1"
"2019077683","N","N","Y","Y","N","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2019080704","U","U","U","Y","U","U","9","U","U","01832","Y","U","Y","U","U","9","U","U","N","","","","","1"
"2019090335","N","Y","N","Y","N","N","0","Y","N","00700","N","","","","","","","","N","","","","","1"
"2019092213","N","Y","U","Y","Y","N","1","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2019094098","Y","Y","Y","Y","Y","Y","1","Y","N","01350","N","","","","","","","","N","","","","","1"
"2019094652","N","N","Y","Y","U","Y","1","U","N","00249","N","","","","","","","","N","","","","","1"
"2019095604","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2019036328","N","N","Y","Y","Y","Y","2","Y","Y","01500","N","","","","","","","","N","","","","","1"
"2019051895","Y","Y","U","Y","Y","Y","2","Y","Y","01746","N","","","","","","","","N","","","","","2"
"2019051962","N","N","U","Y","N","N","0","N","Y","00600","N","","","","","","","","N","","","","","1"
"2019060618","U","U","U","Y","U","Y","1","Y","Y","00999","N","","","","","","","","N","","","","","2"
"2019064618","Y","Y","Y","Y","Y","Y","3","Y","Y","01304","N","","","","","","","","N","","","","","3"
"2019072385","Y","Y","Y","Y","Y","Y","1","Y","Y","01500","N","","","","","","","","N","","","","","2"
"2019080613","N","U","U","U","N","N","0","U","N","00900","N","","","","","","","","N","","","","","2"
"2019080744","Y","U","U","U","N","N","0","Y","N","01584","N","","","","","","","","N","","","","","1"
"2019081465","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2019092802","N","Y","U","U","Y","Y","3","Y","Y","01000","Y","Y","Y","Y","Y","3","Y","N","N","","","","","1"
"2019098615","N","Y","Y","Y","U","Y","3","Y","N","00883","N","","","","","","","","N","","","","","1"
"2019099516","Y","Y","Y","Y","Y","Y","1","Y","Y","01261","N","","","","","","","","N","","","","","1"
"2019104594","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2019116906","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2019122945","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2020012467","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2020012467","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","3"
"2019030116","N","N","Y","Y","Y","Y","1","Y","Y","01100","N","","","","","","","","N","","","","","2"
"2019037647","","","","","","","","","","","","","","","","","","","","U","N","N","Y","2"
"2019038196","N","Y","Y","Y","Y","Y","2","Y","Y","01300","N","","","","","","","","N","","","","","2"
"2019041540","U","U","U","U","U","U","9","U","U","99999","Y","U","U","U","U","9","U","U","U","","","","","1"
"2019058003","Y","Y","Y","Y","Y","Y","3","Y","N","00000","Y","Y","Y","Y","Y","3","Y","Y","N","","","","","1"
"2019063633","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2019066867","Y","Y","N","Y","N","Y","3","Y","N","01200","N","","","","","","","","N","","","","","1"
"2019071510","Y","Y","Y","Y","N","N","0","Y","N","01499","N","","","","","","","","N","","","","","1"
"2019079074","Y","N","Y","Y","Y","Y","2","Y","N","00750","N","","","","","","","","N","","","","","1"
"2019082674","Y","N","U","Y","Y","Y","2","N","N","00800","N","","","","","","","","N","","","","","1"
"2019084486","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2019086197","N","U","U","N","U","U","9","Y","N","00599","N","","","","","","","","N","","","","","1"
"2019089713","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2019095390","N","U","Y","U","N","N","0","U","U","01000","N","","","","","","","","N","","","","","1"
"2019101019","Y","N","Y","N","N","N","0","Y","Y","01340","N","","","","","","","","N","","","","","1"
"2020000831","Y","Y","Y","Y","Y","Y","3","Y","Y","00096","N","","","","","","","","N","","","","","1"
"2019039461","N","U","U","Y","U","Y","1","U","U","59980","N","","","","","","","","N","","","","","2"
"2019044629","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2019044787","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2019066077","N","N","U","Y","Y","Y","3","Y","N","01800","N","","","","","","","","N","","","","","1"
"2019066536","N","U","U","Y","N","N","0","Y","N","12000","N","","","","","","","","N","","","","","1"
"2019079084","Y","N","Y","U","N","N","0","Y","N","01687","Y","U","U","U","Y","3","Y","Y","N","","","","","1"
"2019082025","U","U","U","U","U","U","1","U","U","99999","N","","","","","","","","U","","","","","1"
"2019082672","N","Y","N","Y","Y","Y","3","Y","Y","01400","N","","","","","","","","N","","","","","2"
"2019093750","Y","Y","U","Y","Y","Y","1","Y","Y","00850","N","","","","","","","","N","","","","","1"
"2019093837","N","N","N","Y","N","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2019100206","Y","Y","Y","Y","Y","Y","1","Y","Y","01449","Y","U","Y","Y","Y","1","Y","Y","N","","","","","1"
"2019112014","N","U","N","Y","N","N","0","Y","Y","00080","N","","","","","","","","N","","","","","1"
"2019117980","Y","N","N","Y","Y","Y","1","Y","Y","00948","N","","","","","","","","N","","","","","1"
"2019125555","N","N","U","Y","N","N","0","Y","N","00800","N","","","","","","","","N","","","","","1"
"2019133318","Y","U","U","Y","U","Y","1","Y","Y","13400","N","","","","","","","","N","","","","","2"
"2019016520","N","Y","Y","Y","N","N","0","Y","Y","00185","N","","","","","","","","N","","","","","1"
"2019019282","N","U","Y","Y","U","Y","1","Y","U","00651","N","","","","","","","","N","","","","","2"
"2019037772","U","Y","Y","Y","U","Y","1","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2019038875","N","N","N","N","N","N","0","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2019043191","Y","N","N","Y","N","N","0","Y","Y","00999","N","","","","","","","","N","","","","","1"
"2019043780","Y","Y","U","Y","N","N","0","Y","N","01450","N","","","","","","","","N","","","","","1"
"2019051102","N","Y","N","Y","Y","Y","2","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2019052287","N","N","U","Y","N","N","0","N","N","01000","N","","","","","","","","N","","","","","2"
"2019056165","","","","","","","","","","","","","","","","","","","","U","U","N","U","3"
"2019058174","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2019065177","N","N","N","N","N","N","0","N","N","00125","N","","","","","","","","N","","","","","1"
"2019067242","N","N","Y","Y","N","U","1","Y","Y","01200","Y","N","N","N","U","1","Y","Y","N","","","","","1"
"2019069717","N","Y","N","Y","Y","Y","1","N","N","01670","Y","Y","Y","Y","Y","1","Y","Y","N","","","","","2"
"2019082282","N","N","N","Y","N","N","0","N","Y","00600","N","","","","","","","","N","","","","","1"
"2019082580","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2019083065","Y","Y","Y","Y","","","0","Y","Y","01200","Y","N","Y","Y","Y","3","Y","Y","N","","","","","2"
"2019094862","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2019099812","N","Y","Y","Y","U","Y","1","Y","N","01000","N","","","","","","","","N","","","","","1"
"2019023991","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2019034781","N","Y","Y","Y","U","Y","1","Y","Y","00929","N","","","","","","","","N","","","","","1"
"2019034911","N","Y","Y","Y","Y","Y","3","Y","Y","00110","N","","","","","","","","N","","","","","1"
"2019036991","N","U","U","U","U","N","1","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2019041577","N","N","U","Y","Y","Y","1","Y","Y","00500","N","","","","","","","","N","","","","","1"
"2019052000","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2019052337","N","U","U","Y","U","Y","1","Y","U","01450","N","","","","","","","","N","","","","","2"
"2019052445","Y","U","U","Y","U","Y","2","U","N","01800","Y","U","Y","U","Y","2","U","N","N","","","","","1"
"2019057532","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2019058537","Y","Y","Y","Y","Y","Y","3","Y","Y","01400","N","","","","","","","","N","","","","","1"
"2019065649","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2019066742","Y","Y","Y","Y","U","Y","1","Y","Y","01179","N","","","","","","","","N","","","","","2"
"2019079629","Y","N","Y","Y","","","0","Y","Y","01584","N","","","","","","","","N","","","","","2"
"2019082706","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2019082721","Y","U","U","Y","U","Y","3","N","N","00750","N","","","","","","","","N","","","","","1"
"2019089656","N","Y","U","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2019096174","U","U","U","U","U","U","9","U","U","00599","N","","","","","","","","N","","","","","1"
"2019096890","N","N","U","Y","Y","Y","1","U","N","00600","N","","","","","","","","N","","","","","2"
"2019098469","U","U","Y","U","U","Y","9","Y","Y","00650","N","","","","","","","","N","","","","","2"
"2019099665","Y","Y","Y","U","U","Y","3","Y","U","01449","Y","U","U","U","Y","1","U","U","N","","","","","1"
"2019102609","U","U","U","U","N","N","0","N","U","99999","N","","","","","","","","N","Y","N","N","Y","1"
