"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2020074107,"03","0","300 WEIDMANSVILLE ROAD","","EPHRATA","PA","17522","SPRINGSIDE TRUCKING LLC","0000000000","080000","","","","","N","","","","","","N","","1","00972236","99"
2020088698,"05","1","8995 KENNEDY DR 2F","","DES PLAINES","IL","60016","ID TRANSPORT INC","8477793661","080000","","","","","N","","","","","","N","","1","02419785","08"
2020089264,"03","8","2701 E CUMBERLAND STREET","","LEBANON","PA","17042","BRIGHTBILL TANSPORTATION","7173547184","999999","","","","","N","","","","","","N","","1","","12"
2020089310,"05","9","4535 DIVISION HWY","","EAST EARL","PA","17519","HERMEN R. EWELL INC","7173454556","080000","","","","","N","","","","","","N","","1","00010571","08"
2020089492,"05","9","2601 RIVER RD","","CONESTOGA","PA","17516","TURKEY HILL DAIRY","7178725461","080000","","","","","N","","","","","","N","","2","02251320","08"
2020090084,"02","1","7731 HARSMAN RD","","HANOVER","MD","21076","GAEL LLC","7868604814","026000","","","","","N","","","","","","N","","2","03195474","08"
2020096814,"99","8","102 MARTIC HEIGHTS DR","","HOLTWOOD","PA","17532","ESCHBACH","7172844162","999999","","","","","N","","","","","","N","A-00104844","1","00387575","12"
2020098297,"03","7","230 OBIE RD","","NEWMANSTOWN","PA","17073","WASTE INDUSTRIES OF PENNSYLVANIA","7179492363","058400","","","","","N","","","","","","N","","2","00198696","04"
2020101969,"06","2","338 GRISTMILL RD","","NEW HOLLAND","PA","17557","MARTIN'S AG SERVICE INC","9999999999","058000","","","","","N","","","","","","N","","1","00262993","08"
2020108329,"02","1","810 SALE BARN RD PO BOX5","","KREAMER","PA","17833","HACKENBERG BROTHERS INC","5708376130","025500","","","","","N","","","","","","N","A-00111752","1","00371221","03"
2021001582,"03","9","9145 NW 120TH ST","","HIALEAH GARDENS","FL","33018","BXPRESS FREIGHT SYSTEMS INC","3053593811","080000","","","","","N","","","","","","N","","1","03093573","08"
2020004519,"02","6","156 SOUTH FORBES ROA","","LEXINGTON","KY","40511","SAM'S USED CARS","8593278990","018000","","","","","N","","","","","","N","","1","02873776","09"
2020004965,"03","7","230 OBIE RD","","NEWMANSTOWN","PA","17073","WASTE INDUSTRIES OF PA","7179492363","073280","","","","","N","","","","","","N","","2","00198696","04"
2020009831,"05","1","555 SANDY HILL ROAD #A","","DENVER","PA","17517","DENVER LOGISTICS, LLC","7173363900","080000","","","","","N","","","","","","N","","1","00483496","08"
2020012346,"03","0","2085 HARRISON ROAD","","SALISBURY","NC","281479033","ADUSA TRANSPORTION","7036371610","080000","","","","","N","","","","","","U","","1","00057029","04"
2020023332,"03","4","2229 BALTIMORE PIKE","","EAST BERLIN","PA","17316","HUFFS SERVICES","7176348696","073280","","","","","N","","","","","","N","","2","02373990","04"
2020023335,"02","1","735 NORTH PRINCE STREET","","LANCASTER","PA","17603","K & W TIRE COMPANY INC","8007323563","019500","","","","","N","","","","","","N","","1","00011507","03"
2020028689,"02","0","5695 WEST US 6","","KENDALLVILLE","IN","46755","AMERIGAS PROPANE LP","7174901615","999999","","","","","N","","","","","","N","","2","00388004","02"
2020030328,"03","9","6380 BRACKBILL BLVD, P.O 1549","","MECHANICSBURG","PA","17055","CARLISLE CARRIERS CORP","7176918600","999999","","","","","N","","","","","","N","A00109478","1","00369330","08"
2020033818,"02","4","4781 LOWER VALLEY RD","","ATGLEN","PA","19310-1767","J D ECKMAN INC","6105935143","073280","","","","","N","","","","","","N","","2","00475889","03"
2020034005,"99","0","1601 HYLTON DR","","PENNSAUKEN","NJ","08110","LOOMIS FARGO & CO","8563172600","","","","","","N","","","","","","N","","2","00252201","02"
2020036679,"99","9","322 E MAIN ST","","LEOLA","PA","17540","BEILER HYDRAULICS INC","9999999999","014500","","","","","N","","","","","","U","","2","","99"
2020040594,"05","9","101 W HARRISBURG AVE","","RHEEMS","PA","17570","WFM TRANSPORT INC","8006926008","080000","","","","","N","","","","","","N","","3","00822830","08"
2020046922,"02","3","615 FLORENCE ST","","COLUMBIA","PA","17512","HEISEY MECHANICAL","7176844551","026000","","","","","N","","","","","","N","","3","01690553","03"
2020050038,"99","8","45 ERICK RD","","LANCASTER","PA","17601","RED ROSE TRANSIT AUTHORITY","9999999999","999999","","","","","N","","","","","","U","","1","","13"
2020056837,"03","3","595 SAW MILL ROAD","","EAST EARL","PA","17519","V. GARMAN, LLC","7174457555","073280","","","","","N","","","","","","N","","2","","04"
2020062251,"02","9","1580 GABLER ROAD","","CHAMBERSBURG","PA","17201","ALPHA SPACE CONTROL CO INC","7172630182","033000","","","","","N","","","","","","N","","2","00379255","09"
2020067210,"05","1","4000 E HARRISBURG PIKE","","MIDDLETOWN","PA","17057","ZEAGER BROS INC","8003468524","080000","","","","","N","","","","","","N","","2","00011628","08"
2020067541,"03","9","70 DURLACH RD","","EPHRATA","PA","17522","ZIMMERMAN CONCRETE PUMPING LLC","7172717575","066000","","","","","N","","","","","","N","A-0011111","1","","04"
2020067715,"02","8","45 ERICK RD","","LANCASTER","PA","17601","RED ROSE TRANSIT AUTHOIRTY","7172911243","","","","","","N","","","","","","N","","3","00099999","13"
2020077442,"04","9","11690 NW 105 ST","","MIAMI","FL","33178","RYDER TRUCK RENTAL INC","7248798800","008000","","","","","N","","","","","","U","","1","00028921","99"
2020079920,"99","1","3343 COLESIUM BLVD","","FT WAYNE","IN","46808","UPS","0000000000","080000","","","","","N","","","","","","N","","1","00121058","08"
2020082167,"03","0","111 WAYNE AVE","","HANOVER","PA","17331-3308","MIKE'S TOWING & RECOVERY INC","7177526201","080000","","","","","N","","","","","","N","","1","01184095","04"
2020084421,"","9","570 FURNACE HILLS PIKE","","LITITZ","PA","17543","SUADER TRANSPORT COMPANY","7176262074","","","","","","N","","","","","","","A00116359","1","00842145","08"
2020085520,"03","1","10480 ELLEN SUE ST","","SOCORRO","TX","79927","GX3 LOGISTICS","9154014049","080000","","","","","N","","","","","","N","","1","03214549","08"
2020086566,"99","4","240 TOWNSHIP ROAD","","DOWNINGTOWN","PA","19335","ARTERS TRUCKING","6108361869","073280","","","","","N","","","","","","N","","2","00940704","99"
2020089264,"03","1","420 ACORN LANE","","DOWINGTOWN","PA","19335","VICTORY BREWING COMPANY","6105147000","026000","","","","","N","","","","","","N","","2","","04"
2020089269,"04","3","104 FAIRVIEW RD","","OXFORD","PA","19363","JOE PARSONS","6104670462","016500","","","","","N","","","","","","N","","1","99999999","03"
2020093907,"02","4","37 WASHINGTON ST","37 WASHINGTON ST","STRASBURG","PA","17579","GLENN DENLINGER","7176295617","","","","","","N","","","","","","N","","2","02180909","03"
2020100578,"99","9","37 WASHINGTON ST","","STRASBURG","PA","17579","DIG EXCAVATING INC","9999999999","073280","","","","","N","","","","","","U","","1","","99"
2020103495,"02","8","45 ERICK RD","","LANCASTER","PA","17601","RED ROSE TRANSIT AUTHORITY","7173974240","999999","","","","","N","","","","","","N","","1","","13"
2020105461,"99","9","174 E MAIN STREET","","LEOLA","PA","17540","B & E ROOFING AND REMODELING LLC","9999999999","019000","","","","","N","","","","","","U","","2","","99"
2020107194,"02","1","1434 COUNTY LINE ROAD","","HUNTINGDON VALLEY","PA","19006","MULTIFLOW DISPENSERS","2153221800","033000","","","","","N","","","","","","N","","1","00358655","04"
2020107194,"06","1","270 167TH STREET","","HARVEY","IL","60426","MANAS EXPRESS CORP","7737961292","080000","","","","","N","","","","","","N","","2","02508694","08"
2020111005,"05","1","5024 JACKSON WHITE ROAD","","POLKVILLE","NC","28136","L&H TRUCKING","7046927545","080000","","","","","N","","","","","","U","","2","00838501","08"
2020006146,"03","6","95 GREEN STREET","","WOODBRIDGE","NJ","07095","GALICIA TRANSPORT","7328017124","080000","","","","","N","","","","","","N","","2","02405849","08"
2020007983,"05","1","1532 JENNIFER WAY","","TRACY","CA","95377","BROTHERS TRUCKING CORP","5307178901","032000","","","","","N","","","","","","N","","2","02525552","08"
2020010199,"02","9","8 CREAM RIDGE RD","","SALEM","NJ","08079","WILLIAM H ROESKE","6094203663","016500","","","","","N","","","","","","N","","1","00453253","09"
2020011212,"02","9","565 GATEHOUSE LN W","","YORK","PA","17402","PRIVATE PARADISE CONSTRUCTION","9999999999","014000","","","","","N","","","","","","U","","3","","99"
2020011651,"02","1","1821 SOUTH 19TH STREET","","HARRISBURG","PA","17104","UNITED PARCEL SERVICE INC","9999999999","022100","","","","","N","","","","","","N","","2","","09"
2020012178,"99","9","428 E WILLOW ST","","ELIZABETHTOWN","PA","17022","GREENS TREE SERVICE","9999999999","033000","","","","","N","","","","","","U","","2","","99"
2020019503,"05","9","1010 WEST MAIN STREET","","MOUNT JOY","PA","17552","MELHORN SALES SERVICE & TRUCKING","7176531102","080000","","","","","N","","","","","","N","","3","00204659","08"
2020023008,"99","8","668 VALLEY RD","","QUARRYVILLE","PA","17566","SHIRKS TRANSPORTATION","7172628182","999999","","","","","N","","","","","","N","A-6418365","2","02833214","10"
2020027564,"99","1","5561 GRASON RD,","P O BOX 4055","HARRISBURG","PA","17111","FEESERS INC","9999999999","033000","","","","","N","","","","","","U","","2","","99"
2020030799,"03","9","4635 DIVISION HWY","","EAST EARL","PA","17519","BROTHERS LIQUID TRANSPORT LLC","7173514087","080000","","","","","N","","","","","","N","","1","00235421","08"
2020043363,"05","1","3343 COLISEUM BLVD","","FORT WAYNE","IN","46808","UPS","8008748002","","","","","","N","","","","","","N","","2","00021800","08"
2020046589,"02","3","1035 WEST MAIN ST","","NEW HOLLAND","PA","17557","MARIN'S TOWING","7175754660","033000","","","","","N","","","","","","N","","1","","03"
2020046614,"99","1","212 BUCKY DR","","LITITZ","PA","17543","HALLER ENTERPRISES INC","9999999999","010360","","","","","N","","","","","","U","","2","","02"
2020049128,"03","4","109 S. MAIN ST","","CAMDEN","DE","19934","J KING TRANSPORT LLC","3022722110","073280","","","","","N","","","","","","N","","1","03351220","04"
2020052157,"06","3","33 WESCOTT LANE","","MIFFLINTOWN","PA","17059","HOFFMAN TRUCKING","7177654862","073280","","","","","N","","","","","","N","","1","02163354","08"
2020055778,"02","1","1155 ENTERPRISE DR","","EAST PETERSBURG","PA","17520","UPS","7175606646","015200","","","","","N","","","","","","N","","2","00666363","03"
2020058038,"04","4","226 S PROGRESS AVE","","HARRISBURG","PA","17109","S-1 TRUCKING","0000000000","073280","","","","","N","","","","","","N","A-00123691","1","01281398","04"
2020058038,"04","4","1299 HARRISBURG PIKE","","LANCASTER","PA","17604","LCSWMA","7173971000","073280","","","","","N","","","","","","N","","2","00000N/A","04"
2020065888,"05","1","45085 OLD OX RD","","DULLES","VA","20166","DC DYNA","7037310245","999999","","","","","N","","","","","","N","","1","00743794","08"
2020066223,"05","9","151 VALPRO DR","","WINCHESTER","VA","22603","VALLEY PROTEINS INC","5408772590","080000","","","","","N","","","","","","N","","1","00036807","08"
2020067762,"99","9","7 FROGTOWN RD","","PARADISE","PA","17562","ZOOK CONCRETE CONTRACTORS LLC","7179355586","011500","","","","","N","","","","","","U","","1","","99"
2020071762,"99","9","1821 S. 19TH STREET","","HARRISBURG","PA","17111","UNITED PARCEL SERVICE","7173300843","023000","","","","","N","","","","","","U","","2","","99"
2020077231,"03","3","21 DOGWOOD ROAD","","KIRKWOOD","PA","17536","HOUGHTON TRUCKING","7174689092","018580","","","","","N","","","","","","N","","2","00884298","08"
2020084970,"03","6","14 ANTHONY DRIVE","","MANHEIM","PA","17545","ADCOCK BROTHERS AUTO TRANSPORT I","7176643600","080000","","","","","N","","","","","","N","A-00011440","3","00540755","08"
2020085634,"03","9","668 POORS FORD RD","","RUTHERFORDTON","NC","28139","FREIGHT WORKS TRANSPORTATION AND","8282877277","017000","","","","","N","","","","","","N","","1","02273658","08"
2020089726,"02","1","1821 BEAVER AVENUE","","PITTSBURGH","PA","15233","UNITED PARCEL SERVICE INC","4048283676","025500","","","","","N","","","","","","N","","1","00021800","99"
2020090902,"03","3","4006 MAIN ST","","PERRY","OH","44081","STOLTZ SERVICES LLC","4402610824","015700","","","","","N","","","","","","N","","2","02965460","99"
2020108729,"99","9","17TH & ARSENAL BLVD","","HARRISBURG","PA","17120","PENNDOT","7172783525","","","","","","","","","","","","N","","2","99999999","99"
2021004570,"02","1","505 PRINCE GEORGE DR","","LANCASTER","PA","17601","LARSEN LOGISTICS","7173142143","","","","","","N","","","","","","N","","1","00265752","05"
2020007874,"02","4","3 LONG LANE","","MECHANISCBURG","PA","17050","MR. REHAB LLC","2033546200","029000","","","","","N","","","","","","N","","2","00938598","03"
2020007988,"05","1","1801 CORAL WAY STE 323","","MIAMI","FL","33145","TTG GROUP","8137771240","033000","","","","","N","","","","","","N","","1","02323787","08"
2020009480,"03","7","1245 EAGLES WAY","","EAST EARL","PA","17519","EAGLE DISPOSAL","7173559560","073280","","","","","N","","","","","","N","A8911340","2","01413530","04"
2020011652,"05","7","667 SOUTH AVENUE","","SECANE","PA","19018","HYBRID TRUX LLC","6108092027","080000","","","","","N","","","","","","N","","1","01976741","08"
2020016351,"03","1","162 TRANSPORT ST","","BEDFORD","PA","15522","HIRAM WAKEMAN","8146238858","080000","","","","","N","","","","","","N","A00117061","1","00045803","08"
2020016477,"02","1","2675 MORGANTOWN RD","","READING","PA","19601-1960","PENSKE TRUCK  LEASING","6107756000","002600","","","","","N","","","","","","N","","1","02458821","03"
2020018839,"03","0","5046 NEWPORT RD","","KINZERS","PA","17535","LG TRANSPORTATION","7174429610","080000","","","","","N","","","","","","N","A-0017982","2","00928404","08"
2020028725,"05","1","2601 RIVER RD","","CONESTOGA","PA","17516","TURKEY HILL LLC","7178725461","","","","","","N","","","","","","N","","2","02340188","08"
2020032903,"03","7","292 S 4TH ST","","COLUMBIA","PA","17512","NISSLEY, MATTHEW JOSEPH","7175729426","058000","","","","","N","","","","","","U","","2","","04"
2020042978,"99","1","443 FAIRVIEW AVE","","LANCASTER","PA","17603","LANCASTER AREA HABITAT FOR HUMAN","9999999999","014500","","","","","N","","","","","","U","","2","","99"
2020042993,"05","3","738 OLD DAWNSON RD","","BALL GROUND","GA","30107","CAROLYN HYDE DBA H&H HAULERS","7707352448","080000","","","","","N","","","","","","N","","2","00652221","09"
2020043588,"03","1","7135 CENTENIAL PLACE","","NASHVILLE","TN","37209","WESTERN EXPRESS","8003167160","080000","","","","","N","","","","","","N","JN532498","2","00511412","08"
2020045673,"07","1","5246 SIMPSON FERRY RD","","MECHANICSBURG","PA","17050","FEDEX GROUND PACKAGE SYSTEM","7175990169","080000","","","","","N","","","","","","N","","1","00265752","08"
2020045674,"99","4","3645 BOARD RD","","YORK","PA","17405","SOUTHLAND INSULATORS OF PA DBA L","7177679082","014500","","","","","N","","","","","","U","","1","","99"
2020045674,"04","7","3730 SANDHURST DR","","YORK","PA","174067935","REPUBLIC SERVICES OF PENNSYLVANI","8002109675","073280","","","","","N","","","","","","N","A-0000000","2","00348394","09"
2020046469,"99","4","220 RED PUMP RD","","RISING SUN","MD","21911","WM GUNTER AND SONS","4103718523","999999","","","","","N","","","","","","N","","2","01261305","05"
2020055025,"05","1","3570 BROOKVIEW RD","","PHILADELPHIA","PA","19154","BRAZ LINE INC","2676886128","080000","","","","","N","","","","","","N","","2","01650491","08"
2020055509,"03","1","1 MONROE STREET","","BRISTOL","PA","19007","GENERAL DOOR CORP","2157889277","080000","","","","","N","","","","","","N","0","1","00036989","08"
2020055668,"02","1","84 ZIONS VIEW RD","","MANCHESTER","PA","17354","DHL SUPPLY CHAIN","7179013330","014000","","","","","N","","","","","","N","","2","00482746","03"
2020063073,"03","1","13222 POPLE AVE APT 2B","","FLUSHING","NY","11355","PANDA APS GROUP INC","9294247242","080000","","","","","N","","","","","","N","","2","03401982","08"
2020072596,"02","2","251 COMMERCE DR","","NEW HOLLAND","PA","17557","MARTINDALE PROPANE","7173546255","030000","2","","","","Y","1","","","","","N","0","2","01565503","03"
2020073193,"05","1","8861 20TH AVE","APT 6A","BROOKLYN","NY","11214","RAJABOV, OTABEK","9292713795","080000","","","","","N","","","","","","N","","1","","08"
2020073592,"02","1","1010 RAYMUR AVENUE","","VANCOUVER","BC","V6A3T2","ARTICLE.COM","8887463455","026000","","","","","N","","","","","","N","","2","03042465","09"
2020076601,"05","9","615 J.B. HUNT CORPORATE DR.","","LOWELL","AR","72745","J.B. HUNT TRANSPORT INC.","4108319306","080000","","","","","N","","","","","","N","","2","00080806","08"
2020080335,"03","9","7280 WAVERLY DR","","WARRENTON","VA","20186-7654","NORTHERN VA HAY AND STRAW","5403477877","080000","","","","","N","","","","","","N","","2","02340203","08"
2020081118,"02","9","6779 CARLISLE PIKE","","MECHANICSBURG","PA","17050","GROFF TRACTOR & EQUIPMENT LLC","7177667671","025999","","","","","N","","","","","","N","","1","01334714","99"
2020085664,"99","1","6234 MANOR HILL CIR","","HARRISBURG","PA","17111","FEDEX","8004633339","","","","","","N","","","","","","N","","1","00265752","09"
2020085668,"04","3","197 PENNCROFT DRIVE NORTH","","HOLTWOOD","PA","17532","PENNCROFT STRUCTURES","7172841099","026000","","","","","N","","","","","","N","","1","02371152","03"
2020086150,"05","1","138 MOUNT ZION ROAD","","YORK","PA","17402","YORK CONTAINER COMPANY","9999999999","999999","","","","","N","","","","","","U","","2","","08"
2020089996,"","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","U","","1","09999999","99"
2020092255,"99","9","107 MILLER ST","","STRASBURG","PA","17579","MENTZER EXCAVATING LLC","9999999999","019500","","","","","N","","","","","","U","","1","","99"
2020092527,"04","2","5 HOLLAND ST","","SALUNGA","PA","17538","KLINES SERVICES LLC","7178988150","073280","","","","","N","","","","","","N","","2","00909888","04"
2020095987,"04","9","238 BUCK HEIGHTS RD","","QUARRYVILLE","PA","17566","J OSBORNE TRUCKING","9999999999","073280","","","","","N","","","","","","U","","2","","99"
2020096809,"99","9","42 BLUE ROCK RD","","MILLERSVILLE","PA","17551","YOUR ESTATE SERVICES INC","9999999999","012000","","","","","N","","","","","","U","","1","","99"
2020101693,"05","1","4860 ROBINHOOD AVENUE","","TEMPLE CITY","CA","91780","ATC EXPRESS","6262157106","","","","","","N","","","","","","","0","2","02982929","08"
2020102233,"05","3","465 DILLER AVENUE","","NEW HOLLAND","PA","17557","SINDAL TRUCKING","7173543288","080000","","","","","N","","","","","","N","","2","","08"
2021005703,"99","9","PO BOX 2020  AR076132","","SPRINGDALE","AR","72765","BANC OF AMERICA LSG CAPITAL","3473975069","080000","","","","","N","","","","","","N","","2","00003327","08"
2020003026,"05","9","103 GIRL SCOUT RD","","STEVENS","PA","17578","MT. AIRY TRANSPORT LLC","7176062812","999999","","","","","N","","","","","","U","","1","03316781","08"
2020004961,"99","1","UNKNOWN","","UNKNOWN","ZZ","00000","UNKNOWN","9999999999","","","","","","N","","","","","","U","","1","","08"
2020005429,"03","1","5004 WILLIAMSBURG CHURCH ROAD","","HURLOCK","MD","21643","WILLIAMSON TRUCKING LLC","4437860510","080000","","","","","N","","","","","","N","","2","01129344","08"
2020018969,"05","2","423 QUAKER CHURCH ROAD, PO BOX","","CHRISTIANA","PA","17509-0128","D&K GRAHAM TRUCKING INC","6105935240","080000","","","","","N","","","","","","N","","2","00351962","08"
2020019104,"99","9","1131 SOUTH DUKE ST","","LANCASTER","PA","17602","COMCAST","9999999999","016000","","","","","N","","","","","","U","","1","","99"
2020023019,"03","0","9201 RIVER ROAD","","PENNSAUKEN","NJ","08110","FINSTER COURIER INC","8666760757","","","","","","N","","","","","","N","A-1234567","1","00751209","07"
2020023697,"03","1","110 JEFFERSON STREET","","LAURELDALE","PA","19605","AJ TRUCKING SERVICE CORPORATION","5705221257","080000","","","","","N","","","","","","N","","1","02490554","08"
2020030427,"02","4","1176 PENNSY ROAD","","PEQUEA","PA","17565","HUTCHINSON EXCAVATING INC","7172845720","019500","","","","","N","","","","","","N","A-00000000","1","01510138","03"
2020032578,"03","9","100 JODI DR","","TERRE HILL","PA","17581","NEW HOLLAND TIRE","7174454340","080000","","","","","N","","","","","","N","","1","00225202","04"
2020032672,"02","1","60 E MAIN STREET","","LEOLA","PA","17540","DART CONTAINER","7176562236","060000","","","","","N","","","","","","N","0","1","00217295","08"
2020034618,"03","9","7135 CENTENNIAL PL","","NASHVILLE","TN","37209","WESTERN EXPRESS","8003167160","080000","","","","","N","","","","","","N","","1","00511412","08"
2020045124,"03","2","90 BRUNNERS GROVE ROAD","","REINHOLDS","PA","17569","BURKHOLDER, BRADLEY L","7179402290","080000","","","","","N","","","","","","N","A00112979","1","01218612","08"
2020045993,"02","9","3401 COCORAN RD","","DOE RUN","MO","63637","POWER LINE CONSULTANTS","5737470646","033000","","","","","N","","","","","","N","","1","01025592","04"
2020046922,"02","3","615 FLORENCE ST","","COLUMBIA","PA","17512","HEISEY MECHANICAL","7176844551","016500","","","","","N","","","","","","N","","2","01690553","03"
2020049209,"03","0","3000 YONKERS ROAD","","RALEIGH","NC","27604","BMC EAST LLC","7174424304","045343","","","","","N","","","","","","N","","2","00342515","08"
2020054825,"","7","1245 EAGLE DISPOSAL OF PA INC","","EAST EARL","PA","17519","EAGLE DISPOSAL OF PA INC","7173559560","","","","","","","","","","","","","A-8911340","2","01413530","05"
2020057545,"03","9","76  SOUTH VINTAGE RD","","PARADISE","PA","17562","STOLTZFUS WELDING AND RENTALS LL","7176290028","080000","","","","","N","","","","","","N","","2","00114220","08"
2020063130,"99","9","1592 ROUTE 38","","LUMBERTON","NJ","08048","MILLER AUTO LEASING CO","9999999999","017950","","","","","N","","","","","","U","","2","","99"
2020072130,"03","0","4709 BRIAN RD","","MECHANICSBURG","PA","17050","S & H EXPRESS","4438777798","999999","","","","","N","","","","","","N","A-0011807","2","00318756","09"
2020073290,"99","9","2000 VINE S","","MIDDLETOWN","PA","17057","RYBDOM ENTERPRISES INC","9999999999","026000","","","","","N","","","","","","U","","2","","99"
2020086358,"02","0","230 OBIE RD","","NEWMANSTOWN","PA","17073","GFL ENVIRONMENTAL","7179492363","025999","","","","","N","","","","","","N","","2","00198696","09"
2020086366,"03","3","59 RIDGE RD.","","NEW COLUMBIA","PA","17856","M. BYLER TRANSPORTATION LLC","3026044434","080000","","","","","N","","","","","","U","","2","02255761","08"
2020089021,"05","0","1130 E HWY 20","","PORTER","IN","46304","TRAILER TRANSIT","2193956021","080000","","","","","N","","","","","","N","","4","00207513","08"
2020093687,"99","9","505 PRINCE GEORGE DR","","LANCASTER","PA","17601","LARSEN LOGISTICS INC","9999999999","017000","","","","","N","","","","","","U","","1","","99"
2020093947,"02","9","5080 LEIKE RD","","PARKESBURG","PA","19365","WHITE HORSE CONSTRUCTION","6105935559","011000","","","","","N","","","","","","N","","2","02289986","09"
2020095322,"05","1","12161 S CENTRAL AVE","","ALSIP","IL","60803","KEYSTONE LEASING LLC","2177851800","080000","","","","","N","","","","","","N","","1","00758399","08"
2021001802,"03","1","PO BOX 20219","","YORK","PA","17402","S&H EXPRESS INC.","8772416121","017383","","","","","N","","","","","","N","","2","00318756","04"
2020006135,"02","1","322 E MAIN STREET","","LEOLA","PA","17540","BEILER HYDRAULICS","9999999999","025500","","","","","N","","","","","","N","","1","02555751","02"
2020017723,"99","9","254 HALF CLINTON AVE","","NEWARK","NJ","07104","JMN EXPRESS LLC","9999999999","999999","","","","","N","","","","","","U","","1","","99"
