"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","04","N","2020024584","3","1","","1","10","Y","LEXS","2015","01","1","","1","00","E","035","0","","2","01","05","01","01","PA","2","01","JTHBK1GG0F2","P4D"
"","04","N","2020028976","3","1","","1","04","Y","STRN","2002","01","2","","1","00","E","025","0","","1","01","07","12","01","PA","2","01","1G8JU54F32Y","P4D"
"","04","N","2020024584","3","1","","1","12","Y","BMW","2007","02","1","","1","00","S","050","0","","1","01","05","01","01","PA","1","01","WBAVC93587K","P4D"
"","05","N","2020022858","2","1","","1","12","Y","TOYT","2005","02","1","","1","00","W","999","0","","2","01","05","01","01","PA","1","01","JTDKB20U353","P4H"
"","15","N","2020026062","3","1","","5","12","Y","HYUN","2008","01","1","","1","00","W","010","0","","1","01","01","12","05","PA","1","06","KM8JN72D68U","T4W"
"","15","N","2020026629","3","2","","1","08","Y","ACUR","2004","","0","","1","00","N","000","0","","2","02","08","06","09","PA","1","06","2HNYD18784H","T4W"
"","04","N","2020026709","3","1","","3","11","Y","CHRY","2000","01","1","","1","00","E","999","0","","1","01","02","07","01","PA","0","01","2C3HD46R7YH","P4D"
"","15","N","2020028742","3","1","","3","12","Y","GMC","1998","01","1","","1","00","S","050","","","1","01","09","10","01","PA","1","06","1GKDT13W5W2","T4W"
"","04","N","2020027559","3","1","","3","11","Y","LEXS","2015","02","1","","1","00","S","035","0","","2","01","07","01","01","PA","2","01","JTHBK1GG4F2","P4D"
"","05","N","2020028686","2","1","","1","12","Y","TOYT","2010","01","1","","1","00","W","035","0","","2","01","02","01","01","PA","1","01","JTDKN3DU3A1","P4H"
"","79","Y","2020012838","2","1","","1","09","Y","PTRB","2015","02","1","","1","21","W","005","1","","1","01","02","14","01","PA","2","05","1NPXGGGG20D",""
"","51","N","2020012747","2","1","","1","12","Y","FORD","2007","01","1","","1","00","E","040","0","","2","01","03","01","01","PA","1","04","1FTSF20P37E","TPK"
"","04","N","2020013447","3","1","","2","07","Y","VOLK","2010","02","1","","1","00","W","035","","","1","01","07","12","01","PA","2","01","3VWRL7AJ6AM","P4D"
"","04","N","2020014663","3","1","","1","01","Y","CHEV","2016","02","1","","1","00","S","035","","","1","01","05","01","01","PA","1","01","1G1ZE5ST2GF","P4D"
"","51","Y","2020017176","1","1","","1","06","Y","PTRB","2014","01","1","","1","00","E","000","0","","3","01","02","03","01","PA","2","05","1NPTL70X4ED","TCC"
"","04","N","2020003985","3","1","","1","01","Y","AUDI","2008","02","2","","1","00","S","999","","","1","01","07","12","01","PA","1","01","WAUDF78E48A","P4D"
"","04","N","2020008773","2","1","","1","06","Y","TOYT","2012","01","1","","1","00","N","999","","","2","01","07","01","01","PA","3","01","4T4BF1FK1CR","P4D"
"","15","N","2020013063","3","1","","1","12","Y","FORD","2013","01","1","","1","00","E","035","","","1","01","02","01","06","PA","1","06","1FMCU9H99DU","T4W"
"","15","N","2020013063","2","1","","1","05","Y","TOYT","2009","02","3","","1","00","W","015","","","2","01","09","12","01","PA","2","06","2T3ZF33V29W","T4W"
"","09","N","2020016273","0","1","","1","11","Y","CHEV","2018","01","1","","1","00","W","999","0","","1","01","05","10","01","MD","1","01","",""
"","51","N","2020001959","3","1","","3","11","Y","TOYT","2013","01","1","","1","00","S","045","0","","1","01","03","01","01","PA","1","04","3TMMU4FN0DM","TCW"
"","05","N","2020020731","3","1","","2","03","Y","MAZD","2016","01","1","","1","00","N","025","0","","1","01","02","12","04","PA","3","01","3MZBM1M78GM","P4H"
"","04","N","2020019755","3","1","","1","11","Y","TOYT","2001","01","1","","1","00","N","045","","","1","01","04","01","01","PA","1","01","2T1BR12EX1C","P4D"
"","51","N","2020003149","1","2","","1","06","Y","CHEV","2010","","0","","1","00","","000","0","","2","02","05","06","09","PA","2","04","1GCJTDDE1A8","TCW"
"","04","N","2020021039","3","1","","1","05","Y","BUIC","2015","01","2","","1","00","N","000","","","2","01","01","03","01","PA","2","01","1G4PP5SK9F4","P4D"
"","15","N","2020020063","3","1","","3","01","Y","NISS","2004","02","1","","4","00","S","035","0","","1","01","07","16","01","PA","1","06","5N1AA08B54N","T4W"
"","15","N","2020003486","3","1","","1","02","Y","JEEP","2014","01","1","","1","00","W","015","0","","2","01","05","01","01","PA","1","06","1C4NJDEB1ED","T4W"
"","04","N","2020003486","3","1","","1","02","Y","NISS","2014","01","1","","1","00","E","030","0","","1","01","03","01","01","PA","1","01","3N1AB7AP8EY","P4D"
"","15","N","2020019753","1","1","","1","06","Y","JEEP","2014","01","1","","1","00","E","000","","","2","01","05","03","01","PA","2","06","1C4NJRFB3ED","T4W"
"","04","N","2020016351","2","1","","1","00","Y","TOYT","2004","02","2","","1","00","W","060","0","","2","01","03","01","01","PA","0","01","4T1BE32KX4U","P4D"
"","15","N","2020019607","1","1","","1","06","Y","STRN","2005","01","2","","1","00","E","000","0","","3","01","07","03","06","PA","2","06","5GZCZ23D55S","T4W"
"","15","N","2020008645","3","1","","1","08","Y","JEEP","2012","01","1","","1","00","W","045","","","2","01","05","01","01","PA","2","06","1C4NJDEB5CD","T4W"
"","05","N","2020007117","3","1","","3","11","Y","PONT","2005","02","1","","1","00","E","055","0","","1","01","03","01","03","PA","1","01","5Y2SL638X5Z","P4H"
"","09","N","2020011207","3","1","","1","12","Y","CHEV","2018","02","1","","1","00","N","020","","","2","01","03","01","01","PA","2","01","1G1JG6SG5J4","P"
"","15","N","2020007501","3","1","","2","11","Y","CHEV","2017","02","1","","1","00","E","999","0","","1","01","02","09","01","PA","1","06","2GNALCEK2H1","T4W"
"","04","N","2020005568","3","1","","1","11","Y","CHEV","2010","02","2","","1","00","N","999","0","","1","01","07","12","98","PA","2","01","2G1WB5EN1A1","P4D"
"","04","N","2020007737","3","1","","1","01","Y","FORD","2016","01","1","","1","00","E","035","0","","2","01","05","01","01","PA","2","01","1FADP3F20GL","P4D"
"","04","N","2020005803","3","1","","1","11","Y","CHEV","2012","01","1","","1","00","N","999","0","","2","01","03","01","11","PA","2","01","1G1PD5SH2C7","P4D"
"","04","N","2020011276","3","1","","1","12","Y","DODG","2005","01","1","","4","00","W","005","","","1","01","12","10","02","DE","1","01","1B3ES56C05D","P4D"
"","15","N","2020005568","3","1","","1","12","Y","HOND","2010","01","1","","1","00","E","999","0","","2","01","07","01","01","PA","1","01","5J6RE4H32AL","T4W"
"","04","N","2020010808","3","1","","1","11","Y","HYUN","2006","02","1","","1","00","N","020","0","","2","01","01","01","01","PA","2","01","5NPEU46F96H","P4D"
"","04","N","2020009141","3","1","","1","12","Y","NISS","2004","01","1","","1","00","E","080","0","","1","01","07","01","01","PA","1","01","3N1CB51D54L","P4D"
"","51","N","2020005433","3","1","","4","12","Y","GMC","2006","01","1","","4","00","W","040","0","","1","01","03","15","01","PA","1","04","2GTEK13N461","TCW"
"","04","N","2020002016","2","1","","1","12","Y","NISS","1998","01","1","","1","00","S","999","0","","2","01","01","01","06","PA","1","01","JN1CA21D6WM","P4D"
"","04","N","2020004508","3","1","","1","01","Y","FORD","2006","01","1","","1","00","E","035","","","1","01","12","01","09","PA","0","01","1FAFP34N16W","P4D"
"","04","N","2020006147","3","1","","1","01","Y","FORD","2006","98","1","","1","00","N","040","","","1","01","02","01","01","PA","1","01","1FAHP34N76W","P4D"
"","15","N","2020004957","1","2","","3","06","Y","KIA","2014","","0","","3","00","","000","0","","3","02","12","06","09","PA","2","06","5XYKT3A67EG","T4W"
"","04","N","2020004704","3","1","","2","12","Y","CADI","1985","01","1","","3","00","S","999","0","","1","01","08","17","01","PA","1","01","1G6DW6984F9","P4D"
"","04","N","2020001534","3","4","","3","12","Y","TOYT","2013","","1","","1","00","S","999","0","","1","05","08","01","01","PA","1","01","4T1BF1FK6DU","P4D"
"","09","N","2020006150","3","1","","1","12","Y","VOLK","2019","01","1","","1","00","S","030","","","1","01","03","01","13","PA","1","01","3VW117AU9KM","P"
"","79","Y","2020004961","9","4","","1","08","U","UNKN","","99","1","","3","21","W","055","1","","1","05","99","15","01","","1","05","99999999999",""
"","04","N","2020034300","1","2","","1","04","Y","CHEV","2017","","0","","1","00","W","000","","","3","02","02","06","11","PA","3","01","1G1BC5SM1H7","P4D"
"","15","N","2020035460","3","1","","4","03","Y","JEEP","2016","01","1","","1","00","E","999","","","1","01","12","01","01","PA","2","06","ZACCJBBT0GP","T4W"
"","15","N","2020051149","2","1","","1","06","Y","BUIC","2016","01","4","","1","00","N","099","","","2","01","03","02","01","PA","2","06","5GAKVCKD2GJ","T4W"
"","04","N","2020033663","1","2","","1","09","Y","CHEV","2011","","0","","1","00","E","000","0","","3","02","07","06","09","PA","2","01","1G1ZC5E15BF","P4D"
"","69","N","2020035732","3","1","","1","12","Y","FORD","2014","01","1","","3","00","W","999","0","","1","01","12","17","09","PA","1","04","1FTFW1R68EF","T"
"","04","N","2020034121","1","2","","1","07","Y","HYUN","2003","","0","","1","00","","000","0","","2","02","12","06","12","PA","2","01","KMHDN45D23U","P4D"
"","15","N","2020030760","1","1","","1","11","Y","HOND","2013","01","1","","1","00","N","005","0","","1","01","05","12","07","PA","1","06","5FNYF4H53DB","T4W"
"","69","Y","2020045674","3","1","","1","12","Y","ISU","2019","02","3","","1","00","E","045","","","1","01","03","01","01","PA","1","05","JALC4W161K7","T"
"","04","N","2020041341","3","1","","1","04","Y","CHEV","2010","01","1","","1","00","S","010","0","","1","01","02","18","98","PA","3","01","2G1WB5EN4A1","P4D"
"","15","N","2020044161","3","1","","2","01","Y","NISS","2004","02","1","","3","00","N","030","0","","1","01","08","17","06","PA","1","06","5N1ED28Y64C","T4W"
"","20","N","2020036226","1","1","","3","03","Y","HD","2012","01","1","","1","41","S","035","0","","1","01","05","01","09","PA","1","02","1HD1GPM14CC","MRS"
"","15","N","2020041661","3","1","","1","11","Y","VOLK","2009","02","1","","1","00","E","025","","","1","01","05","01","01","PA","1","06","WVGAV75NX9W","T4W"
"","04","N","2020042174","3","1","","4","06","Y","CHEV","2009","01","4","","1","00","E","000","0","","2","01","12","03","01","PA","2","01","1G1AS58H097","P4D"
"","15","N","2020039508","3","2","","3","07","Y","HOND","2010","","1","","1","00","S","000","0","","2","02","02","06","09","PA","2","06","5J6RE4H79AL","T4W"
"","09","N","2020040993","3","1","","1","12","N","CHEV","2019","03","2","","1","00","N","999","0","","1","01","05","01","08","VA","1","01","1G1ZD5ST2KF","P"
"","69","N","2020039166","2","1","","1","05","Y","HOND","2019","01","1","","1","00","E","025","0","","1","01","07","01","03","PA","2","06","2HKRW2H84KH","T"
"","03","N","2020046020","2","1","","1","02","Y","TOYT","2001","01","2","","1","00","N","999","0","","2","01","02","12","04","PA","1","01","JTDDR32T610","P2H"
"","51","Y","2020046469","1","1","","3","06","Y","PTRB","1997","02","1","","1","00","E","000","0","","2","01","03","03","04","MD","2","05","1NP5XBEX6VN","TCC"
"","51","N","2020008588","3","2","","1","11","Y","RAM","2015","","0","","1","00","","000","","","2","02","09","06","08","PA","2","04","3C6RR7LT8FG","TCW"
"","04","N","2020046020","1","1","","1","11","Y","HYUN","2014","02","2","","1","00","N","999","0","","1","01","07","10","01","PA","1","01","5NPEB4AC1EH","P4D"
"","15","N","2020030328","3","2","","1","07","Y","JEEP","2002","","0","","1","00","","000","0","","2","02","11","06","11","PA","2","06","1J4GL58K52W","T4W"
"","04","N","2020051310","3","1","","1","12","Y","FORD","2015","02","1","","1","00","N","030","0","","2","01","05","01","01","PA","2","01","1FADP3F28FL","P4D"
"","15","N","2020031122","3","1","","1","01","Y","TOYT","2007","01","1","","4","00","N","999","0","","1","01","01","16","01","PA","1","01","JTMBD35V675","T4W"
"","15","N","2020051762","2","1","","1","04","Y","FORD","2006","01","4","","1","00","N","005","","","1","01","01","18","01","PA","3","06","1FMCU02Z06K","T4W"
"","06","N","2020047526","1","1","","1","01","Y","SUBA","2004","02","2","","1","00","S","999","0","","2","01","03","01","01","PA","1","01","4S3BH675147","PSW"
"","04","N","2020036926","3","1","","3","12","Y","HOND","2003","02","1","","4","00","W","035","0","","1","01","05","16","13","PA","1","01","JHMCM56603C","P4D"
"","69","N","2020036403","1","1","","1","04","Y","TOYT","2018","01","1","","1","00","S","999","0","","2","01","03","01","01","PA","2","06","JTEBU5JR2J5","T"
"","69","N","2020036681","3","1","","1","09","Y","TOYT","2018","01","1","","1","00","E","010","0","","1","01","09","01","01","PA","2","06","2T3BFREV2JW","T"
"","69","Y","2020042993","1","1","","1","06","Y","PTRB","2020","02","1","","3","00","W","025","1","","2","01","04","17","01","GA","2","05","1XPXD49X8LD","T"
"","04","N","2020037217","3","1","","3","11","Y","MITS","2006","02","3","","4","00","S","999","","","1","01","12","16","01","PA","1","01","JA3AJ26EX6U","P4D"
"","20","N","2020036271","3","1","","2","03","Y","HD","1995","01","1","","4","41","N","045","0","","1","01","05","10","06","PA","1","02","1HD4CAM10SY","MRS"
"","15","N","2020037189","3","1","","1","02","Y","GMC","2012","01","1","","3","00","S","020","0","","2","01","03","17","01","PA","2","06","1GKKVTED9CJ","T4W"
"","75","Y","2020042993","3","1","","1","02","Y","PTRB","2004","01","1","","3","00","W","045","1","","1","01","02","17","01","MI","1","05","1XP7DB9X64D","TTR"
"","04","N","2020043048","3","1","","3","02","Y","HOND","2016","01","1","","3","00","S","040","0","","1","01","05","17","01","PA","1","01","1HGCR3F01GA","P4D"
"","04","N","2020053941","3","1","","1","06","Y","NISS","1996","02","1","","1","00","N","020","0","","1","01","05","01","01","PA","2","01","JN1CA21D7TM","P4D"
"","04","N","2020049209","3","1","","1","03","Y","NISS","2014","02","1","","1","00","W","015","","","1","01","12","15","05","PA","1","01","3N1AB7AP8EY","P4D"
"","04","N","2020022313","3","1","","3","06","Y","FORD","2000","01","1","","1","00","E","000","0","","2","01","02","03","03","PA","3","01","1FAFP3433YW","P4D"
"","04","N","2020023005","3","1","","1","00","N","HOND","2007","01","2","","1","00","S","025","0","","1","01","08","01","03","PA","0","01","JHMCN36507C","P4D"
"0","20","N","2020022377","3","1","0","3","12","N","HD","1991","01","1","12","1","41","E","050","","0","2","01","03","01","01","PA","1","02","1HD4CAM15MY","MRS"
"","04","N","2020023006","3","1","","1","12","Y","HOND","2006","02","1","","1","00","N","999","","","1","01","01","01","01","PA","1","01","1HGCM56156A","P4D"
"","04","N","2020020515","3","1","","1","12","Y","ACUR","2004","01","1","","1","00","E","025","0","","1","01","05","01","01","PA","1","01","19UUA66224A","P4D"
"","03","N","2020023018","3","1","","1","11","Y","MNNI","2002","02","1","","4","00","S","035","","","1","01","01","16","01","PA","1","01","WMWRC334X2T","P2H"
"","04","N","2020023333","3","1","","1","04","Y","TOYT","2003","01","1","","1","00","W","055","","","1","01","03","15","03","PA","2","01","2T1BR32EX3C","P4D"
"","09","N","2020017001","3","1","","1","04","Y","HOND","2017","01","1","","1","00","E","030","0","","2","01","02","01","01","PA","2","01","SHHFK7H57HU","P"
"","04","N","2020017724","3","1","","1","05","Y","TOYT","2011","01","1","","1","00","E","015","0","","1","01","07","01","01","VA","2","01","4T1BF3EK3BU","P4D"
"","69","N","2020015859","1","1","","1","12","Y","TOYT","2017","01","1","","1","00","W","999","0","","3","01","05","01","03","PA","2","01","JTEBU5JR9H5","T"
"","05","N","2020018212","0","1","","2","12","Y","CHEV","2014","01","1","","1","00","E","005","0","","1","01","02","12","13","PA","1","01","KL8CB6S96EC","P4H"
"","04","N","2020009189","0","1","","1","01","Y","CHEV","2014","01","1","","1","00","W","010","1","","1","01","07","12","04","PA","1","01","2G1125S38E9","P4D"
"","04","N","2020018842","1","1","","1","06","Y","KIA","2015","01","2","","1","00","E","000","0","","2","01","12","03","01","PA","2","01","5XXGN4A79FG","P4D"
"","69","N","2020009393","2","1","","2","06","Y","KIA","2020","01","2","","1","00","E","045","","","3","01","03","01","03","PA","2","06","5XYP34HC5LG","T"
"","15","N","2020011652","3","1","","1","12","Y","FORD","2016","02","1","","1","00","E","065","0","","2","01","01","01","01","PA","2","06","2FMPK4J95GB","T4W"
"","15","N","2020017513","2","1","","1","06","Y","NISS","2003","01","1","","1","00","S","025","0","","2","01","06","02","03","PA","2","06","5N1ED28Y13C","T4W"
"","15","N","2020018840","3","1","","1","12","Y","JEEP","2015","01","1","","1","00","N","035","0","","1","01","03","19","11","PA","1","06","1C4NJRFB4FD","T4W"
"","04","N","2020018938","3","1","","3","12","Y","TOYT","2011","02","1","","3","00","W","050","0","","1","01","01","17","01","PA","0","01","4T1BF3EK5BU","P4D"
"","69","N","2020018960","3","3","","2","12","Y","DODG","2019","01","1","","1","00","S","040","","","1","01","03","01","01","PA","1","06","1C4RDJDGXKC","T"
"","20","N","2020025885","9","1","","1","00","Y","HD","2011","01","1","","3","41","W","045","0","","1","01","05","17","01","PA","0","02","1HD1JP527BB","MRS"
"","04","N","2020015284","3","1","","3","11","Y","KIA","2013","01","1","","1","00","E","040","0","","1","01","03","01","01","PA","1","01","5XXGN4A71DG","P4D"
"","04","N","2020025461","3","1","","1","12","Y","CHEV","2011","01","1","","4","00","E","999","","","1","01","03","16","98","PA","0","01","KL1TG5DE4BB","P4D"
"","04","N","2020025460","3","1","","1","01","Y","DODG","2016","02","2","","1","00","S","030","","","2","01","02","01","01","PA","2","01","1C3CDFEB1GD","P4D"
"","51","N","2020017183","3","1","","1","12","Y","CHEV","2008","01","1","","4","00","S","040","","","1","01","02","16","01","PA","1","04","1GCEK19008E","T4C"
"","","","2020024359","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","05","N","2020015001","3","1","","1","12","Y","TOYT","2007","02","1","","1","00","S","015","","","1","01","01","01","01","PA","1","01","2T1KR30E37C","P4H"
"","04","N","2020025766","2","1","","1","05","Y","NISS","2015","01","1","","1","00","S","005","","","1","01","03","12","04","PA","2","01","1N4AL3AP2FC","P4D"
"","75","Y","2020017179","2","1","","1","15","Y","PTRB","2001","02","1","","1","21","W","015","1","","2","01","04","02","01","PA","2","05","1XP5D69X01N","TTR"
"","04","N","2020027895","3","1","","2","01","Y","FORD","2016","01","1","","1","00","N","999","0","","1","01","12","01","07","PA","1","01","3FA6P0HDXGR","P4D"
"","04","N","2020028124","3","1","","1","05","Y","BUIC","2001","01","1","","1","00","E","020","0","","2","01","08","10","01","PA","3","01","2G4WB52K511","P4D"
"","15","N","2020026751","3","1","","1","11","Y","CHEV","2016","01","1","","1","00","E","025","0","","1","01","02","13","09","PA","2","06","3GNCJLSB8GL","T4W"
"","51","N","2020030232","3","1","","1","00","Y","FORD","2006","02","1","","1","00","S","045","","","1","01","05","01","01","PA","0","04","1FTWW31PX6E","TCW"
"","04","N","2020025881","2","1","","1","01","Y","CHEV","2012","01","1","","1","00","W","030","0","","2","01","08","01","03","PA","2","01","1G1PC5SH0C7","P4D"
"","04","N","2020027961","3","1","","1","05","Y","HOND","2016","01","1","","1","00","E","999","0","","2","01","03","01","02","PA","2","01","1HGCR2F00GA","P4D"
"","04","N","2020030610","3","1","","1","08","Y","FORD","1998","02","4","","1","00","N","035","0","","2","01","02","12","04","PA","2","01","1FAFP13PXWW","P4D"
"","04","N","2020029020","3","1","","1","12","Y","HYUN","2015","02","1","","1","00","N","999","","","1","01","01","01","01","PA","1","01","KMHDH4AE5FU","P4D"
"","09","U","2020025881","9","4","","2","10","U","","","99","1","","1","99","S","999","0","","1","05","99","01","01","","1","01","",""
"","51","N","2020025583","1","1","","1","12","Y","DODG","2004","01","1","","1","00","S","999","0","","1","01","07","01","01","PA","1","04","3D3KU28C34G","TCW"
"","01","N","2020027191","2","1","","1","06","Y","VOLK","2006","02","1","","1","00","N","000","0","","2","01","02","03","01","PA","3","01","3VWRF31YX6M","PCV"
"","51","N","2020026686","2","1","","1","01","Y","FORD","2011","02","1","","1","00","E","025","","","2","01","03","01","01","PA","2","04","1FTKR1AD0BP","TPK"
"","09","N","2020012487","1","1","","1","06","Y","NISS","2018","01","1","","1","00","E","035","","","2","01","05","01","01","PA","2","01","1N4AL3AP9JC","P"
"","69","Y","2020012346","3","1","","1","11","Y","VOLV","2019","02","1","","1","99","N","999","1","","1","01","03","15","01","NC","1","05","4V4WC9EH3KN","T"
"","04","N","2020011858","1","1","","2","06","Y","SUBA","2006","01","2","","1","00","S","000","0","","3","01","01","03","01","PA","2","01","4S3BL626367","P4D"
"","04","N","2020012346","3","1","","1","03","Y","FORD","2016","01","1","","1","00","N","999","0","","2","01","12","01","03","PA","2","01","1FADP3E26GL","P4D"
"","69","N","2020015414","3","1","","3","11","Y","VOLV","2018","01","1","","4","00","S","040","","","1","01","02","16","01","PA","1","06","YV4A22RKXJ1","T"
"","04","N","2020003414","3","1","","1","09","Y","FORD","2004","01","1","","1","00","S","999","0","","1","01","03","12","01","PA","2","01","1FAFP53U34A","P4D"
"","02","N","2020012542","3","1","","1","12","Y","FORD","1998","01","1","","1","00","N","045","","","2","01","12","01","01","PA","1","01","1FAFP42X0WF","PCP"
"","15","N","2020013445","3","1","","1","02","Y","GMC","2014","01","4","","1","00","S","999","","","1","01","12","01","06","PA","2","06","1GKKVRKD2EJ","T4W"
"","51","N","2020012147","3","1","","1","12","Y","GMC","1993","01","1","","1","00","N","999","2","","2","01","01","01","01","PA","1","04","1GTDC14Z3PE","TPK"
"","69","N","2020016872","1","1","","2","12","Y","CHEV","2018","01","1","","1","00","S","999","0","","1","01","12","02","01","MD","1","04","1GCVKREC5JZ","T"
"","15","N","2020020064","3","1","","2","09","N","FORD","2001","01","2","","4","00","S","999","0","","1","01","08","16","01","PA","0","06","1FMZU73E51Z","T4W"
"","04","N","2020020084","3","1","","1","09","Y","MITS","2010","01","3","","1","00","W","020","0","","2","01","07","01","01","PA","2","01","JA32U2FU4AU","P4D"
"","75","Y","2020019503","1","1","","1","05","Y","PTRB","2005","02","1","","1","21","N","099","1","","3","01","01","01","01","PA","2","05","1XP5DB9X35N","TTR"
