"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2020039608","N","N","N","N","N","N","0","N","N","00149","N","","","","","","","","N","","","","","1"
"2020046459","N","N","U","N","N","N","0","N","N","99999","Y","N","N","N","N","0","U","N","N","","","","","1"
"2020048785","Y","N","Y","N","N","Y","3","Y","N","01500","N","","","","","","","","N","","","","","1"
"2020070381","","","","","","","","","","","","","","","","","","","","N","Y","N","U","2"
"2020076351","Y","Y","Y","Y","U","Y","3","Y","Y","01000","N","","","","","","","","N","","","","","2"
"2020077625","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","1"
"2020081293","","","","","","","","","","","","","","","","","","","","N","Y","N","U","2"
"2020089913","N","U","U","Y","Y","Y","1","Y","N","99999","N","","","","","","","","N","","","","","2"
"2020093708","Y","U","Y","Y","U","Y","3","Y","Y","01745","N","","","","","","","","N","","","","","1"
"2020112739","N","Y","N","N","N","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2020037190","N","U","U","Y","N","N","0","Y","N","01000","N","","","","","","","","N","","","","","1"
"2020046451","N","U","N","N","N","N","0","Y","N","00450","N","","","","","","","","N","","","","","1"
"2020048542","N","U","U","Y","U","Y","1","U","U","01000","N","","","","","","","","N","","","","","1"
"2020052930","N","U","Y","Y","Y","Y","1","U","N","00600","N","","","","","","","","N","","","","","2"
"2020061571","Y","Y","Y","Y","N","N","0","Y","Y","01917","N","","","","","","","","N","","","","","1"
"2020063502","Y","Y","Y","Y","U","Y","3","Y","U","00150","Y","Y","Y","U","Y","3","Y","U","N","","","","","2"
"2020070803","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2020071992","N","N","N","Y","N","N","0","N","N","01200","N","","","","","","","","N","","","","","1"
"2020072949","U","U","U","U","N","N","0","U","U","99999","N","","","","","","","","U","","","","","2"
"2020078563","","","","","","","","","","","","","","","","","","","","U","Y","N","U","3"
"2020082749","N","N","N","U","N","N","0","N","Y","01337","N","","","","","","","","N","","","","","1"
"2020083937","N","U","U","U","N","N","0","U","U","00779","N","","","","","","","","N","","","","","1"
"2020094453","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2020095796","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2020097952","N","N","Y","Y","Y","Y","2","Y","Y","01800","N","","","","","","","","N","","","","","1"
"2020110735","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2020003141","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","N","","","","","2"
"2020020279","N","Y","Y","U","U","N","9","Y","Y","01450","N","","","","","","","","N","","","","","2"
"2020027674","N","Y","U","Y","U","Y","1","Y","Y","00650","Y","Y","Y","U","Y","1","Y","Y","N","","","","","1"
"2020030720","N","Y","U","Y","U","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2020040386","N","N","U","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","2"
"2020042176","N","N","U","Y","Y","Y","3","Y","N","01200","N","","","","","","","","N","","","","","2"
"2020055337","N","N","U","N","N","N","0","N","N","00250","N","","","","","","","","N","","","","","1"
"2020058126","Y","Y","Y","Y","N","N","0","Y","N","01688","Y","N","Y","N","N","0","N","N","N","","","","","1"
"2020059554","Y","U","U","N","Y","Y","1","Y","Y","00400","N","","","","","","","","N","","","","","1"
"2020066617","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2020072828","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2020081889","N","Y","Y","Y","N","N","0","Y","Y","01450","N","","","","","","","","N","","","","","2"
"2020083062","N","N","N","N","N","N","0","N","N","00449","N","","","","","","","","N","","","","","1"
"2020085175","N","U","N","N","N","N","0","Y","N","00650","N","","","","","","","","N","","","","","1"
"2020088188","N","N","N","N","N","N","0","N","Y","00130","N","","","","","","","","N","","","","","2"
"2020088939","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2020089018","Y","N","U","Y","U","Y","1","Y","Y","01300","N","","","","","","","","N","","","","","1"
"2020102933","U","U","U","Y","U","Y","1","Y","Y","01697","N","","","","","","","","N","","","","","1"
"2020023808","N","Y","N","Y","","","0","Y","Y","01584","N","","","","","","","","N","","","","","2"
"2020027193","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2020040279","N","U","U","U","","","0","Y","Y","01507","N","","","","","","","","N","","","","","1"
"2020040386","N","U","U","U","U","Y","1","U","U","00600","N","","","","","","","","N","","","","","1"
"2020044569","U","U","N","Y","N","N","0","Y","Y","00000","Y","U","U","N","N","0","Y","Y","U","","","","","2"
"2020047075","Y","N","Y","Y","N","Y","1","Y","Y","01100","N","","","","","","","","N","","","","","1"
"2020047266","Y","U","Y","Y","U","Y","3","Y","Y","01600","N","","","","","","","","N","","","","","2"
"2020054330","Y","Y","U","Y","N","N","0","Y","Y","00903","N","","","","","","","","N","","","","","1"
"2020054834","N","N","Y","Y","Y","Y","9","Y","N","01800","N","","","","","","","","N","","","","","1"
"2020057149","N","Y","Y","Y","U","Y","1","Y","Y","00745","N","","","","","","","","N","","","","","1"
"2020057556","Y","Y","Y","Y","N","N","0","Y","Y","01300","Y","Y","Y","N","N","0","Y","Y","N","","","","","1"
"2020060483","N","N","Y","Y","Y","Y","1","Y","N","99999","N","","","","","","","","N","","","","","2"
"2020064328","Y","Y","Y","Y","Y","Y","3","Y","Y","01500","Y","N","Y","Y","Y","3","N","N","N","","","","","1"
"2020064784","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","1"
"2020068172","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2020069271","N","Y","N","U","N","N","0","Y","N","00000","N","","","","","","","","N","","","","","1"
"2020073287","N","N","N","Y","Y","U","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2020075426","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","1"
"2020081945","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","1"
"2020084998","N","N","U","Y","N","Y","1","Y","N","01000","N","","","","","","","","N","","","","","1"
"2020090272","N","N","Y","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","2"
"2020105912","N","Y","N","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2020108492","Y","Y","Y","U","N","N","0","Y","Y","01573","N","","","","","","","","N","","","","","1"
"2020006140","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2020021068","N","U","N","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2020033300","N","N","Y","Y","N","N","0","Y","N","01680","N","","","","","","","","N","","","","","2"
"2020044757","N","U","U","Y","Y","Y","2","Y","N","01100","N","","","","","","","","N","","","","","2"
"2020044941","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2020048002","Y","U","U","Y","Y","Y","1","Y","N","01300","N","","","","","","","","N","","","","","1"
"2020058290","Y","Y","Y","Y","Y","Y","1","Y","Y","00700","N","","","","","","","","N","","","","","1"
"2020060482","Y","Y","Y","Y","Y","Y","2","Y","N","01500","N","","","","","","","","N","","","","","2"
"2020071991","Y","U","Y","Y","U","Y","2","Y","N","01450","N","","","","","","","","N","","","","","2"
"2020076985","N","N","U","Y","U","Y","1","Y","N","00250","N","","","","","","","","N","","","","","1"
"2020077520","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2020079917","Y","Y","Y","Y","Y","Y","2","N","N","01819","N","","","","","","","","N","","","","","2"
"2020088239","Y","Y","Y","Y","U","Y","1","Y","Y","01400","N","","","","","","","","N","","","","","2"
"2020092161","N","N","Y","N","N","N","0","Y","Y","01400","N","","","","","","","","N","","","","","2"
"2020106993","N","Y","N","Y","N","N","0","Y","N","01199","N","","","","","","","","N","","","","","1"
"2020018595","N","Y","Y","U","N","U","1","Y","Y","99999","N","","","","","","","","N","","","","","1"
"2020021080","N","N","U","Y","U","N","1","Y","Y","00600","N","","","","","","","","N","","","","","2"
"2020028758","N","U","U","U","U","U","9","Y","Y","00998","N","","","","","","","","N","","","","","1"
"2020040459","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2020041392","Y","Y","Y","Y","N","N","0","Y","N","01600","Y","N","Y","N","N","0","Y","N","N","","","","","1"
"2020041415","N","U","U","Y","U","U","9","U","U","00800","N","","","","","","","","N","","","","","1"
"2020047823","N","N","N","N","N","N","0","Y","N","60000","N","","","","","","","","N","","","","","1"
"2020048237","N","N","U","Y","Y","N","1","Y","U","99999","N","","","","","","","","N","","","","","1"
"2020048991","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2020052328","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2020053615","U","U","U","Y","N","N","0","Y","N","01100","Y","U","U","N","N","0","U","U","N","","","","","1"
"2020059152","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2020060783","Y","Y","U","Y","Y","Y","1","Y","Y","01449","Y","Y","Y","Y","N","1","Y","Y","N","","","","","1"
"2020072745","N","N","N","N","N","N","0","Y","N","60000","N","","","","","","","","N","","","","","2"
"2020074428","Y","N","N","N","U","Y","1","Y","N","01340","N","","","","","","","","N","","","","","2"
"2020089913","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2020094335","N","U","U","N","N","N","0","Y","U","15000","N","","","","","","","","N","","","","","1"
"2020096398","N","N","U","Y","","","0","Y","Y","01300","N","","","","","","","","N","","","","","1"
"2020009129","N","Y","N","Y","N","N","0","Y","Y","01746","N","","","","","","","","N","","","","","1"
"2020029057","Y","Y","Y","Y","Y","Y","1","Y","Y","01500","N","","","","","","","","N","","","","","1"
"2020036271","N","Y","Y","Y","","","0","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2020040984","N","N","Y","Y","Y","Y","1","N","N","00250","N","","","","","","","","N","","","","","2"
"2020041345","N","N","U","Y","U","U","1","Y","N","01000","N","","","","","","","","N","","","","","1"
"2020042232","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2020048996","N","U","U","Y","N","N","0","Y","N","99999","N","","","","","","","","N","","","","","1"
"2020055784","N","N","Y","Y","N","N","0","Y","Y","01250","N","","","","","","","","N","","","","","1"
"2020058567","N","N","N","Y","Y","N","3","N","N","01200","N","","","","","","","","N","","","","","1"
"2020059312","N","N","U","Y","N","N","0","N","N","00400","N","","","","","","","","N","","","","","1"
"2020059504","N","N","U","N","N","N","0","N","N","00600","N","","","","","","","","N","","","","","1"
"2020065819","N","N","N","N","N","N","0","N","N","59900","N","","","","","","","","N","","","","","1"
"2020074197","N","Y","U","Y","N","N","0","Y","N","01340","Y","N","U","N","N","0","N","N","N","","","","","1"
"2020075439","N","N","Y","Y","Y","Y","2","Y","N","01200","N","","","","","","","","N","","","","","2"
"2020078563","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2020079443","N","U","N","U","Y","Y","1","U","U","00600","N","","","","","","","","N","","","","","1"
"2020080399","N","N","U","Y","Y","U","9","N","N","00750","N","","","","","","","","N","","","","","1"
"2020082117","N","N","N","U","N","N","0","N","N","00050","N","","","","","","","","N","","","","","1"
"2020094518","Y","Y","U","U","N","Y","2","Y","U","01400","Y","Y","Y","U","U","1","Y","Y","N","","","","","2"
"2020094995","N","Y","U","Y","N","N","0","Y","Y","00800","N","","","","","","","","N","","","","","1"
"2020097617","N","N","U","N","U","U","1","Y","Y","01100","N","","","","","","","","N","","","","","1"
"2020101970","N","U","U","U","U","U","9","U","U","00600","N","","","","","","","","N","","","","","1"
"2020103899","","","","","","","","","","","","","","","","","","","","N","U","Y","N","1"
"2020108074","N","Y","U","Y","Y","Y","1","Y","Y","01300","N","","","","","","","","N","","","","","1"
"2020003141","N","Y","Y","N","N","N","0","Y","Y","00088","N","","","","","","","","N","","","","","1"
"2020006162","Y","Y","Y","Y","Y","Y","1","Y","Y","01200","N","","","","","","","","N","","","","","2"
"2021013518","Y","U","U","U","U","U","9","U","U","01868","N","","","","","","","","N","","","","","1"
"2020025885","N","N","N","Y","U","Y","2","Y","Y","01584","N","","","","","","","","N","","","","","1"
"2020034633","N","U","U","N","N","N","0","Y","Y","00085","N","","","","","","","","N","","","","","1"
"2020036226","N","U","U","Y","N","N","0","Y","Y","01690","N","","","","","","","","N","","","","","1"
"2020039560","N","Y","Y","Y","Y","Y","1","Y","N","00107","N","","","","","","","","N","","","","","2"
"2020041870","N","U","U","U","U","U","9","U","U","00800","N","","","","","","","","N","","","","","1"
"2020042133","Y","Y","Y","Y","Y","U","3","Y","N","01600","N","","","","","","","","N","","","","","1"
"2020049325","N","N","Y","Y","Y","Y","1","N","N","00600","N","","","","","","","","N","","","","","1"
"2020049693","Y","Y","N","N","U","U","9","Y","N","01584","Y","Y","Y","U","U","9","Y","N","N","","","","","1"
"2020052702","N","N","U","Y","U","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","2"
"2020055023","N","Y","N","Y","N","N","0","Y","N","01200","N","","","","","","","","N","","","","","2"
"2020060589","N","U","U","N","U","Y","1","N","N","00600","N","","","","","","","","N","","","","","1"
"2020066226","N","Y","U","N","U","Y","2","Y","N","01450","N","","","","","","","","N","","","","","1"
"2020067445","Y","N","Y","Y","N","N","0","Y","N","01500","Y","N","Y","N","N","0","N","N","N","","","","","1"
"2020073284","N","Y","U","Y","U","Y","1","Y","Y","00500","N","","","","","","","","N","","","","","2"
"2020074152","Y","Y","N","Y","U","Y","3","Y","Y","01450","N","","","","","","","","N","","","","","2"
"2020075240","N","Y","Y","Y","U","Y","3","Y","N","00800","N","","","","","","","","N","","","","","1"
"2020082751","N","Y","Y","Y","Y","Y","1","Y","Y","00883","N","","","","","","","","N","","","","","1"
"2020083381","Y","U","U","Y","N","N","0","Y","Y","01200","Y","N","Y","Y","Y","3","Y","Y","N","","","","","1"
"2020084662","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2020089725","N","N","Y","N","N","N","0","Y","Y","01870","N","","","","","","","","N","","","","","1"
"2020091561","N","N","N","Y","N","N","0","Y","Y","01800","N","","","","","","","","N","","","","","2"
"2020093709","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2020095072","N","U","N","N","Y","N","1","U","U","00125","N","","","","","","","","N","","","","","1"
"2020101705","Y","U","U","U","N","N","0","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2020110530","Y","Y","Y","Y","U","Y","9","Y","Y","01100","N","","","","","","","","N","","","","","1"
"2020030236","Y","Y","U","Y","Y","Y","2","Y","Y","01330","N","","","","","","","","N","","","","","1"
"2020039550","Y","Y","U","Y","N","Y","2","N","Y","01250","N","","","","","","","","N","","","","","1"
"2020041076","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2020041869","N","U","U","U","U","U","9","U","U","00600","N","","","","","","","","N","","","","","1"
"2020043452","N","N","N","Y","Y","Y","1","Y","N","00650","N","","","","","","","","N","","","","","1"
"2020054538","N","N","U","Y","U","U","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2020058520","N","U","U","U","N","N","0","N","N","99999","N","","","","","","","","N","","","","","2"
"2020068597","","","","","","","","","","","","","","","","","","","","U","Y","N","U","1"
"2020071387","Y","Y","U","Y","U","U","3","Y","N","16900","N","","","","","","","","N","","","","","2"
"2020085591","U","Y","U","U","U","Y","1","U","Y","01200","N","","","","","","","","N","","","","","2"
"2020085782","","","","","","","","","","","","","","","","","","","","U","Y","N","Y","2"
"2020099368","N","N","U","Y","Y","N","1","Y","Y","00250","N","","","","","","","","N","","","","","2"
"2020022377","N","Y","U","N","N","N","0","Y","N","00883","N","","","","","","","","N","","","","","2"
"2020042030","N","N","Y","Y","U","Y","1","N","N","00599","N","","","","","","","","N","","","","","1"
"2020044935","N","N","N","Y","Y","Y","1","N","Y","00600","N","","","","","","","","N","","","","","1"
"2020045286","N","N","U","U","U","U","9","Y","N","00600","N","","","","","","","","N","","","","","1"
"2020046422","N","U","N","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2020049948","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2020050201","Y","N","Y","Y","Y","Y","1","Y","N","01300","Y","N","Y","Y","Y","1","Y","N","N","","","","","1"
"2020054838","N","N","N","N","N","N","0","N","N","00650","N","","","","","","","","N","","","","","1"
"2020055991","N","Y","Y","Y","Y","Y","2","Y","N","01340","N","","","","","","","","N","","","","","1"
"2020056135","Y","Y","Y","Y","U","Y","1","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2020060174","N","N","Y","N","N","N","0","Y","N","00883","N","","","","","","","","N","","","","","1"
"2020060259","Y","Y","U","Y","U","Y","3","Y","N","01300","N","","","","","","","","N","","","","","1"
"2020067746","","","","","","","","","","","","","","","","","","","","U","U","N","N","1"
"2020077152","N","Y","N","Y","N","N","0","Y","Y","01000","N","","","","","","","","N","","","","","2"
"2020085667","N","N","N","Y","Y","Y","1","Y","N","00996","N","","","","","","","","N","","","","","1"
"2020090902","Y","N","U","Y","U","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2020099951","Y","N","N","N","N","N","0","Y","Y","00149","N","","","","","","","","N","","","","","1"
"2020099998","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2020023808","N","Y","Y","Y","","","0","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2020028687","Y","N","N","Y","Y","Y","2","Y","Y","01800","N","","","","","","","","N","","","","","1"
"2020034622","N","U","U","N","U","Y","1","Y","Y","00636","N","","","","","","","","N","","","","","1"
"2020039507","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2020039953","N","Y","U","Y","Y","Y","1","Y","Y","00700","N","","","","","","","","N","","","","","1"
"2020041660","N","N","U","N","N","N","0","Y","N","01299","N","","","","","","","","N","","","","","1"
"2020050802","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2020054834","Y","Y","Y","Y","Y","Y","9","Y","N","01800","N","","","","","","","","N","","","","","2"
"2020055740","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","1"
"2020056140","N","Y","U","Y","Y","Y","2","Y","N","01000","N","","","","","","","","N","","","","","1"
"2020057241","N","N","N","Y","N","Y","1","N","N","00250","N","","","","","","","","N","","","","","1"
"2020064793","N","N","Y","Y","Y","Y","1","Y","N","01700","N","","","","","","","","N","","","","","2"
"2020074229","N","Y","N","Y","Y","Y","1","Y","N","60000","N","","","","","","","","N","","","","","2"
"2020075393","N","Y","Y","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2020077446","N","N","Y","Y","Y","Y","2","Y","N","00750","N","","","","","","","","N","","","","","1"
"2020080080","N","N","U","N","N","N","0","Y","N","00600","N","","","","","","","","N","","","","","1"
"2020087356","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2020090663","Y","N","Y","Y","Y","Y","1","Y","N","01449","N","","","","","","","","N","","","","","2"
"2020091602","N","N","N","Y","U","U","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2020093978","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2020095475","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2020096214","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2020103964","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
