"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2020055310","4","4","0772","0294","602","E","4","25","HIGH ST","2","3","36"
"2020055342","5","5","0372","0130","3238","B","2","45","HOLTWOOD RD","2","3","36"
"2020026363","3","3","","","","W","02","20","HEMPLAND RD","4","","36"
"2020027198","4","4","","","","N","02","35","PROSPECT RD","4","","36"
"2020011211","3","3","0741","0120","1260","N","2","35","ROHRERSTOWN RD","2","3","36"
"2020056092","3","3","","","","E","02","25","MARKET ST","4","","36"
"2020026751","4","3","","","","W","02","25","LEMON ST","4","","36"
"2020028170","3","3","","","","W","02","40","PENNSY RD","4","","36"
"2020053670","4","3","","","","W","02","25","LEMON ST","4","","36"
"2020049731","3","3","0272","0710","2005","N","2","35","READING RD","2","3","36"
"2020007463","4","4","0322","0311","467","W","2","35","28TH DIVISION HW","2","3","36"
"2020027562","3","3","0501","0060","440","S","3","35","LITITZ PK","2","3","36"
"2020054825","4","4","1040","0010","0","N","2","35","COL. HOWARD BL","2","2","36"
"2020000970","3","3","4017","0020","1752","N","2","40","MUSSER RD","2","3","36"
"2020044072","3","3","0501","0040","1223","N","3","35","LITITZ PK","2","3","36"
"2020005427","4","4","0462","0331","1544","W","2","35","LINCOLN WY","2","3","36"
"2020056136","3","3","","","","E","02","25","RIVER RD","4","","36"
"2020003394","3","3","4005","0010","603","E","2","40","PROSPECT RD","2","3","36"
"2020054825","5","5","1040","0011","0","S","2","35","COL. HOWARD BL","2","2","36"
"2020043486","5","4","","","","N","02","25","WEST END AV","4","","36"
"2020003153","4","3","","","","S","02","30","CENTERVILLE RD","4","","36"
"2020055739","3","3","0222","0682","0","N","3","25","LITITZ PK","2","3","36"
"2020004505","7","7","","","","E","02","25","(TBK 1031)DISSTON VIEW DR","4","","36"
"2020044569","4","4","","","","E","02","20","TEMPLE AV","4","","36"
"2020055029","3","3","","","","S","02","25","IRONVILLE PK","4","","36"
"2020055857","3","3","1018","0050","2563","W","2","40","ROTHSVILLE RD","2","3","36"
"2020010811","3","3","0030","0370","0","E","3","40","LINCOLN HW","2","3","36"
"2020055991","3","3","2033","0010","440","N","2","40","ROHRER MILL RD","2","3","36"
"2020055028","4","4","","","","W","02","30","IRONVILLE PK","4","","36"
"2020012763","5","4","1012","0010","1090","E","2","25","LIBERTY ST","2","3","36"
"2020010805","3","3","0300","0351","1404","W","3","55","283RD FIELD ARTILLERY ME","2","1","36"
"2020002624","3","3","","","","E","99","35","TRUCE RD","4","","36"
"2020011212","3","3","0030","0191","2197","W","3","55","LINCOLN HW","2","1","36"
"2020041287","4","3","","","","W","02","25","MARIETTA AV","4","","36"
"2020003514","6","6","","","","S","02","25","RUBY ST","4","","36"
"2020060141","3","3","","","","N","02","25","GREENFIELD RD","4","","36"
"2020010806","3","3","0741","0050","1980","S","2","45","MCGOVERNVILLE RD","2","3","36"
"2020035459","3","3","0300","0301","1721","W","2","65","283RD FIELD ARTILLERY ME","2","1","36"
"2020011214","3","3","1035","0180","871","N","2","40","KLEINFELTERSVILLE RD","2","3","36"
"2020044943","4","4","0772","0294","602","E","4","25","HIGH ST","2","3","36"
"2020055347","3","3","0472","0172","1759","N","2","35","KIRKWOOD PK","2","3","36"
"2020011512","3","3","0030","0321","2545","W","2","50","LINCOLN HW","2","1","36"
"2020045119","3","3","1002","0023","328","W","2","35","ORANGE ST","2","3","36"
"2020001457","3","3","0501","0010","3220","N","2","40","LITITZ PK","2","3","36"
"2020011510","3","3","0222","0771","505","S","2","65","SR 0222 SH","2","1","36"
"2020028125","3","3","0501","0100","435","N","4","35","LITITZ PK","2","3","36"
"2020055024","3","3","0030","0340","1812","E","3","40","LINCOLN HW","2","3","36"
"2020058570","3","3","3006","0010","49","N","2","45","RIVER RD","2","3","36"
"2020022858","6","5","2041","0061","1615","S","2","25","DUKE ST","2","3","36"
"2020001151","3","3","0222","0660","1181","N","2","25","LIME ST","2","3","36"
"2020027564","3","3","0300","0291","1429","W","2","65","","2","1","36"
"2020028121","5","5","","","","U","99","","WILLOWDALE DR","4","","36"
"2020027561","3","3","4011","0054","0","S","2","40","FRUITVILLE PK","2","3","36"
"2020009961","3","3","0023","0050","528","E","2","55","MARIETTA AV","2","3","36"
"2020055779","3","3","","","","S","02","35","RIVER CORNER RD","4","","36"
"2020028206","3","3","6000","","2815","E","4","65","MAINLINE TU","5","","36"
"2020024353","3","3","0241","0100","766","W","2","45","BAINBRIDGE RD","2","3","36"
"2020008669","3","3","0272","0381","2018","S","2","55","LANCASTER PK","2","2","36"
"2020009125","3","3","0340","0220","1874","E","2","35","OLD PHILADELPHIA PK","2","3","36"
"2020012000","3","3","3028","0070","677","S","2","35","LAMPETER RD","2","3","36"
"2020019756","3","3","4020","0030","1756","E","2","55","SALUNGA RD","2","3","36"
"2020069289","3","3","0072","0050","16","N","2","25","QUEEN ST","2","3","36"
"2020043114","3","3","0462","0230","0","W","3","35","COLUMBIA AV","2","3","36"
"2020011459","3","3","0897","0580","742","E","2","35","MAIN ST","2","3","36"
"2020025774","3","3","0322","0150","1581","E","2","40","28TH DIVISION HW","2","3","36"
"2020027194","3","3","0300","0240","579","E","2","65","","2","1","36"
"2020067846","3","3","4020","0174","588","W","3","35","HARRISBURG PK","2","3","36"
"2020028757","4","4","","","","S","02","25","QUEEN ST","4","","36"
"2020066595","4","4","","","","N","02","15","ELWYN TE","4","","36"
"2020020899","4","3","","","","S","01","25","CORAL ST","4","","36"
"2020022489","3","3","0462","0240","660","E","2","25","COLUMBIA AV","2","3","36"
"2020028175","3","3","0041","0050","1415","N","3","45","NEWPORT PK","2","3","36"
"2020023830","4","4","","","","S","02","25","FOURTH ST","4","","36"
"2020022132","4","4","2041","0024","731","N","3","25","DUKE ST","2","3","36"
"2020042833","4","4","","","","W","02","25","BROAD ST","4","","36"
"2020024331","3","4","0222","0511","0","S","2","35","","2","3","36"
"2020021199","3","3","0222","0250","0","N","2","45","ROBERT FULTON HW","2","3","36"
"2020021507","3","3","4040","0030","280","E","2","35","DOE RUN RD","2","3","36"
"2020024331","4","5","0272","0471","1726","S","2","50","WILLOW STREET PK","2","3","36"
"2020023334","4","3","0030","0340","0","E","3","55","LINCOLN HW","2","3","36"
"2020030609","3","4","0030","0341","0","W","03","40","LINCOLN HW","2","3","36"
"2020067541","5","4","","","","S","02","20","SHARP AV","4","","36"
"2020043114","5","4","","","","N","02","30","ABBEYVILLE RD","4","","36"
"2020028173","5","5","","","","E","02","35","BRIDGE ST","4","","36"
"2020029012","6","6","","","","S","02","30","ESBENSHADE RD","4","","36"
"2020029040","3","3","0322","0500","1938","E","2","35","28TH DIVISION HW","2","3","36"
"2020028746","3","3","0030","0470","1226","W","3","35","LINCOLN HW","2","3","36"
"2020043040","4","4","3009","0030","0","S","2","50","SUSQUEHANOCK DR","2","3","36"
"2020023808","3","3","0023","0540","592","W","2","35","MAIN ST","2","3","36"
"2020067566","3","3","0041","0050","1380","B","3","45","NEWPORT PK","2","3","36"
"2020020885","4","3","","","","W","02","25","UNION ST","4","","36"
"2020012174","4","4","0322","0311","467","W","2","35","28TH DIVISION HW","2","3","36"
"2020030290","3","3","0272","0580","302","N","2","45","OREGON PK","2","3","36"
"2020068530","4","4","","","","E","02","35","PIONEER RD","4","","36"
"2020021068","3","3","0999","0170","2796","W","2","40","MILLERSVILLE PK","2","3","36"
"2020006146","3","3","0072","0240","1332","N","2","55","LANCASTER RD","2","3","36"
"2020039082","3","3","","","","W","02","35","CHARLESTOWN RD","4","","36"
"2020009119","4","4","4032","0200","2354","W","2","40","MOUNTAIN RD","2","3","36"
"2020024004","3","4","","","","E","02","35","GREENFIELD RD","4","","36"
"2020020794","3","3","6000","","2935","E","4","65","EAST/WEST PK","5","","36"
"2020006121","4","3","","","","W","02","25","HERSHEY AV","4","","36"
"2020040590","3","3","0023","0330","603","W","2","40","NEW HOLLAND PK","2","3","36"
"2020008648","3","3","2015","0200","357","N","2","40","MAY POST OFFICE RD","2","3","36"
"2020028173","4","4","0741","0540","3008","E","2","35","STRASBURG RD","2","3","36"
"2020007524","7","7","0462","0341","1617","W","2","35","LINCOLN WY","2","3","36"
"2020037074","3","3","0222","0660","0","N","2","25","LIME ST","2","3","36"
"2020030535","5","5","0772","0531","0","W","4","40","NEWPORT RD","2","3","36"
"2020027690","3","3","0322","0270","690","W","3","35","MAIN ST","2","3","36"
"2020006701","3","3","0030","0241","2186","W","3","55","LINCOLN HW","2","1","36"
"2020068159","4","4","","","","N","02","25","KREIDER AV","4","","36"
"2020068124","5","5","0272","0470","1797","N","3","35","WILLOW STREET PK","2","3","36"
"2020029528","3","3","","","","E","02","25","SUN VALLEY DR","4","","36"
"2020007114","3","3","0222","0800","2998","N","2","65","SR 0222 SH","2","1","36"
"2020007875","3","3","0030","0234","1092","E","2","55","LINCOLN HW","2","1","36"
"2020028846","3","3","0272","0880","816","S","2","45","READING RD","2","3","36"
"2020067425","3","3","0222","0511","0","S","2","35","SR 0222 SH","2","3","36"
"2020029505","4","4","","","","W","02","35","CIDER MILL RD","4","","36"
"2020008032","5","5","","","","N","02","25","LEMON ST","4","","36"
"2020061585","4","5","","","","N","02","25","HUMMER RD","4","","36"
"2020068829","3","3","0230","0110","416","N","3","40","MARKET ST","2","3","36"
"2020009121","3","3","0030","0510","0","E","3","45","LINCOLN HW","2","3","36"
"2020054538","3","3","","","","U","02","35","AKRON RD","4","","36"
"2020021791","3","3","1063","0040","1165","E","2","40","NEW HOLLAND PK","2","3","36"
"2020029012","4","4","0230","0281","1845","W","2","45","MAIN ST","2","3","36"
"2020008032","4","4","3017","0350","0","N","2","25","COLLEGE AV","2","3","36"
"2020025460","4","4","","","","E","02","20","MURRY HILL DR","4","","36"
"2020051762","3","3","0722","0200","1146","W","2","35","OREGON RD","2","3","36"
"2020049129","3","3","0030","0221","99","W","3","55","LINCOLN HW","2","1","36"
"2020050638","3","3","","","","W","02","25","BLOSSOM HILL DR","4","","36"
"2020025763","4","4","","","","W","02","25","CHARLESTOWN RD","4","","36"
"2020049168","3","3","","","","S","02","35","SHADY LN","4","","36"
"2020025460","3","3","0272","0500","2129","S","2","40","OREGON PK","2","3","36"
"2020049554","4","4","0222","0511","2417","S","2","35","SR 0222 SH","2","3","36"
"2020003148","3","3","0501","0010","2863","N","2","35","LITITZ PK","2","3","36"
"2020052707","3","3","0462","0200","341","E","3","40","COLUMBIA AV","2","3","36"
"2020003154","4","4","8005","0500","708","N","1","35","RAMP E RD","2","1","36"
"2020037094","3","3","0441","0102","0","N","5","35","CHICKIES HILL RD","2","3","36"
"2020003147","4","4","0722","0120","1939","E","2","35","PETERSBURG RD","2","3","36"
"2020049554","5","5","","","","W","03","15","WILLOW VALLEY SQ","4","","36"
"2020003146","4","4","","","","E","03","35","DELP RD","4","","36"
"2020052706","4","4","0030","0341","1795","W","3","40","LINCOLN HW","2","3","36"
"2020038058","3","3","0030","0020","731","E","2","55","LINCOLN HW","2","1","36"
"2020050586","4","4","0999","0160","0","W","2","25","MILLERSVILLE PK","2","3","36"
"2020049127","3","3","0023","0310","253","E","2","35","NEW HOLLAND PK","2","3","36"
"2020051762","4","4","1003","0160","0","N","2","40","BECKER RD","2","3","36"
"2020025080","3","3","","","","S","02","25","S WEST END AV","4","","36"
"2020025566","3","4","","","","U","02","25","UNION ST","4","","36"
"2020011208","3","3","0300","0251","838","W","2","65","","2","1","36"
"2020006157","3","4","","","","N","02","","FRANKLIN DR","4","","36"
"2020021247","4","4","","","","E","02","25","NEW ST","4","","36"
"2020028773","3","3","0501","0260","2032","N","2","50","FURNACE HILLS PK","2","3","36"
"2020041476","3","3","","","","S","02","45","RANCKS CHURCH RD","4","","36"
"2020058159","3","3","","","","S","02","40","CHURCHTOWN RD","4","","36"
"2020020702","5","5","1003","0180","3459","E","2","40","BECKER RD","2","3","36"
"2020029009","3","3","0023","0400","0","W","2","35","MAIN ST","2","3","36"
"2020013827","3","3","","","","N","02","35","STONY BATTERY RD","4","","36"
"2020013173","3","3","0222","0751","710","S","2","65","","2","1","36"
"2020019991","3","3","0722","0030","0","N","2","35","STATE RD","2","3","36"
"2020029018","5","4","","","","E","02","40","IRON BRIDGE RD","4","","36"
"2020012843","3","3","2003","0100","0","N","2","45","LITTLE BRITAIN RD","2","3","36"
"2020020023","3","3","0222","0490","2798","N","2","45","BEAVER VALLEY PK","2","3","36"
"2020028690","3","3","","","","E","02","40","IRONVILLE PK","4","","36"
"2020013709","3","3","","","","N","02","25","IRONSTONE RIDGE RD","4","","36"
"2020012481","4","4","3010","0090","3044","E","2","45","SCOTLAND RD","2","3","36"
"2020011508","3","4","","","","E","02","25","ZARKER RD","4","","36"
"2020020703","3","3","0501","0070","2636","S","3","40","LITITZ PK","2","3","36"
"2020028787","3","3","3023","0030","1998","E","2","35","FROGTOWN RD","2","3","36"
"2020029020","3","3","","","","N","02","35","N COLEBROOK RD","4","","36"
"2020012838","3","3","0372","0260","3260","W","2","55","VALLEY RD","2","3","36"
"2020009152","4","4","0072","0131","1247","S","2","35","MANHEIM PK","2","3","36"
"2020021039","4","4","","","","W","02","25","STOUDTBURG RD","4","","36"
"2020028319","5","4","","","","N","02","25","HEDGEWICK DR","4","","36"
"2020028758","3","3","","","","W","02","35","RIVER RD","4","","36"
"2020012487","3","3","0030","0590","821","E","4","45","LINCOLN HW","2","3","36"
"2020007718","3","4","","","","E","02","35","LOCUST LN","4","","36"
"2020015404","4","4","1002","0043","0","W","3","25","ORANGE ST","2","3","36"
"2020028760","3","3","0222","0080","0","S","2","40","ROBERT FULTON HW","2","3","36"
"2020008773","3","3","0272","0780","2237","N","2","45","READING RD","2","3","36"
"2020021070","3","4","","","","W","02","35","LONG RD","4","","36"
"2020033818","4","4","","","","N","02","","MCILVAINE RD","4","","36"
"2020013025","3","3","0324","0080","382","E","2","40","MARTICVILLE RD","2","3","36"
"2020001556","3","3","1051","0100","1054","B","2","35","CHURCH ST","2","3","36"
"2020030418","3","3","","","","N","99","30","BLACK HORSE RD","4","","36"
"2020013392","3","3","0322","0350","0","E","2","45","28TH DIVISION HW","2","3","36"
"2020030395","3","3","4020","0131","539","W","2","40","HARRISBURG PK","2","3","36"
"2020045422","3","3","0322","0420","2160","E","2","45","28TH DIVISION HW","2","3","36"
"2020058370","3","3","3017","0440","1245","S","2","35","CHURCH ST","2","3","36"
"2020030078","4","4","","","","U","99","","COLGATE AV","4","","36"
"2020030211","3","3","6000","","2886","W","4","65","EAST/WEST PK","5","","36"
"2020007334","3","3","0222","0630","602","N","2","25","LIME ST","2","3","36"
"2020007718","4","3","","","","N","02","35","ESHELMAN MILL RD","4","","36"
"2020021071","3","3","3031","0050","0","N","2","40","DONERVILLE RD","2","3","36"
"2020013063","5","5","4008","0540","2326","E","2","40","BRUBAKER VALLEY RD","2","3","36"
"2020002949","5","4","","","","E","02","40","AMISHTOWN RD","4","","36"
"2020012370","3","3","1049","0010","0","E","2","35","GLENWOOD DR","2","3","36"
"2020003882","3","3","0272","0590","0","N","2","45","OREGON PK","2","3","36"
"2020021200","3","3","0472","0182","958","N","2","35","KIRKWOOD PK","2","3","36"
"2020030910","4","3","","","","W","02","25","JUDIE LN","4","","36"
"2020013150","3","4","","","","N","02","35","RUTTS RD","4","","36"
"2020009841","3","3","0441","0102","0","N","5","35","CHICKIES HILL RD","2","3","36"
"2020020064","3","3","4017","0020","2553","S","2","40","MUSSER RD","2","3","36"
"2020033609","3","3","2029","0150","2787","S","2","40","STRASBURG PK","2","3","36"
"2020035497","3","3","0897","0310","91","E","2","30","MAIN ST","2","3","36"
"2020015496","6","6","0741","0284","1265","E","2","40","LONG LN","2","3","36"
"2020034263","3","3","0222","0370","2048","S","2","55","BEAVER VALLEY PK","2","3","36"
"2020075239","3","3","0722","0010","34","S","2","45","STATE RD","2","3","36"
"2020019536","4","4","","","","W","02","40","QUARRY RD","4","","36"
"2020016646","5","5","","","","U","99","","DECATUR ST","4","","36"
"2020070575","3","3","0222","0631","2918","S","2","25","PRINCE ST","2","3","36"
"2020035370","3","3","0023","0240","792","E","2","35","MARIETTA AV","2","3","36"
"2020016475","3","3","0023","0160","0","W","2","45","MARIETTA AV","2","3","36"
"2020035095","4","4","8025","0250","0","W","1","35","RAMP D RD","2","1","36"
"2020017613","4","4","","","","N","02","35","ACADEMY DR","4","","36"
"2020031666","3","3","0625","0060","0","S","2","45","READING RD","2","3","36"
"2020035469","3","3","","","","E","01","25","LEMON ST","4","","36"
"2020018952","3","3","0322","0130","920","E","2","55","28TH DIVISION HW","2","3","36"
"2020018583","3","3","0272","0920","2537","N","2","45","READING RD","2","3","36"
"2020035460","4","4","","","","E","02","35","LITITZ RD","4","","36"
"2020072126","3","3","4020","0170","1240","E","3","35","HARRISBURG PK","2","3","36"
"2020006738","3","3","1010","0230","3160","W","2","45","LANCASTER AV","2","3","36"
"2020011451","3","3","0030","0301","1750","W","3","50","LINCOLN HW","2","1","36"
"2020006062","4","3","","","","N","02","35","SPRUCE ST","4","","36"
"2020070163","3","3","0462","0240","1596","E","2","25","COLUMBIA AV","2","3","36"
"2020017724","3","4","","","","E","01","25","W ROSS ST","4","","36"
"2020016477","4","4","","","","E","02","25","TEMPLE AV","4","","36"
"2020004061","3","3","0230","0080","2252","S","3","25","N MARKET ST","2","3","36"
"2020018423","3","3","0222","0720","701","S","3","35","OREGON PK","2","3","36"
"2020017156","5","4","","","","U","99","","ESHELMAN MILL RD","4","","36"
"2020016083","3","3","8024","0752","0","E","1","20","RAMP B RD","2","1","36"
"2020071574","3","3","","","","S","02","25","EBY CHIQUES RD","4","","36"
"2020017001","3","3","0023","0264","0","E","2","25","CHESTNUT ST","2","2","36"
"2020009480","3","3","0322","0460","396","E","2","45","28TH DIVISION HW","2","3","36"
"2020022585","3","3","6000","","2915","E","4","65","MAINLINE TU","5","","36"
"2020018903","3","3","0501","0250","1032","S","2","50","FURNACE HILLS PK","2","3","36"
"2020017725","3","3","0222","0682","985","N","3","25","LITITZ PK","2","3","36"
"2020022688","3","3","0741","0470","1130","E","2","50","STRASBURG RD","2","3","36"
"2020072130","3","3","0300","0301","154","W","2","65","","2","1","36"
"2020012025","4","3","","","","N","02","25","N STATE ST","4","","36"
"2020018913","3","3","0340","0350","342","E","2","40","OLD PHILADELPHIA PK","2","3","36"
"2020023008","3","3","0340","0020","2133","E","3","40","OLD PHILADELPHIA PK","2","3","36"
"2020018969","4","4","0897","0094","3331","N","2","40","WHITE HORSE RD","2","3","36"
"2020018910","3","3","0010","0010","209","S","2","45","TWIN COUNTY RD","2","3","36"
"2020023242","3","3","0241","0210","656","E","2","45","MOUNT GRETNA RD","2","3","36"
"2020070163","6","6","","","","N","02","25","RUBY ST","4","","36"
"2020012747","4","4","","","","N","02","35","GREENTREE RD","4","","36"
"2020051443","3","3","","","","S","03","40","ROTHSVILLE RD","4","","36"
"2020009041","3","3","0741","0130","212","N","2","35","MILLERSVILLE RD","2","3","36"
"2020010273","3","3","0462","0272","511","E","2","25","KING ST","2","3","36"
