"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","03","N","2017023648","0","1","","1","01","Y","FIAT","2016","01","1","","1","00","E","999","0","","1","01","12","12","03","PA","1","01","3C3CFFBR4GT","P2H"
"","39","Y","2017027903","1","1","","2","12","Y","BLUI","2015","02","28","","1","11","W","025","0","","2","01","06","01","01","PA","1","03","1BAKGCPAXFF","TBU"
"","02","N","2017032693","3","1","","1","12","Y","HOND","2011","01","1","","1","00","E","040","0","","1","01","07","01","01","PA","1","01","2HGFG1B87BH","PCP"
"","51","N","2017012775","0","1","","1","06","Y","FORD","2002","01","1","","1","00","N","000","0","","2","01","03","03","01","PA","2","04","1FTZR45U52T","T4C"
"","15","N","2017001790","3","1","","3","09","Y","TOYT","2015","01","1","","1","00","W","030","0","","1","01","10","01","01","PA","1","06","2T3RFREV4FW","PUT"
"","12","N","2017011043","3","1","","1","11","Y","JEEP","2003","01","1","","1","00","E","040","0","","3","01","04","01","01","PA","1","06","1J4FA49S13P","T2W"
"","05","N","2017014578","3","1","","1","11","Y","HYUN","2013","01","1","","1","00","S","010","0","","1","01","01","12","01","PA","1","01","KMHCU5AE7DU","P4H"
"","12","N","2017025971","3","1","","1","03","Y","DODG","2010","01","1","","1","00","E","005","0","","1","01","01","01","01","PA","3","07","2D4RN5D17AR","PSV"
"","20","N","2017026434","3","1","","1","12","Y","OTHR","2013","01","1","","4","00","N","040","0","","1","01","01","16","01","PA","1","02","1HD1KEM16DB","MRS"
"","04","N","2017007497","2","1","","1","03","Y","AUDI","2007","01","1","","1","00","N","025","0","","1","01","01","01","01","PA","2","01","WAUDF78E37A","P4D"
"","04","N","2017026434","1","1","","1","04","Y","CHRY","2006","01","1","","2","00","N","999","0","","2","01","03","02","01","PA","2","01","2C3LA43R86H","P4D"
"","15","N","2017024042","3","1","","1","09","Y","TOYT","2014","02","1","","1","00","E","040","0","","2","01","09","01","01","PA","3","06","2T3RFREV1EW","PUT"
"","98","N","2017014783","0","2","","3","00","Y","OTHR","2003","","1","","1","00","N","000","0","","1","02","02","06","08","PA","0","98","",""
"","15","N","2017023277","3","1","","1","08","Y","MITS","2015","01","1","","1","00","E","025","0","","2","01","05","01","01","PA","2","06","4A4AP4AW5FE","PUT"
"","20","N","2017023330","2","1","","5","12","Y","OTHR","2006","01","1","","2","00","W","035","0","","1","01","02","08","01","PA","1","02","5VPGB26D363","MRS"
"","04","N","2017044843","3","3","","1","11","Y","FORD","2005","01","1","","4","00","E","070","0","","1","01","07","16","01","PA","1","01","1FAFP53225A","P4D"
"","04","N","2017021303","2","1","","4","03","Y","MERZ","2008","02","1","","2","00","W","999","0","","1","01","03","12","01","PA","2","01","WDDGF81X78F","P4D"
"","04","N","2017034149","3","1","","1","12","Y","HOND","1997","01","1","","1","00","N","015","0","","1","01","12","12","01","PA","1","01","1HGCD563XVA","P4D"
"","15","N","2017041500","3","1","","1","00","Y","JEEP","2003","02","1","","4","00","S","040","0","","1","01","07","16","01","PA","1","06","1J4GW48S33C","T4W"
"","09","N","2017044459","1","4","","1","01","U","UNKN","","99","1","","1","00","E","999","0","","1","05","05","01","01","ZZ","1","01","",""
"","51","N","2017023046","1","1","","1","11","Y","GMC","2014","02","1","","1","00","N","025","0","","1","01","03","01","01","PA","1","04","1GT020CG8EF","TPK"
"","15","N","2017021311","1","2","","1","11","Y","DODG","2005","","0","","1","00","","000","0","","3","02","05","06","11","PA","2","01","1D4HB48N45F","PUT"
"","04","N","2017018755","3","1","","3","12","Y","STRN","2003","01","1","","1","00","N","999","0","","1","01","12","01","01","PA","1","01","1G8AZ52FX3Z","P4D"
"","04","N","2017009465","3","1","","3","12","Y","BMW","2002","01","1","","1","00","N","050","0","","1","01","07","01","01","PA","1","01","WBAGN63472D","P4D"
"7","15","N","2017037816","2","1","0","1","01","Y","CHEV","1994","01","1","01","2","00","E","999","0","0","1","01","04","99","01","PA","1","06","2CNBJ1860R6","PUT"
"","05","N","2017008931","1","1","","1","12","Y","TOYT","2005","02","1","","1","00","W","999","0","","1","01","01","01","01","PA","1","01","JTDKB20U957","P4H"
"","15","N","2017009948","2","1","","2","02","Y","FORD","2012","01","1","","3","00","E","999","0","","1","01","01","17","01","PA","1","06","1FMCU9DG3CK","T4W"
"","04","N","2017013708","3","1","","1","12","Y","MAZD","2006","02","1","","1","00","N","999","0","","1","01","11","01","06","PA","1","01","1YVHP80C665","P4D"
"","04","N","2017020812","2","1","","1","04","Y","TOYT","2009","01","3","","1","00","N","999","0","","1","01","04","12","04","PA","2","01","4T1BE46K19U","P4D"
"","04","N","2017003105","3","1","","4","12","U","ACUR","2004","02","1","","4","00","E","035","0","","1","01","05","16","01","PA","1","01","JH4CL96834C","P4D"
"","15","N","2017028524","3","1","","3","12","Y","HOND","2004","01","1","","1","00","N","999","0","","1","01","03","04","07","PA","1","01","2HKYF18524H","PUT"
"","15","N","2017031584","3","1","","1","03","Y","ISU","2004","01","1","","1","00","N","035","0","","1","01","05","01","08","PA","1","06","4S2DM58Y544","PUT"
"","04","N","2017016283","3","1","","3","12","Y","TOYT","1996","02","1","","1","00","S","999","0","","2","01","04","01","01","PA","1","01","2T1BB02E1TC","P4D"
"","15","N","2017007675","3","1","","1","02","Y","SUBA","2007","02","1","","1","00","N","999","0","","1","01","08","01","13","PA","2","06","JF1SG63617H","PUT"
"","04","N","2017031775","3","1","","1","12","Y","HYUN","2011","01","2","","1","00","S","025","0","","1","01","05","01","01","PA","1","01","5NPEB4AC5BH","P4D"
"","06","N","2017032850","3","1","","1","12","Y","VOLK","2010","01","1","","1","00","N","035","","","1","01","12","01","01","PA","1","01","3VWTL7AJ2AM","PSW"
"","15","N","2017002912","3","1","","1","11","Y","CHEV","2004","02","1","","1","00","E","050","0","","1","01","04","01","03","PA","1","06","1GNDT13SX42","PUT"
"","51","N","2017028748","3","1","","1","00","Y","CHEV","2001","01","1","","1","00","E","055","0","","1","01","12","01","06","PA","0","04","1GCHK29G71E","T4C"
"","04","N","2017011067","2","1","","1","12","Y","CHRY","2015","01","2","","1","00","W","015","0","","1","01","12","01","01","PA","1","01","1C3CCCAB4FN","P4D"
"","15","N","2017005065","1","1","","1","06","Y","GMC","2006","01","2","","1","00","N","000","0","","3","01","04","03","01","PA","1","06","1GKET63M362","T4W"
"","15","N","2017023316","3","1","","1","11","Y","HOND","2012","01","6","","1","00","E","999","0","","1","01","12","01","01","PA","2","06","5FNYF4H54CB","PUT"
"","15","N","2017007001","2","1","","4","11","Y","CHEV","2015","01","4","","1","00","E","025","0","","1","01","03","02","03","DE","1","06","1GNSKJKC3FR","PUT"
"","15","N","2017009054","1","2","","1","05","Y","DODG","2000","","0","","1","00","U","000","0","","4","02","01","06","98","PA","3","06","1B4HS28N8YF","PUT"
"","04","N","2017030103","1","1","","1","12","Y","TOYT","2001","01","1","","1","00","W","025","0","","1","01","02","01","01","PA","1","01","4T1BG22K41U","P4D"
"","15","N","2017026402","2","1","","1","02","Y","FORD","2013","02","2","","2","00","E","010","0","","1","01","07","10","01","PA","1","06","2FMDK4JC9DB","T4W"
"","28","N","2017022310","1","1","","1","03","N","YAMA","2002","01","1","","1","00","E","020","0","","1","01","01","01","01","PA","3","02","JYARJ04E42A","MRC"
"","04","N","2017012113","1","2","","1","06","Y","LEXS","2006","","0","","1","00","","000","0","","3","02","05","06","09","PA","3","01","JTHCK262965","P4D"
"","04","N","2017026475","1","2","","1","06","Y","HYUN","2006","","0","","1","00","","000","0","","3","02","05","06","09","PA","2","01","5NPEU46F66H","P4D"
"","06","N","2017010141","3","1","","1","12","Y","SUBA","2000","01","2","","1","00","W","999","0","","1","01","01","01","01","PA","1","01","4S3BH6654Y6","PSW"
"","04","N","2017002815","3","2","","1","08","Y","CHRY","2015","","0","","1","00","S","000","0","","2","02","07","06","01","PA","2","01","1C3CCCABXFN","P4D"
"","15","N","2017028348","1","2","","1","11","Y","JEEP","2012","","0","","1","00","E","000","0","","3","02","09","06","01","PA","2","06","1C4BJWEGXCL","T4W"
"","51","N","2017046642","1","1","","1","11","Y","GMC","2005","01","2","","1","00","W","999","0","","2","01","03","01","01","PA","1","04","2GTEK13T651","TCW"
"","04","N","2017037169","3","1","","2","06","Y","TOYT","2012","01","1","","1","00","W","000","0","","2","01","99","03","01","PA","3","01","2T1BU4EE0CC","P4D"
"","51","N","2017054584","3","1","","1","01","Y","GMC","2008","02","1","","1","00","W","030","0","","1","01","09","01","01","PA","1","04","1GTHK23K78F","TCW"
"","41","N","2017011320","3","1","","1","12","Y","CHRY","2004","01","1","","1","00","S","045","0","","1","01","07","01","01","PA","1","07","2C4GP44RX4R","TES"
"","15","N","2017024207","3","1","","1","06","Y","HOND","2003","01","1","","1","00","S","010","0","","2","01","04","02","01","PA","3","06","JHLRD77513C","PUT"
"","51","N","2017007132","3","1","","1","12","Y","FORD","2010","01","1","","1","00","S","035","0","","2","01","01","01","01","PA","2","04","1FTFX1EV9AF","T4C"
"","04","N","2017011769","3","1","","2","12","Y","HOND","2008","01","1","","1","00","W","020","0","","1","01","03","01","01","PA","1","01","1HGCP26828A","P4D"
"","04","N","2017005522","1","2","","2","06","Y","MITS","2005","","0","","1","00","W","000","0","","4","02","07","06","01","PA","2","01","4A3AB56F55E","P4D"
"","15","N","2017004138","3","2","","1","07","Y","NISS","2013","","0","","1","00","N","000","0","","2","02","01","06","09","PA","2","01","JN8AS5MT1DW","PUT"
"","15","N","2017023627","3","1","","1","14","Y","TOYT","2011","01","1","","1","00","N","055","0","","1","01","01","01","03","PA","1","01","2T3RF4DV8BW","PUT"
"","15","N","2017004410","3","1","","1","12","Y","TOYT","2003","02","1","","1","00","W","999","0","","1","01","05","01","06","PA","1","06","JTEHF21A930","PUT"
"","04","N","2017001604","3","3","","4","12","Y","HYUN","2011","01","1","","4","00","S","999","0","","1","01","05","16","01","PA","1","01","5NPEB4AC1BH","P4D"
"","75","Y","2017002801","1","1","","1","12","Y","PTRB","2006","02","1","","1","21","E","015","1","","2","01","03","01","03","PA","1","05","1XPFDB9X56N","TTR"
"","02","N","2017002574","2","1","","1","01","Y","TOYT","2000","01","1","","3","00","W","030","0","","1","01","02","17","09","PA","1","01","2T1CF28PXYC","PCP"
"","04","N","2017002828","3","1","","3","12","Y","BUIC","1993","02","1","","1","00","N","040","0","","1","01","04","01","01","PA","1","01","2G4WB54LXP1","P4D"
"","15","N","2017009626","3","1","","1","12","Y","TOYT","2010","01","1","","1","00","S","010","0","","1","01","12","01","01","PA","1","06","JTMBF4DVXA5","PUT"
"","75","Y","2017011120","1","1","","1","15","Y","VOLV","2005","01","1","","1","21","N","015","1","","1","01","03","12","04","PA","1","05","4V4NC9TJ25N","TTR"
"","15","N","2017010751","3","1","","9","04","Y","JEEP","2004","01","1","","1","00","N","045","","","1","01","09","01","01","PA","1","06","1J4GW48S14C","PUT"
"","04","N","2017009654","3","1","","1","12","Y","NISS","2014","01","1","","1","00","E","055","0","","1","01","02","01","01","PA","1","01","1N4AL3AP5EC","P4D"
"","02","N","2017012180","3","1","","1","12","Y","DODG","2004","02","1","","1","00","E","035","0","","1","01","07","01","01","DE","1","01","4B3AG52H44E","PCP"
"","51","N","2017017638","3","1","","1","12","Y","GMC","2015","02","1","","1","00","E","999","0","","1","01","07","01","01","PA","1","04","1GT22ZEG3FZ","T4C"
"","79","Y","2017015251","1","1","","1","02","Y","FRHT","2006","02","1","","1","21","N","025","1","","2","01","03","01","01","TN","2","05","99999999999",""
"","51","N","2017016119","3","1","","1","11","Y","FORD","1985","01","1","","1","00","N","999","0","","1","01","01","01","01","PA","1","04","1FTEX14Y5FK","TPC"
"","04","N","2017016546","3","1","","1","12","Y","HYUN","2013","01","1","","1","00","S","030","0","","2","01","05","01","01","PA","2","01","KMHGC4DD4DU","P4D"
"","06","N","2017018360","3","1","","1","12","Y","VOLV","2002","01","1","","1","00","S","010","0","","1","01","07","01","01","PA","1","01","YV1SW53DX22","PSW"
"","04","N","2017015272","3","1","","3","04","Y","MITS","2011","01","1","","1","00","N","035","0","","1","01","02","12","04","PA","2","01","JA32U2FU1BU","P4D"
"","04","N","2017013553","3","1","","1","03","Y","AUDI","2011","01","1","","1","00","W","999","0","","2","01","12","01","01","PA","2","01","WAUFFAFL9BN","P4D"
"","","N","2017013317","1","1","","1","06","","","","00","3","","1","00","W","","","","2","11","","01","11","","2","22","",""
"","51","N","2017014767","2","1","","9","06","Y","CHEV","2001","01","3","","1","00","S","000","0","","2","01","09","03","01","PA","2","04","2GCEK19T111","T4C"
"","04","N","2017011319","2","1","","1","02","Y","FORD","2007","01","1","","1","00","N","025","0","","2","01","12","12","04","PA","2","01","3FAHP06ZX7R","P4D"
"","04","N","2017014767","3","1","","9","12","Y","CHEV","1996","01","1","","1","00","S","999","0","","1","01","09","01","01","PA","1","01","2C1MR5297T6","P4D"
"","15","N","2017012708","1","1","","1","06","Y","FORD","2016","01","1","","1","00","S","999","0","","3","01","09","01","01","PA","2","06","1FMCU9GX5GU","T4W"
"","51","N","2017012960","1","1","","1","06","Y","FORD","2004","01","1","","1","00","S","000","0","","2","01","12","03","04","PA","3","04","1FTNF21L44E","TPK"
"","04","N","2017011220","2","1","","1","02","Y","MAZD","2002","01","1","","1","00","E","999","0","","1","01","04","01","01","PA","1","01","JM1BJ226620","P4D"
"","09","N","2017014358","3","1","","1","02","Y","MAZD","2006","01","1","","4","00","N","999","0","","1","01","05","16","01","FL","1","01","1YVHP84C465",""
"","15","N","2017019802","2","1","","1","06","Y","MAZD","2014","02","1","","1","00","S","000","0","","4","01","02","03","01","PA","2","06","JM3KE4CY7E0","PUT"
"","04","N","2017020737","3","1","","1","12","Y","MRCU","2002","02","1","","1","00","E","005","0","","1","01","07","15","98","PA","1","01","1MEFM55S52G","P4D"
"","15","N","2017021416","3","1","","3","12","Y","FORD","2007","01","1","","1","00","N","999","0","","1","01","12","01","06","PA","1","06","2FMDK49C97B","T4W"
"","51","N","2017019560","0","1","","1","07","Y","DODG","2017","01","1","","1","00","E","005","1","","1","01","05","12","98","PA","2","04","3C63RRGL4HG","TCW"
"","04","N","2017021874","3","1","","1","01","Y","NISS","2013","01","1","","1","00","N","005","0","","1","01","02","04","01","PA","2","01","1N4AL3AP4DN","P4D"
"","04","N","2017006230","0","1","","1","11","Y","FORD","2016","01","1","","1","00","N","005","0","","1","01","05","12","01","PA","1","01","1FA6P0H74G5","P4D"
"","51","N","2017022020","2","1","","1","08","Y","GMC","2014","02","1","","1","00","E","015","0","","1","01","04","12","98","PA","3","04","1GT12ZCG8EF","TCW"
"","04","N","2017022844","2","1","","3","12","Y","DODG","2013","01","1","","1","00","E","999","0","","1","01","01","01","01","PA","1","01","1C3CDZBGXDN","P4D"
"","15","N","2017008108","3","1","","1","12","Y","CHEV","2013","01","2","","1","00","N","999","0","","1","01","01","01","12","PA","1","06","2GNFLNE37D6","PUT"
"","04","N","2017004056","1","1","","1","11","Y","BUIC","2011","01","2","","1","00","E","010","0","","1","01","12","09","02","PA","1","01","1G4HC5EM6BU","P4D"
"","02","N","2017007976","3","1","","1","12","Y","FORD","2014","01","1","","1","00","S","050","0","","1","01","05","01","01","PA","1","01","1ZVBP8AM9E5","PCP"
"","04","N","2017008057","3","1","","3","12","Y","NISS","2011","01","1","","1","00","S","030","0","","1","01","02","12","01","PA","1","01","3N1BC1AP9BL","P4D"
"","04","N","2017010319","3","1","","1","02","U","CHEV","2006","01","2","","3","00","S","999","0","","1","01","02","17","01","PA","1","01","1G1AL55F367","P4D"
"","51","N","2017019706","1","2","","1","07","Y","FORD","1999","","0","","1","00","","000","0","","2","02","05","06","01","PA","2","04","1FTRX18L4XN","T4C"
"","15","N","2017029884","1","1","","1","12","Y","FORD","2010","02","1","","1","00","W","035","0","","1","01","07","01","01","PA","1","06","1FMCU9DG6AK","T4W"
"","15","N","2017030080","3","1","","3","01","Y","JEEP","1999","02","1","","1","00","N","030","0","","1","01","05","04","05","PA","1","06","1J4FF78S4XL","PUT"
"","04","N","2017006703","3","1","","1","12","Y","HOND","2001","01","1","","1","00","W","055","0","","1","01","07","01","03","PA","1","01","2HGES15551H","P4D"
"","03","N","2017004907","3","1","","1","06","Y","TOYT","2013","01","1","","1","00","N","999","0","","2","01","12","02","01","PA","3","01","JTKJF5C76D3","P2H"
"","15","N","2017019820","2","2","","1","07","Y","FORD","2006","","0","","1","00","","000","0","","3","02","04","06","98","PA","2","06","1FMDK03196G","T4W"
"","51","N","2017002067","2","1","","1","03","Y","DODG","1998","01","1","","1","00","S","020","0","","1","01","04","01","01","PA","2","04","1B7GG22X7WS","TPC"
"","15","N","2017002516","1","1","","1","11","Y","TOYT","2002","02","3","","1","00","S","005","0","","1","01","07","98","98","PA","2","06","JT3HN86R720","PUT"
