"ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","CRN","DAY_OF_WEEK","DEC_LAT","DEC_LONG","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOT_INJ_COUNT","TOTAL_UNITS","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNBELTED_OCC_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WORKERS_PRES","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","ROADWAY_CLEARED","WEATHER1","WEATHER2","WZ_WORKERS_INJ_KILLED","SECONDARY_CRASH","INTERSECTION_RELATED"
"1745","1","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017000703","2","39.9256","-76.3737","1732","08","0","0","0","0","0","1","0","0","","0","0","0","17","2","0","00","0","39 55:32.000","","00","76 22:25.200","0","0","0","0","36206","0","0","0","N","0","0","0","1","36503","0","","4","09","N","N","0","","0","0","0","0","0","","1730","0","1","0","0","0","0","0","1","0","1","N","","","","","","","","","","","","07","  ","","",""
"2328","1","0","0","0","0","0","0","0","0","6","0","","36","01","2017","2017000747","3","40.0364","-76.3054","2325","08","0","0","0","0","0","1","0","0","2","0","0","0","23","3","2","01","1","40 02:10.941","1","00","76 18:19.324","3","0","0","0","36301","0","0","0","N","0","0","0","2","36301","1","","1","09","N","N","0","","1","0","1","3","2","N","2322","2","2","0","0","0","0","0","3","0","2","N","","","","","","","","","","","","03","  ","","",""
"0607","1","0","0","0","0","0","0","0","0","4","0","","36","01","2017","2017000781","4","40.1117","-76.4517","0600","08","0","0","0","0","0","0","0","0","2","0","0","0","06","3","1","01","1","40 06:42.333","6","00","76 27:05.926","4","0","0","0","36230","0","0","0","N","0","0","0","2","36410","1","","1","09","N","N","0","","0","0","0","3","2","N","0600","1","2","0","0","0","0","0","1","1","2","N","","","","","","","","","","","","05","  ","","",""
"0757","2","0","0","0","0","0","0","0","0","4","0","","36","01","2017","2017000806","4","40.037","-76.3147","0757","08","0","0","0","0","1","0","0","0","","0","0","0","07","1","0","01","0","40 02:13.183","","00","76 18:53.043","0","0","0","0","36301","0","0","0","N","0","0","0","3","36301","0","","1","01","N","N","0","","0","0","0","3","3","","0757","0","2","0","0","0","0","0","3","0","2","N","","","","","","","","","","","","03","  ","","",""
"1431","2","0","0","0","0","0","0","0","0","1","0","","36","01","2017","2017000807","1","40.0375","-76.2668","1424","08","0","0","0","0","0","0","0","0","","0","0","0","14","1","1","00","0","40 02:15.078","","00","76 16:00.409","4","0","0","0","36215","0","0","0","N","0","0","0","3","36215","1","","1","01","N","N","0","","0","0","0","0","0","","1422","1","2","0","0","0","0","1","1","0","2","N","","","","","","","","","","","","03","  ","","",""
"1716","2","0","0","0","0","0","0","0","0","5","0","","36","01","2017","2017000818","1","40.0317","-76.3196","1716","08","0","0","0","0","0","1","0","0","","0","0","0","16","1","1","01","0","40 01:54.135","","00","76 19:10.435","4","0","0","0","36301","0","0","0","N","0","0","0","4","36301","1","","1","01","N","N","0","","0","0","0","0","0","","1611","1","2","0","0","0","0","0","3","0","2","N","","","","","","","","","","","","03","  ","","",""
"1456","0","0","0","0","0","0","0","0","0","6","0","","36","01","2017","2017000845","1","40.0382","-76.3414","1453","08","0","0","0","0","0","0","0","0","3","0","0","0","14","1","2","01","2","40 02:17.361","6","00","76 20:28.994","4","0","0","0","36220","0","0","0","N","0","0","0","3","36101","2","","1","01","N","N","1","","0","0","1","3","2","Y","1452","2","2","0","0","1","0","0","3","0","2","N","","","","","","","","","","","","03","  ","","",""
"1648","2","0","0","0","0","0","0","0","0","4","0","","36","01","2017","2017000851","3","40.1297","-76.3048","1644","08","0","0","0","0","0","0","0","1","1","0","0","0","16","3","1","02","1","40 07:47.006","2","00","76 18:17.258","3","0","0","0","36235","0","0","0","","0","0","0","2","36506","0","","1","09","N","N","0","","1","0","0","3","2","N","1644","1","2","0","0","1","0","0","1","0","2","N","","","","","","","","","","","","07","  ","","",""
"1015","1","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017001604","4","40.0241","-76.4545","1011","08","0","0","0","0","0","0","0","0","","0","0","0","00","2","0","00","0","40 01:26.927","","03","76 27:16.288","0","0","0","0","36239","0","0","0","N","0","0","0","1","36239","0","","4","09","N","N","0","","0","0","0","0","0","","0000","0","1","0","0","0","0","0","3","0","1","N","","","","","","","","","","","","07","05","","",""
"1148","2","0","0","0","0","0","0","0","0","4","0","","36","01","2017","2017001606","4","40.0408","-76.2935","1141","08","0","0","0","0","0","1","0","0","1","0","0","0","11","1","0","01","1","40 02:26.970","4","00","76 17:36.562","0","0","0","0","36301","0","0","0","N","0","0","0","4","36301","0","","1","01","N","N","0","","0","0","0","3","3","N","1139","0","2","0","0","0","0","0","3","0","2","N","","","","","","","","","","","","03","  ","","",""
"1504","1","0","0","0","0","0","0","0","0","4","0","","36","01","2017","2017001623","4","40.0422","-76.2956","1451","08","0","0","0","0","0","0","1","0","1","0","0","0","14","1","1","01","1","40 02:31.984","3","00","76 17:44.246","4","0","0","0","36301","0","0","0","N","0","0","0","2","36301","1","","1","01","N","N","1","","0","0","0","3","3","N","1451","1","2","0","0","0","0","0","3","0","2","N","","","","","","","","","","","","03","  ","","",""
"0451","0","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017001790","2","40.1805","-76.0315","0424","08","0","0","0","0","0","0","0","0","","0","0","0","04","2","1","00","0","40 10:49.860","","00","76 01:53.380","8","0","0","0","36202","0","0","0","","0","0","0","1","68J01","0","","5","09","N","N","0","","0","0","1","0","0","","0424","1","1","0","0","1","1","0","1","0","1","N","","","","","","","","","","","","07","  ","","",""
"1721","4","0","0","0","0","0","0","0","0","1","0","","36","01","2017","2017001816","4","39.9879","-76.2749","1720","08","0","0","0","1","0","0","1","0","2","0","0","0","17","2","3","00","2","39 59:16.518","5","00","76 16:29.578","4","0","0","0","36240","0","0","0","N","0","0","0","6","36240","2","","1","01","N","N","0","","0","0","0","0","0","Y","1719","3","4","0","0","1","1","0","1","0","4","N","","","","","","","","","","","","03","  ","","",""
"1843","1","0","0","0","0","0","0","0","0","4","0","","36","01","2017","2017001833","1","39.9858","-76.3154","1831","08","0","0","0","1","0","1","0","0","1","0","0","0","18","3","2","01","2","39 59:09.014","7","00","76 18:55.276","8","0","0","0","36228","0","0","0","N","0","0","0","5","36503","0","","1","01","N","N","0","","0","0","2","3","2","Y","1828","2","3","0","0","0","2","1","1","0","3","N","","","","","","","","","","","","03","  ","","",""
"1309","1","0","0","0","0","0","0","0","0","2","0","","36","01","2017","2017001962","4","40.0456","-76.2924","1258","08","0","0","0","0","0","0","0","1","1","0","0","0","12","1","1","01","2","40 02:44.055","5","00","76 17:32.492","8","0","0","0","36301","0","0","0","N","0","0","0","2","36301","0","","1","01","N","N","0","","0","0","1","0","0","Y","1253","1","2","0","0","0","1","0","3","0","2","N","","","","","","","","","","","","03","  ","","",""
"1512","0","0","0","0","0","0","0","0","0","4","0","","36","01","2017","2017002067","5","40.0499","-76.2435","1507","08","0","0","0","0","0","0","1","1","","0","0","0","15","1","0","01","0","40 02:59.726","","00","76 14:36.434","0","0","0","0","36215","0","0","0","N","0","0","0","2","36215","0","","1","01","N","N","1","","0","0","1","3","3","","1504","0","2","0","0","0","0","0","1","0","2","N","","","","","","","","","","","","03","  ","","",""
"1520","0","0","0","0","0","0","0","0","0","7","0","","36","01","2017","2017002131","4","40.2305","-76.0298","1456","08","0","0","0","0","0","0","0","0","3","0","0","0","14","1","0","00","2","40 13:49.860","5","00","76 01:47.350","0","0","0","0","36202","0","0","0","","0","0","0","1","68J01","0","","4","01","N","N","1","","0","0","0","0","0","Y","1444","0","1","0","0","0","0","0","1","0","1","N","","","","","","","","","","","","03","  ","","",""
