"CRN","UNIT_NUM","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TYPE_CD","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR"
"2017021918","1","0","NC","7","AD17740",""
"2017022546","2","0","IL","7","",""
"2017026426","1","0","MN","7","5998STR","2017"
"2017029992","2","0","PA","7","PT4580V",""
"2018035309","2","0","PA","8","XKD5192",""
"2017038472","3","0","","8","",""
"2017039805","2","0","PA","6","XCK5305","2018"
"2017051558","1","0","PA","3","XKH8198","2018"
"2017054827","2","0","PA","3","XHT5930","2017"
"2017061385","1","0","NY","7","2700CT","2018"
"2017065647","2","0","PA","7","XY97605","2022"
"2017080442","2","0","PA","3","XKH3949","2017"
"2017080588","2","0","PA","7","PT3821T","2017"
"2017093125","3","0","PA","6","XDC8850","2006"
"2017100249","1","0","PA","7","PT382B7","2018"
"2017104515","2","0","PA","3","XGF-4303","2018"
"2017108352","2","0","PA","3","XJG7674","2017"
"2017116674","2","0","WI","7","718329","2017"
"2017117509","2","0","PA","5","PT615A7","2020"
"2018014354","1","0","PA","7","XGZ9089","2022"
"2017015053","2","0","","6","",""
"2017018257","2","0","PA","7","PT9468W","2017"
"2017019560","1","0","PA","6","PT405C9",""
"2017024718","2","0","OK","7","5883FA","2017"
"2017034419","2","0","TX","7","012D591","2020"
"2017041495","1","0","IL","7","520155ST","2015"
"2017048882","1","0","PA","6","PT4361K","2017"
"2017073981","2","0","VA","7","371375TL","2017"
"2017076868","2","0","IL","7","T450255","2017"
"2017083466","2","0","NY","7","2830C0","2020"
"2017088637","1","0","NC","7","AF15341","2017"
"2017091511","1","0","PA","3","XBB2162","2018"
"2017099361","1","0","PA","3","XHF6814","2017"
"2017108368","2","0","PA","6","PT097B6","9999"
"2017119422","1","0","IL","7","ESG101","2018"
"2017125348","1","0","PA","6","XHJ8562","2018"
"2017132150","1","0","IA","6","0224EQ","2018"
"2017136116","2","0","OH","7","TSB7394","2050"
"2017004868","2","0","","1","",""
"2017020720","1","0","","6","99999",""
"2017029341","1","0","PA","6","XHJ4506","2017"
"2017033804","2","0","PA","7","PT346A3","2017"
"2017055824","1","0","ZZ","7","UNK","2099"
"2017056075","1","0","QC","7","RG9994B","2017"
"2017064141","1","0","PA","3","XFE6646","2017"
"2017065790","1","0","ME","7","2825335","2028"
"2017066971","2","0","PA","1","XFC9203","2017"
"2017078372","1","0","PA","5","XKG3124","2017"
"2017080518","2","0","ME","7","2336490","2017"
"2017084169","1","0","PA","3","XV06778","17"
"2017092194","2","0","IL","7","T459323","2011"
"2017092339","1","0","PA","7","XJW2387","2016"
"2017095029","3","0","PA","6","PT0146Y","2017"
"2017102184","1","0","PA","7","PT7713L","2099"
"2017102650","2","0","PA","7","XKB6494","2017"
"2017107831","2","0","","8","NONE",""
"2017110519","1","0","ME","3","MM62784","2017"
"2017112132","2","0","PA","7","PT8415W",""
"2017124207","1","0","","6","",""
"2017128817","2","0","PA","7","PT8927X","2018"
"2017131002","1","0","PA","3","XHL1247","2017"
"2017136918","1","0","PA","7","PT-0170Z","2018"
"2017011120","1","0","PA","7","PT6881S","2001"
"2017012871","1","0","PA","6","XHD0661","2017"
"2017012940","1","0","OH","7","TQV4264","2017"
"2017026285","2","0","ME","7","50378","2017"
"2017030276","1","0","PA","7","PT4472T","2017"
"2017034973","1","0","PA","7","PT3220P","9999"
"2017036063","1","0","ZZ","7","UNKNOWN","2018"
"2017039760","1","0","PA","7","PT1203L","1994"
"2017041558","2","0","ME","7","99014","2017"
"2017042669","1","0","NE","7","20197","2018"
"2017049398","1","0","ME","7","3626782","2036"
"2017054075","1","0","PA","3","000000","2000"
"2017056926","3","0","PA","3","XKD0168","2017"
"2017066114","2","0","PA","3","XKF0662","2020"
"2017069913","2","0","PA","7","",""
"2017070785","1","0","ON","6","N2347D","2017"
"2017078110","3","0","PA","7","XFP3116","2017"
"2017087797","1","0","KY","7","69187T","2017"
"2017088096","1","0","MO","7","6313PG","2017"
"2017088623","2","0","","7","",""
"2017092674","1","0","ME","7","2185335","2017"
"2017095356","2","0","OH","7","213176C","2020"
"2017104113","2","0","PA","3","XFF9650","2010"
"2017105494","2","0","PA","3","XKG7700","2018"
"2017105670","1","0","IN","7","PT745217","2020"
"2017111616","2","0","PA","7","XKF7505","2018"
"2018004125","3","0","PA","7","XLB0828","2018"
"2017004564","1","0","IN","7","P477407","2017"
"2017009466","1","0","PA","7","XJF0445","2017"
"2017020362","1","0","PA","6","PT9592X",""
"2017025448","2","0","PA","3","PT8863W","2017"
"2017038478","2","0","PA","6","XW50790","2021"
"2017040021","1","0","ME","7","2292356","2017"
"2017051176","2","0","PA","6","PT5184P","2017"
"2017053219","3","0","PA","6","PT616A7","2017"
"2017056926","1","0","PA","3","HHE1685","2017"
"2017068177","1","0","PA","3","XHX3348","2018"
"2017097278","2","0","PA","7","XJD5344","2018"
"2017101930","2","0","ZZ","8","NONE","2017"
"2017102725","1","0","PA","7","PT8016R","9999"
"2017103915","2","0","FL","3","EVCK43","2017"
"2017105268","1","0","IL","7","T529833","2018"
"2017113712","2","0","","7","",""
"2017126748","1","0","PA","8","XGP9183","2001"
"2017129044","1","0","PA","7","PT619HZ","2015"
"2017133754","3","0","PA","3","XKE9118","2017"
"2018003084","2","0","ME","7","275568Z","2018"
"2018007946","4","0","ME","7","20TLR84477","2099"
"2017025457","1","0","PA","7","PT852A7","2017"
"2017033456","2","0","FL","7","6169CL","2017"
"2017042669","2","0","IL","7","T447851","2018"
"2017068515","1","0","PA","6","XY08430","2018"
"2017076521","1","0","","8","",""
"2017080549","2","0","PA","8","999999","2000"
"2017084588","1","0","PA","7","PT316A0","2015"
"2017104045","2","0","PA","6","PT3937X","2014"
"2017107322","2","0","PA","7","PT6416X","2099"
"2017115717","1","0","PA","6","PT0126L","2017"
"2017126741","2","0","PA","3","XKS5371","2018"
"2018007777","2","0","PA","7","PT2289N","2018"
"2018012271","1","0","PA","3","XJY5592","2003"
"2018012374","1","0","IL","7","T519739","2099"
"2017000598","2","0","PA","7","PT018C1","2017"
"2017003443","2","0","NJ","7","TDA59E",""
"2017024244","3","0","PA","7","PT327B2","2015"
"2017027989","2","0","PA","7","PT5118C","2099"
"2017028748","2","0","ZZ","7","",""
"2017029397","2","0","TN","7","TNV29R","2017"
"2017030378","2","0","PA","7","PT380C6",""
"2017032042","3","0","PA","3","XJR9341","2017"
"2017034944","1","0","PA","8","PT91249","2017"
"2017039306","1","0","MN","7","9847STJ","2018"
"2017039336","1","0","PA","3","XP-58996","2018"
"2017048634","2","0","MO","7","18A265","2017"
"2017057351","2","0","KY","6","54108T","2019"
"2017063620","2","0","ME","7","1891227","2018"
"2017067029","1","0","ME","7","2279591","2022"
"2017082374","2","0","ZZ","3","99999","2000"
"2017082551","2","0","NC","7","AD-17743","99"
"2017090070","2","0","PA","7","PT005D3","2003"
"2017101547","2","0","PA","5","XHC4329","2018"
"2017120287","1","0","PA","7","PT8489K","2018"
"2017132503","2","0","AR","7","PT129256","2099"
"2018004903","2","0","PA","3","XHH6940","2019"
"2018007250","2","0","ME","7","1990816","2017"
"2017002801","2","0","PA","7","PT974A8","17"
"2017030382","2","0","TX","7","012D527",""
"2017042338","1","0","ON","7","Y67620","2099"
"2017055791","1","0","IL","7","T497315","2020"
"2017062879","1","0","PA","3","XCS2394","2019"
"2017065867","2","0","PA","3","XCR2249","2018"
"2017066113","2","0","ME","7","398574Z","2039"
"2017067217","2","0","ME","7","202754D",""
"2017068376","2","0","IN","7","P601002","2017"
"2017087843","1","0","IL","7","T510715","2018"
"2017091365","1","0","NJ","7","TLR50J","2018"
"2017102577","2","0","OK","7","4957HA",""
"2017103333","1","0","WV","7","C336356","2017"
"2017105824","2","0","","6","",""
"2017116402","2","0","NJ","7","TCU91D","2017"
"2017118421","2","0","OK","7","7577LK",""
"2017120332","3","0","OK","7","1118KH","2018"
"2017134123","3","0","PA","7","PT9064R","2018"
