"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2017117535","N","U","Y","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2017127619","N","N","Y","Y","Y","Y","1","Y","N","01000","N","","","","","","","","N","","","","","1"
"2017021824","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2017030015","N","N","U","Y","U","U","1","Y","U","00600","N","","","","","","","","N","","","","","1"
"2017036000","N","Y","U","Y","N","N","0","Y","Y","01687","Y","Y","Y","U","U","9","Y","Y","N","","","","","1"
"2017036381","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2017042372","N","U","N","Y","Y","Y","1","Y","U","00750","N","","","","","","","","N","","","","","1"
"2017066047","N","N","N","N","","","0","U","N","00001","N","","","","","","","","N","","","","","2"
"2017071929","N","U","U","U","U","Y","1","U","U","00600","N","","","","","","","","N","","","","","3"
"2017076919","Y","N","U","Y","N","N","0","N","N","00800","Y","N","U","N","N","0","Y","N","N","","","","","3"
"2017079037","N","Y","U","Y","N","N","0","Y","N","01400","N","","","","","","","","N","","","","","2"
"2017081803","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2017100251","N","N","N","Y","Y","Y","1","N","Y","00998","N","","","","","","","","N","","","","","1"
"2017123749","Y","Y","Y","Y","N","N","0","Y","Y","01450","N","","","","","","","","N","","","","","2"
"2017124144","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2017126919","N","N","Y","Y","Y","Y","1","Y","Y","01100","N","","","","","","","","N","","","","","1"
"2017023330","N","Y","N","Y","N","N","0","N","Y","01635","N","","","","","","","","N","","","","","2"
"2017038541","N","Y","Y","Y","Y","Y","1","Y","Y","00848","N","","","","","","","","N","","","","","2"
"2017047983","Y","U","Y","Y","U","Y","3","Y","N","01800","N","","","","","","","","N","","","","","2"
"2017057721","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","1"
"2017062584","N","Y","N","N","N","N","0","Y","N","01200","N","","","","","","","","N","","","","","2"
"2017064480","N","Y","N","U","N","N","0","Y","Y","01400","N","","","","","","","","N","","","","","1"
"2017065264","N","Y","Y","Y","Y","Y","1","Y","Y","99999","N","Y","Y","Y","Y","1","Y","Y","N","","","","","2"
"2017068165","N","Y","N","Y","N","N","0","Y","Y","01500","N","","","","","","","","N","","","","","2"
"2017068631","N","U","U","Y","N","N","0","Y","U","99999","Y","U","Y","N","N","0","Y","U","N","","","","","2"
"2017068711","N","N","Y","Y","N","N","0","N","N","00600","Y","N","Y","N","N","0","N","N","N","","","","","1"
"2017076919","Y","U","U","Y","N","N","0","Y","N","00652","Y","Y","Y","N","N","0","Y","N","N","","","","","2"
"2017077057","N","N","N","Y","Y","Y","2","Y","N","00750","N","","","","","","","","N","","","","","1"
"2017079852","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2017080756","N","U","Y","Y","N","N","0","Y","N","01500","N","","","","","","","","N","","","","","2"
"2017105457","N","U","N","Y","U","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2017106152","N","N","N","Y","N","N","0","N","N","00125","Y","N","N","N","N","0","Y","N","N","","","","","1"
"2017121012","Y","Y","U","Y","N","N","0","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2017053979","U","U","U","U","U","U","9","U","U","01182","N","","","","","","","","N","","","","","2"
"2017055940","N","Y","N","Y","U","Y","1","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2017061845","","","","","","","","","","","","","","","","","","","","N","N","N","U","3"
"2017067348","N","U","Y","N","Y","Y","2","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2017070732","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2017071929","N","N","U","U","U","N","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2017073167","N","N","U","Y","U","Y","1","Y","Y","00300","N","","","","","","","","N","","","","","1"
"2017077679","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2017081602","Y","Y","N","Y","N","N","0","Y","Y","01800","N","","","","","","","","N","","","","","1"
"2017082110","N","N","Y","Y","Y","Y","1","N","N","01830","N","","","","","","","","N","","","","","1"
"2017084353","N","N","Y","Y","N","Y","1","Y","Y","00400","N","","","","","","","","N","","","","","2"
"2017088006","N","Y","U","Y","N","N","0","Y","Y","01338","N","","","","","","","","N","","","","","1"
"2017098323","Y","Y","U","Y","Y","U","1","Y","Y","01100","N","","","","","","","","N","","","","","1"
"2017101390","Y","Y","U","Y","N","N","0","Y","N","01300","N","","","","","","","","N","","","","","1"
"2017101553","Y","Y","Y","Y","Y","Y","1","Y","Y","01800","N","","","","","","","","N","","","","","2"
"2017124100","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2017044325","N","Y","N","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2017051357","N","N","U","Y","U","Y","1","Y","N","01700","Y","N","Y","U","Y","2","Y","N","N","","","","","1"
"2017051708","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2017054426","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2017055945","N","N","N","Y","Y","Y","3","Y","N","00049","N","","","","","","","","N","","","","","1"
"2017057105","Y","Y","U","Y","N","N","0","Y","N","01200","N","","","","","","","","N","","","","","1"
"2017057198","N","Y","U","Y","U","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2017065170","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2017068961","N","U","U","U","U","Y","1","Y","U","00125","N","","","","","","","","N","","","","","1"
"2017069997","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2017074794","U","U","U","N","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2017075854","N","N","U","Y","Y","Y","1","Y","Y","00150","N","","","","","","","","N","","","","","1"
"2017076482","N","U","U","U","U","U","9","U","U","01450","N","","","","","","","","N","","","","","1"
"2017078272","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2017083372","U","U","U","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2017097474","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2017101005","Y","Y","Y","Y","U","Y","1","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2017110732","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2017113398","Y","Y","U","Y","N","N","0","Y","Y","01690","N","","","","","","","","N","","","","","1"
"2017114759","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","1"
"2017016784","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2017023194","N","N","U","Y","Y","Y","3","Y","N","01200","N","","","","","","","","N","","","","","2"
"2017038709","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2017051292","N","U","U","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","2"
"2017052028","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2017055331","Y","N","Y","Y","N","N","0","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2017056870","N","Y","U","Y","Y","Y","3","Y","N","01100","N","","","","","","","","N","","","","","2"
"2017078033","N","Y","U","Y","Y","Y","1","Y","Y","00883","N","","","","","","","","N","","","","","1"
"2017079051","Y","N","Y","Y","N","N","0","Y","Y","01600","N","","","","","","","","N","","","","","1"
"2017079840","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2017080229","N","U","U","Y","U","Y","1","Y","U","99999","N","","","","","","","","N","","","","","1"
"2017087029","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2017091555","Y","Y","Y","Y","N","N","0","Y","N","01584","N","","","","","","","","N","","","","","1"
"2017093325","Y","Y","Y","Y","Y","Y","3","Y","N","01800","Y","Y","Y","Y","Y","2","Y","Y","N","","","","","1"
"2017098997","N","U","U","U","N","U","9","U","N","00599","N","","","","","","","","N","","","","","1"
"2017100454","N","N","U","N","N","N","0","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2017105761","N","U","U","Y","","","0","Y","Y","01063","N","","","","","","","","N","","","","","1"
"2017107045","Y","U","Y","U","U","Y","2","U","U","00250","N","","","","","","","","N","","","","","2"
"2017118363","N","Y","U","Y","N","N","0","Y","N","01832","N","","","","","","","","Y","","","","","1"
"2017011006","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2017024676","N","U","U","Y","N","N","0","Y","Y","01450","N","","","","","","","","N","","","","","1"
"2017026017","N","N","N","Y","N","N","0","Y","N","01133","N","","","","","","","","N","","","","","1"
"2017034712","N","Y","Y","Y","N","N","0","Y","Y","00883","Y","Y","Y","N","N","0","Y","Y","N","","","","","1"
"2017037295","U","U","Y","U","U","U","9","U","U","00955","N","","","","","","","","N","","","","","2"
"2017079761","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2017081700","N","N","U","N","N","N","0","Y","N","01200","N","","","","","","","","N","","","","","1"
"2017085559","N","N","Y","U","U","U","9","Y","Y","00800","N","","","","","","","","N","","","","","2"
"2017085980","U","U","U","N","N","N","0","U","U","99999","Y","U","N","N","N","0","U","U","U","","","","","1"
"2017092050","N","U","U","U","U","U","9","U","U","00650","N","","","","","","","","N","","","","","1"
"2017092725","N","N","U","N","Y","Y","1","N","N","01000","N","","","","","","","","N","","","","","1"
"2017093309","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2017095533","N","Y","U","Y","U","U","9","Y","Y","00750","N","","","","","","","","N","","","","","2"
"2017100156","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2017100387","N","N","U","N","N","U","0","Y","N","00600","Y","N","Y","Y","N","1","Y","N","N","","","","","1"
"2017104113","N","U","Y","Y","Y","Y","1","Y","N","01200","N","","","","","","","","N","","","","","1"
"2017125689","N","Y","U","N","N","N","0","U","U","01200","N","","","","","","","","N","","","","","1"
"2017135988","","","","","","","","","","","","","","","","","","","","U","N","N","Y","2"
"2018007790","N","Y","Y","Y","Y","Y","1","Y","Y","01050","N","","","","","","","","N","","","","","1"
"2017024726","Y","U","U","Y","Y","Y","1","Y","N","01200","N","","","","","","","","N","","","","","1"
"2017030663","N","Y","U","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2017041793","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2017055294","N","N","U","Y","N","Y","1","Y","N","00675","N","","","","","","","","N","","","","","1"
"2017056272","N","N","Y","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2017058902","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2017062054","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017067543","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2017082461","","","","","","","","","","","","","","","","","","","","Y","U","N","Y","2"
"2017091489","N","Y","Y","Y","Y","Y","1","Y","Y","01340","Y","Y","Y","Y","Y","1","Y","Y","N","","","","","1"
"2017093778","Y","Y","Y","Y","Y","Y","1","Y","Y","01150","N","","","","","","","","N","","","","","2"
"2017098326","U","U","U","U","U","U","9","U","U","01200","N","","","","","","","","N","","","","","2"
"2017099608","N","N","N","N","N","N","0","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2017112307","Y","Y","U","Y","Y","Y","2","Y","Y","00950","N","","","","","","","","N","","","","","1"
"2017117332","N","U","U","Y","Y","Y","1","Y","Y","00400","N","","","","","","","","N","","","","","1"
"2018000360","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2017023330","U","U","N","Y","N","N","0","Y","Y","01700","N","","","","","","","","U","","","","","1"
"2017035136","U","U","Y","U","U","U","9","U","U","01450","N","","","","","","","","N","","","","","1"
"2017038568","N","N","Y","N","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","2"
"2017040195","N","U","U","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","2"
"2017055941","N","N","U","Y","Y","Y","1","Y","Y","00300","N","","","","","","","","N","","","","","1"
"2017059345","Y","N","Y","Y","Y","Y","2","Y","Y","01746","N","","","","","","","","N","","","","","1"
"2017062672","N","U","Y","Y","U","Y","1","Y","U","00250","N","","","","","","","","N","","","","","2"
"2017076918","N","N","N","Y","N","N","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2017077488","N","Y","U","Y","Y","Y","1","Y","Y","01450","Y","U","Y","Y","Y","3","U","U","N","","","","","2"
"2017091483","Y","N","Y","N","N","N","0","Y","N","00800","Y","N","N","N","N","0","N","N","N","","","","","1"
"2017097198","","","","","","","","","","","","","","","","","","","","U","Y","N","Y","2"
"2017099055","","","","","","","","","","","","","","","","","","","","N","N","Y","N","2"
"2017100656","N","U","Y","Y","U","U","1","Y","U","00650","N","","","","","","","","N","","","","","1"
"2017103062","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2017109191","N","Y","U","Y","Y","Y","3","Y","N","01000","N","","","","","","","","N","","","","","1"
"2017112828","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2017125111","Y","Y","Y","Y","Y","Y","3","Y","Y","01340","Y","Y","Y","Y","Y","3","Y","Y","N","","","","","2"
"2017015170","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2017019913","N","N","U","Y","N","Y","3","Y","Y","01120","N","","","","","","","","N","","","","","1"
"2017025459","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2017026434","Y","Y","Y","Y","Y","Y","1","Y","Y","00200","N","","","","","","","","N","","","","","1"
"2017041509","N","N","N","Y","N","Y","1","N","N","00600","N","","","","","","","","N","","","","","1"
"2017047755","N","Y","U","Y","Y","Y","1","Y","Y","00050","N","","","","","","","","N","","","","","2"
"2017050327","Y","U","U","U","U","Y","3","Y","Y","00805","Y","U","U","U","U","9","U","U","N","","","","","1"
"2017051371","N","U","N","N","N","N","0","Y","N","00750","N","","","","","","","","N","","","","","2"
"2017057064","N","Y","U","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","2"
"2017057964","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2017060832","N","N","U","Y","N","N","0","N","N","00600","N","","","","","","","","N","","","","","1"
"2017060912","Y","Y","Y","N","U","Y","3","Y","N","01442","N","","","","","","","","N","","","","","2"
"2017067177","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2017069901","Y","Y","N","Y","N","N","0","Y","N","01100","N","","","","","","","","N","","","","","1"
"2017076017","Y","N","Y","Y","Y","Y","1","N","N","01700","N","","","","","","","","N","","","","","1"
"2017082859","Y","Y","Y","Y","N","N","0","N","N","01100","N","","","","","","","","N","","","","","1"
"2017090007","N","Y","Y","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2017091553","U","N","U","Y","Y","Y","2","Y","Y","00650","N","","","","","","","","N","","","","","2"
"2017101004","N","U","U","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2017106704","N","U","N","U","U","U","3","Y","N","00600","N","","","","","","","","N","","","","","2"
"2017117564","N","Y","U","Y","U","Y","1","Y","Y","00650","N","","","","","","","","N","","","","","2"
