"CRN","UNIT_NUM","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TYPE_CD","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR"
"2021108435","3","1","MN","7","6831STW","2022"
"2021071464","2","0","ME","7","255759E","2025"
"2021096378","1","1","IN","7","P436831","2021"
"2021124755","2","1","PA","7","PT1239M","2021"
"2021113164","1","0","PA","3","XLJ4761","2024"
"2021014748","2","0","PA","3","XML7115","2021"
"2022004371","2","1","IL","7","642035ST","2099"
"2021029093","2","0","OH","7","TF4586","1975"
"2021045496","2","0","WI","7","707439","2021"
"2021046238","2","0","PA","7","PT577HS","2021"
"2021069481","5","0","IN","7","P327961","2022"
"2021030553","3","0","PA","3","XCF3565","2021"
"2021050025","1","0","PA","3","XNE1178","2022"
"2021098628","1","1","NJ","6","TWV35Z","2020"
"2021109078","1","0","PA","7","XJT2589","2022"
"2021113835","2","1","PA","3","XKW6783","2022"
"2021032287","1","0","ME","6","2691243","2026"
"2021054790","1","0","PA","6","PT292K6","2021"
"2021053706","1","0","ZZ","3","","2020"
"2021092015","2","1","ME","7","B748035","2022"
"2021111837","2","1","PA","3","XHC9254","2013"
"2021123649","1","1","PA","7","PT241F2","2022"
"2021110126","1","1","FL","7","IT16CG","2021"
"2021118923","3","1","PA","6","XMC6295","2021"
"2021010478","1","0","ME","7","255163D","2025"
"2021018308","1","0","CA","7","4NG7346","2021"
"2021011879","2","0","PA","7","PT946F9","2099"
"2021054744","1","0","PA","3","XME5366","2020"
"2021047546","1","0","NJ","7","TVB42B","2021"
"2021031196","2","0","TN","7","U810286",""
"2021070693","1","1","PA","3","XGF6443","2024"
"2021076592","2","0","PA","3","PT407K4","2021"
"2021080273","1","0","PA","6","NONE","2021"
"2021092151","1","1","NY","6","BD84986","2021"
"2021106585","2","1","PA","7","PT9675Z","2022"
"2021094353","2","0","PA","7","PT3935R","2021"
"2021102727","1","1","IN","7","2912937","2021"
"2021117612","2","0","PA","8","XNC2348","2021"
"2021049555","1","0","GA","7","","2021"
"2021074136","3","0","PA","3","XKE2948","2022"
"2021051013","1","0","FL","7","QA34ER","2099"
"2021069844","2","0","ME","7","2352271","2023"
"2021087026","1","0","PA","7","PT146A4","2016"
"2021095016","1","1","OH","7","TRV-2662","2022"
"2021108733","2","0","IN","7","632-5DN","2021"
"2021082768","1","0","","6","",""
"2021093076","1","1","ZZ","7","",""
"2021091771","3","1","FL","7","1789CW","2021"
"2021103441","1","1","NJ","7","TSM33N","2022"
"2021125719","2","1","OK","7","BD2969","2099"
"2021020892","2","0","FL","7","JB921D","2020"
"2021023814","2","0","PA","3","PT7828Y","2016"
"2021016056","3","0","NJ","7","TXC46U","2021"
"2021087718","2","1","PA","3","XV99700","2019"
"2021086487","2","0","PA","7","UNKNOWN","2021"
"2021049155","2","0","PA","3","PT407C8","2017"
"2021095577","1","1","NC","7","AF84356","2022"
"2021059462","3","0","NE","7","267734","2021"
"2021079936","1","0","ID","7","TJ1782",""
"2021063607","1","0","PA","3","XLG4436","2024"
"2021058146","2","0","NY","7","","2021"
"2021127043","2","1","TX","7","32890T6","2021"
"2021111072","2","0","PA","6","XKW8351","2021"
"2021068296","1","1","PA","3","PT905D1","2021"
"2021118294","2","1","IN","7","P753180","2021"
"2021122836","2","1","WI","7","698309","2021"
"2021014447","2","0","PA","6","PT7105L",""
"2021014508","2","0","PA","3","XMD2781","2024"
"2021030964","2","0","TN","7","U722762","2021"
"2021051276","2","0","ZZ","7","999999999999","2099"
"2021071209","1","0","ME","7","3820065","2038"
"2021059066","1","0","OH","6","TSC7289","2021"
"2021067986","2","0","TN","7","058703T","2022"
"2021061619","2","1","PA","3","XGV0808","2023"
"2021099356","1","1","","7","910F31","2007"
"2021094488","2","1","PA","8","",""
"2021103619","1","1","WI","7","670846","2021"
"2022006565","2","0","OH","3","SXR9435","2022"
"2021050729","2","0","IL","7","647008ST","2019"
"2021050863","1","0","FL","7","2893CU","2021"
"2021012672","1","0","PA","3","PT6787Y","2018"
"2021013409","1","0","NJ","7","TVX65K","2021"
"2021022455","3","0","PA","7","PT586H3","2021"
"2021040505","2","0","IN","7","SP995NDR","2020"
"2021074154","1","0","PA","7","PT297H5","2022"
"2021047402","1","0","PA","7","PT900J7",""
"2021079003","1","0","PA","7","DT202C5J","2021"
"2021025639","1","0","TN","7","T765454","2099"
"2021091548","1","1","PA","3","XMZ3421","2022"
"2021057369","2","0","PA","3","XML3407","2025"
"2021120180","2","1","PA","7","PT178N9","2004"
"2021121785","1","1","PA","7","AG89012",""
"2022004969","1","1","NJ","7","THE75C","2005"
"2021045565","3","0","","1","",""
"2021059572","1","0","WA","3","39046AA","2021"
"2021040875","3","0","ME","7","255401C","2025"
"2021060621","3","0","PA","7","XHS5620","2021"
"2021084751","1","0","ME","7","3151297","2031"
"2021095053","1","1","ME","7","2547810",""
"2021112442","3","1","PA","3","XJJ9925","2021"
"2021068298","1","0","IL","7","595641","2021"
"2022015242","2","1","NJ","7","TTE18K","2022"
"2021027451","1","0","NY","7","BK91426","2021"
"2021055126","2","0","PA","3","XHD8027","2021"
"2021013401","1","0","ID","7","TL4963","2021"
"2021033444","2","0","PA","3","XLD2055","2021"
"2021054515","2","0","ME","7","2674363","2026"
"2021019491","1","0","IL","7","578963","2021"
"2021056395","3","0","IL","7","492027ST","2021"
"2021042956","1","0","PA","3","XM79532","2022"
"2021016302","2","0","IN","6","SP911XAR","2021"
"2021021513","2","0","PA","7","XHS5620","2021"
"2021040176","2","0","","6","",""
"2021051098","3","0","DE","3","T51138","2021"
"2021075482","2","0","VA","7","872461TL","2021"
"2021056001","3","1","PA","3","XLR9960","2024"
"2021101450","1","1","PA","7","BH9563","2021"
"2021123494","1","1","","7","",""
"2021097385","1","1","ME","7","B975276","2021"
"2021067514","2","0","PA","3","XKF3951","2021"
"2021092519","2","1","PA","3","XNL1411","2021"
"2021085991","2","0","PA","3","PT3033W","9999"
"2021005715","1","0","PA","3","XLJ4004","2022"
"2021024860","2","0","PA","7","PT904B7","2021"
"2021054568","1","0","PA","3","XNF5707",""
"2021053966","2","0","CA","7","4MB9034","2021"
"2021066792","1","1","ZZ","6","",""
"2021029559","1","0","IL","7","54181951","2021"
"2021084108","2","0","MB","7","TF-57-03","2021"
"2021096912","2","1","ME","7","2333367E","2002"
"2021063624","1","1","PA","3","XDE9202","2018"
"2021109439","1","0","IN","7","P481845","2021"
"2021110261","2","1","PA","7","PT222M8","2021"
"2021122348","2","1","MN","7","5762STS","2017"
"2021085043","1","0","ZZ","7","UNKNOWN","2099"
"2021017622","1","0","PA","7","XJK3369","2021"
"2021009286","1","0","PA","7","PT492B0","2021"
"2021048392","2","0","PA","7","PT192D8","2099"
"2021026852","1","0","PA","3","XML3467","2024"
"2021054515","1","0","PA","3","XMY7519","2021"
"2021002847","2","0","PA","6","XLK0311","2024"
"2021067406","4","0","PA","7","PT812F8","2019"
"2021074067","1","0","IN","7","P902646","2021"
"2021042780","3","0","PA","7","PT2070V","2021"
"2021057614","2","0","PA","3","XMD7602","2025"
"2021029566","1","0","PA","3","XMT4415","2021"
"2021103108","1","1","ME","7","2682239","2026"
"2021078736","2","0","GA","3","LE01015I","2021"
"2021119239","1","1","PA","7","PT4073J","2020"
"2021016733","1","0","ME","7","2826175","2021"
"2021017294","1","0","PA","6","PT294K9","2021"
"2021017299","1","0","OK","7","AW6030","2005"
"2021022118","1","0","PA","7","PT015F7","2099"
"2021009851","2","0","IN","7","P782738",""
"2021020461","2","0","","7","",""
"2021053500","2","0","WI","7","798389","2022"
"2021032492","1","0","MD","7","05508TL","2022"
"2021058332","2","0","ME","7","2591792","2021"
"2021070114","1","0","PA","7","XMR3352","2021"
"2021034865","1","0","PA","3","XFH8477","2021"
"2021079507","2","1","MD","3","256429X","2023"
"2021058139","1","0","PA","3","XNB9607","2022"
"2021123265","2","1","PA","7","PT5096L","2022"
"2021017317","1","0","IN","6","327574","2020"
"2021020882","2","0","PA","7","PT987B9","2099"
"2021030406","1","0","TN","7","H4812HY","2021"
"2021014507","1","0","PA","7","PT8254Z","2021"
"2021011741","1","0","PA","8","PT238J7","2021"
"2021017019","1","0","ID","7","TK6035","2008"
"2021077904","2","0","FL","7","QA89JY","2021"
"2021041898","2","0","IL","7","T548469","2021"
"2021091545","1","0","MN","7","1396STY","2022"
"2021055430","1","0","PA","3","XBB5797","2021"
"2021082094","2","0","PA","7","PT2954X","2022"
"2021107774","1","1","PA","3","PT761H1","9999"
"2021092519","1","1","PA","7","PT559C0","2021"
"2021085044","1","0","PA","7","PT137G2","2099"
"2021124622","1","1","PA","6","YDW","2022"
"2021124792","1","1","IL","7","511930ST",""
"2021128383","1","1","PA","7","PT923B7","2017"
"2022025093","1","1","PA","7","PT8807H","2006"
"2021022118","3","0","PA","7","PT113H5","2099"
"2021054746","2","1","","7","",""
"2021034020","2","0","ME","7","2554919","2020"
"2021092827","2","1","ZZ","7","",""
"2021100111","2","1","PA","7","PT601HT","2022"
"2021108652","2","1","PA","7","PT538J3","2021"
"2021062138","2","0","IN","7","P557936","2022"
"2021114420","1","1","ME","6","269740C","2026"
"2021094352","2","0","PA","7","XKL2728","2025"
"2021094488","1","1","PA","7","PT405K6","1985"
"2021067582","1","0","PA","3","PT600L1","999"
"2021128366","2","1","PA","7","XMG3005","2022"
"2021035248","2","0","PA","7","PT2015X","2021"
"2021055267","1","0","PA","7","PT289A6","2099"
"2021016071","1","0","PA","7","PT8041P","2010"
"2021034166","1","0","PA","7","PT-4990Z","2023"
"2021066345","2","0","NJ","7","TWR38T","2021"
"2021046704","1","0","PA","3","XGT5014","2011"
"2021069480","2","0","ME","7","29TLR35951","2021"
"2021079434","2","1","PA","6","XCK7927","2021"
"2021092019","2","1","ME","7","418869Z","2020"
"2021088562","1","0","PA","7","PT37494","2021"
"2021073819","2","0","IN","7","P324325","2022"
"2021128294","2","1","IL","7","777925ST","2020"
"2021073199","3","1","PA","3","XJR1843","2022"
"2022004576","2","1","PA","6","",""
"2021006379","2","0","PA","7","PT9553W",""
"2021018519","1","0","PA","1","",""
"2021025224","2","0","PA","7","PT302K6","2021"
"2021042096","2","0","PA","8","XDS0461","2024"
"2021034828","1","0","NJ","7","TWE26E","2021"
"2021067433","1","0","PA","3","XLK0931","2021"
"2021040176","1","0","PA","3","XKB9690","2022"
"2021069481","1","0","OH","7","TQY9412","2022"
"2021082094","1","0","PA","8","XLG-6670","2023"
"2021115887","1","1","","7","",""
"2021071478","2","0","IL","7","593AA181","2021"
"2021088128","3","0","TX","7","008F163","2022"
"2021075054","2","0","PA","7","XNA1874","2022"
"2022000760","2","1","PA","7","PT9192V","2021"
"2021045032","1","0","PA","8","PT217G9","2021"
"2021040170","2","0","PA","6","XLN8434","2023"
"2021061902","1","0","PA","6","XLC1805","2021"
"2021085194","2","0","PA","3","XHM4766",""
"2021094988","1","1","FL","7","QA5-2AW","2022"
"2021068078","2","0","PA","3","XLJ8268","2021"
"2021106064","1","1","IL","7","771695ST","2020"
"2021038936","1","0","VA","3","995530TR","2021"
"2021120387","3","0","PA","6","PT4097X","2099"
"2021027690","1","0","TN","7","047324T","2021"
"2021001526","1","0","TN","7","U938316","2021"
"2021028581","2","0","PA","7","PT181F5",""
"2021087719","1","0","PA","7","PT363J4","2020"
"2021078331","2","0","PA","7","PT066M0","2099"
"2021076576","1","0","PA","3","PT202G2","2021"
"2021059465","1","0","ME","6","256790F","2025"
"2021078737","1","0","PA","7","PT423K9","2099"
"2021114846","2","1","OK","7","7891LK","2022"
"2021114782","1","0","ME","7","2825828","2028"
"2021094662","2","1","PA","3","PT 297H7","2018"
"2021119243","2","1","DE","3","T63652","2020"
"2021039504","1","0","PA","7","PT1988N","2021"
"2021037782","1","0","ME","7","31TLR3972Z",""
"2021018949","1","0","PA","3","PT526E1","2021"
"2021018949","3","0","PA","8","","2021"
"2021095006","2","1","","7","",""
"2021089554","1","1","PA","6","XGL4224","2022"
"2021114342","2","1","PA","7","PT512C6","2021"
"2021114343","1","1","ME","7","3315366","2033"
"2021086078","1","0","PA","3","XJS7741","2020"
"2021103445","2","1","MS","7","094295A","2021"
