"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","15","N","2016021295","3","1","","1","01","Y","HYUN","2002","02","1","","1","00","N","999","0","","1","01","03","01","01","PA","1","06","KM8SC13D52U","PUT"
"","15","N","2016021328","3","1","","1","12","Y","TOYT","2012","01","1","","1","00","E","040","0","","1","01","02","98","01","PA","1","06","2T3BF4DV7CW","PUT"
"","04","N","2016020877","3","1","","1","01","Y","MRCU","1999","02","1","","1","00","S","040","0","","2","01","07","01","01","PA","2","01","2MEFM74W3XX","P4D"
"","15","N","2016012900","1","1","","1","06","Y","NISS","2013","01","1","","1","00","S","000","0","","2","01","07","03","03","PA","2","01","JN8AS5MV7DW","PUT"
"","12","N","2016013062","1","1","","1","12","Y","TOYT","2004","03","2","","2","00","S","005","0","","1","01","02","15","13","PA","1","07","5TDBA22C64S","PSV"
"","04","N","2016013654","2","1","","1","06","Y","TOYT","1997","01","1","","1","00","N","999","0","","2","01","05","02","01","PA","3","01","4T1BF12BXVU","P4D"
"","75","Y","2016013499","3","1","","2","00","Y","VOLV","1998","02","1","","1","00","E","035","1","","1","01","12","01","01","PA","0","05","4VG7DBRJ2WN","TTR"
"","06","N","2016013524","1","1","","1","01","Y","VOLV","1998","01","1","","1","00","E","020","0","","1","01","01","12","04","PA","2","01","YV1LZ5644W2","PSW"
"","41","N","2016013258","3","1","","1","01","Y","CHRY","2000","01","3","","1","00","W","999","","","2","01","07","01","01","PA","1","07","1C4GP54L6YB","TES"
"","15","N","2016012777","3","1","","1","07","Y","FORD","2012","01","1","","1","00","E","035","0","","2","01","07","01","03","PA","2","06","1FMCU9D79CK","PUT"
"","04","N","2016000307","2","1","","3","03","Y","HOND","2009","01","2","","1","00","W","999","0","","2","01","07","01","01","PA","2","01","1HGCP26319A","P4D"
"","12","N","2016000411","3","1","","1","01","Y","TOYT","2004","01","1","","1","00","S","999","0","","1","01","08","01","01","PA","1","01","5TDZA23C14S","PSV"
"","51","N","2016000516","2","1","","3","12","Y","FORD","2015","02","1","","1","00","S","035","0","","1","01","03","01","01","PA","1","04","1FTFX1EG6FF","T4C"
"","04","N","2016000147","1","1","","1","12","Y","CHEV","2014","01","1","","1","00","W","025","0","","1","01","05","01","01","PA","1","01","1G1JC5SGXE4","P4D"
"","01","N","2016004768","3","2","","1","09","Y","CHRY","2004","","0","","1","00","","000","0","","2","02","05","06","01","PA","2","01","1C3EL45X44N","PCV"
"","04","N","2016004874","3","1","","3","11","Y","CHEV","1999","02","2","","1","00","E","035","0","","1","01","03","01","99","PA","3","01","1G1NE52J0XY","P4D"
"","15","N","2016003930","3","1","","1","11","Y","JEEP","2004","01","1","","1","00","S","035","0","","1","01","04","01","07","PA","1","06","1J4GW48S84C","T4W"
"","15","N","2016004429","3","1","","1","12","Y","JEEP","2004","01","1","","4","00","N","035","0","","2","01","12","16","01","PA","1","06","1J8GW48S24C","T4W"
"","15","N","2016005040","3","1","","1","12","Y","MRCU","2008","01","1","","2","00","W","999","0","","1","01","99","15","13","PA","1","06","4M2CU97108K","PUT"
"","04","N","2016005080","3","1","","2","12","Y","KIA","2013","01","1","","1","00","S","025","0","","1","01","07","01","01","PA","1","01","5XXGM4A73DG","P4D"
"","02","N","2016005185","2","1","","2","01","Y","HOND","1998","01","1","","1","00","E","020","0","","1","01","02","10","01","PA","1","01","1HGEJ8145WL","PCP"
"","04","N","2016008428","3","1","","1","12","Y","CHEV","2001","02","2","","1","00","S","045","0","","1","01","07","12","01","PA","1","01","1G1JF52TX17","P4D"
"","51","N","2016008468","1","1","","1","12","Y","GMC","2012","01","2","","1","00","S","000","0","","3","01","05","03","01","PA","2","06","3GTP2VE79CG","TCW"
"","04","N","2016008964","3","1","","2","12","Y","TOYT","2005","01","1","","1","00","S","999","0","","1","01","03","01","01","PA","1","01","JTDBR32E552","P4D"
"","04","N","2016007354","0","1","","2","06","Y","KIA","2012","01","2","","1","00","S","000","0","","2","01","05","03","01","PA","2","01","KNAGM4AD7C5","P4D"
"","15","N","2016007378","1","1","","1","06","Y","SUBA","2010","01","2","","1","00","S","000","","","2","01","01","03","01","PA","2","06","4S4BRBCC7A3","PUT"
"","04","N","2016008724","1","1","","2","06","Y","HOND","2007","01","1","","1","00","W","000","","","3","01","01","03","01","PA","2","01","1HGCM56817A","P4D"
"","15","N","2016007448","2","2","","1","12","Y","DODG","2007","","0","","1","00","S","000","0","","3","02","07","06","12","PA","2","01","1D8GU28K17W","PUT"
"","04","N","2016008771","3","1","","1","00","Y","LEXS","2009","01","2","","1","00","S","999","0","","1","01","03","01","03","PA","0","01","JTHCK262X95","P4D"
"","04","N","2016008834","1","1","","2","06","Y","BUIC","2000","01","1","","1","00","E","000","0","","2","01","08","03","13","PA","2","01","1G4HP54K1Y4","P4D"
"","08","N","2016006665","1","1","","1","06","Y","MERZ","2007","01","1","","1","00","S","000","0","","3","01","03","03","01","PA","2","01","WDBSK71F07F","PRD"
"","02","N","2016005759","3","3","","1","02","Y","HOND","2004","01","1","","1","00","N","999","0","","1","01","05","01","01","PA","1","01","1HGCM72784A","PCP"
"","04","N","2016007187","2","1","","2","01","Y","BUIC","1996","01","1","","1","00","N","035","0","","1","01","03","08","01","PA","1","01","2G4WB52K1T1","P4D"
"","05","N","2016005773","2","1","","3","11","N","SUZI","2003","01","1","","3","00","S","999","0","","1","01","07","17","01","PA","1","01","JS2RC41H735","P4H"
"","15","N","2016007232","3","1","","1","12","Y","FORD","2014","02","1","","1","00","E","030","0","","1","01","03","15","01","PA","1","06","1FMCU9GXXEU","PUT"
"","15","N","2016005472","1","1","","1","06","Y","VOLV","2011","01","1","","1","00","N","000","0","","2","01","08","03","13","PA","2","06","YV4940DZXB2","PUT"
"","04","N","2016005494","3","1","","1","12","Y","FORD","2009","01","1","","1","00","N","025","0","","1","01","01","01","01","PA","1","01","3FAHP06Z99R","P4D"
"","75","Y","2016005971","1","1","","4","10","Y","PTRB","2007","01","1","","1","21","E","035","1","","2","01","09","01","01","NY","2","05","1XP5D49X67N","TTR"
"","15","N","2016005542","3","1","","1","11","Y","GMC","2014","01","4","","3","00","S","999","0","","2","01","03","17","01","PA","2","06","1GKKVTKD9EJ","T4W"
"","04","N","2016006527","2","3","","1","12","Y","BUIC","1998","02","2","","1","99","W","999","0","","1","01","03","98","98","PA","1","01","1G4HP52K1WH","P4D"
"","79","Y","2016006567","9","4","","1","01","U","","","99","1","","1","21","E","999","1","","1","05","09","15","03","","1","05","",""
"","04","N","2016006109","1","1","","1","06","Y","MERZ","2011","01","1","","1","00","S","069","0","","2","01","05","01","01","PA","2","01","WDDGF8BBXBR","P4D"
"","04","N","2016010348","3","1","","1","11","Y","HOND","1994","01","2","","1","00","E","999","0","","1","01","01","01","01","PA","1","01","1HGCD5635RA","P4D"
"","41","N","2016009858","1","1","","1","11","Y","DODG","2002","01","4","","1","00","E","999","0","","1","01","07","01","01","PA","1","07","2B4GP74L12R","TES"
"","15","N","2016010385","1","1","","1","03","Y","HOND","2008","01","1","","1","00","S","025","0","","4","01","07","01","01","PA","1","06","JHLRE48778C","PUT"
"","15","N","2016009441","3","1","","2","14","Y","MITS","2015","01","1","","1","00","S","010","0","","1","01","03","01","01","PA","1","06","4A4AR4AW5FE","PUT"
"","51","N","2016009489","1","1","","1","01","Y","FORD","2003","01","1","","1","00","S","015","0","","1","01","04","05","01","PA","1","04","1FTNX21P23E","T4C"
"","06","N","2016010105","3","1","","3","01","Y","SUBA","1993","01","3","","1","00","W","040","0","","2","01","02","01","01","PA","1","01","4S3BJ633XP7","PSW"
"","15","N","2016010641","3","1","","5","10","Y","GMC","2002","02","1","","4","00","S","030","0","","1","01","07","16","01","PA","1","06","1GKET16S426","T4W"
"","15","N","2016010669","3","1","","1","12","Y","TOYT","2016","01","1","","1","00","S","999","0","","2","01","07","01","01","PA","2","06","2T3RFREV8GW","PUT"
"","04","N","2016010266","3","1","","1","12","Y","CHEV","2005","01","1","","1","00","W","020","0","","2","01","12","01","01","PA","1","01","2G1WH55K159","P4D"
"","04","N","2016009804","1","1","","1","12","Y","BUIC","2005","01","1","","1","00","S","999","0","","1","01","07","01","01","PA","3","01","2G4WS52J051","P4D"
"4","51","N","2016012108","3","1","0","1","03","Y","CHEV","2005","02","1","12","3","00","E","999","0","0","1","01","07","17","01","PA","1","04","1GCDT196X58","T4C"
"","41","N","2016011695","3","1","","2","12","Y","DODG","2000","01","1","","1","00","W","070","","","1","01","01","01","03","PA","1","07","2B4GP2432YR","TES"
"","04","N","2016011707","3","1","","1","02","Y","TOYT","1995","02","2","","1","00","W","999","0","","1","01","09","01","01","PA","1","01","2T1AE09B1SC","P4D"
"","","N","2016011739","3","1","","1","01","Y","STRN","2003","01","2","","1","00","N","999","0","","1","01","03","01","01","PA","1","01","1G8AW12F23Z","PC4"
"","51","N","2016012669","1","1","","1","03","Y","FORD","2010","01","1","","1","00","N","010","0","","1","01","05","01","01","PA","2","04","1FTEX1EV0AF","T4C"
