"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2016037128","N","Y","U","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","2"
"2016046617","Y","Y","U","Y","Y","Y","2","Y","Y","00152","N","","","","","","","","N","","","","","1"
"2016064535","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2016067071","Y","U","Y","Y","","","0","U","U","01690","N","","","","","","","","N","","","","","1"
"2016069611","Y","Y","Y","Y","Y","Y","1","Y","N","01584","N","","","","","","","","N","","","","","2"
"2016071140","","","","","","","","","","","","","","","","","","","","N","N","N","Y","3"
"2016086913","N","N","U","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","2"
"2016087768","Y","Y","Y","Y","Y","Y","2","Y","Y","01500","N","","","","","","","","N","","","","","1"
"2016097365","U","U","U","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2016098143","","","","","","","","","","","","","","","","","","","","N","Y","N","U","2"
"2016103452","Y","Y","Y","Y","Y","Y","2","Y","N","01800","N","","","","","","","","N","","","","","2"
"2016107029","N","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2016108211","Y","Y","Y","Y","Y","Y","3","Y","Y","01700","N","","","","","","","","N","","","","","1"
"2016109392","Y","Y","U","N","N","N","0","Y","Y","01690","N","","","","","","","","N","","","","","1"
"2016119031","N","U","Y","Y","U","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","2"
"2016121619","N","U","U","Y","U","Y","1","Y","Y","00000","N","","","","","","","","N","","","","","1"
"2016124970","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2016028523","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2016030995","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2016041457","","","","","","","","","","","","","","","","","","","","U","U","U","U","1"
"2016041685","U","Y","U","Y","U","Y","3","Y","Y","01671","N","","","","","","","","N","","","","","2"
"2016042430","U","N","N","N","N","N","0","Y","U","00070","N","","","","","","","","N","","","","","1"
"2016046824","","","","","","","","","","","","","","","","","","","","N","Y","Y","Y","2"
"2016058983","N","N","U","Y","U","Y","3","Y","U","00750","N","","","","","","","","N","","","","","2"
"2016059713","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2016061941","N","Y","U","Y","Y","Y","1","Y","Y","00996","N","","","","","","","","N","","","","","2"
"2016062980","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2016063012","Y","Y","U","Y","U","N","2","Y","N","01500","N","","","","","","","","N","","","","","2"
"2016063270","N","Y","N","Y","Y","Y","1","Y","N","00300","N","","","","","","","","N","","","","","1"
"2016063776","N","N","U","U","U","Y","1","Y","N","00500","N","","","","","","","","N","","","","","2"
"2016071140","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2016073547","N","U","U","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2016074245","U","N","U","N","N","N","0","Y","N","00998","N","","","","","","","","N","","","","","1"
"2016082512","N","N","Y","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2016085152","U","U","U","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2016108061","Y","U","U","U","N","N","0","Y","N","00500","N","","","","","","","","N","","","","","2"
"2016109923","Y","Y","U","Y","Y","Y","3","Y","Y","01584","N","","","","","","","","N","","","","","1"
"2016110336","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2016132958","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2016030496","N","U","U","Y","U","Y","1","Y","U","00900","N","","","","","","","","N","","","","","1"
"2016036980","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2016037066","Y","Y","Y","N","Y","Y","3","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2016050374","U","U","U","N","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2016056704","Y","U","U","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2016059709","Y","Y","U","Y","Y","Y","2","Y","Y","00883","N","","","","","","","","N","","","","","2"
"2016060869","","","","","","","","","","","","","","","","","","","","U","U","U","U","1"
"2016061022","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2016063844","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2016064457","N","Y","N","N","N","N","0","Y","N","01000","N","","","","","","","","N","","","","","1"
"2016066100","","","","","","","","","","","","","","","","","","","","N","Y","N","U","2"
"2016070426","U","N","U","Y","Y","Y","1","N","N","01600","N","","","","","","","","N","","","","","1"
"2016071140","","","","","","","","","","","","","","","","","","","","N","N","N","Y","4"
"2016073320","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2016074102","N","N","Y","Y","U","Y","1","Y","N","99999","N","","","","","","","","N","","","","","1"
"2016079341","N","U","U","Y","Y","Y","1","Y","Y","00599","N","","","","","","","","N","","","","","1"
"2016079887","Y","Y","U","Y","N","N","0","Y","N","01450","N","","","","","","","","N","","","","","2"
"2016082516","N","N","N","N","N","N","0","N","N","00250","N","","","","","","","","N","","","","","1"
"2016084817","N","U","U","Y","Y","Y","1","Y","Y","01100","N","","","","","","","","N","","","","","2"
"2016090839","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2016094382","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2016097534","N","N","Y","Y","N","N","0","Y","N","01000","N","","","","","","","","N","","","","","1"
"2016108396","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2016110651","N","N","Y","N","N","N","0","Y","N","00998","N","","","","","","","","N","","","","","1"
"2016111495","Y","Y","U","Y","Y","Y","2","Y","Y","01500","Y","Y","Y","Y","Y","2","Y","Y","N","","","","","1"
"2016114285","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","1"
"2016118766","","","","","","","","","","","","","","","","","","","","U","Y","N","Y","2"
"2016133073","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2016003073","N","N","Y","Y","U","Y","1","Y","Y","00400","N","","","","","","","","N","","","","","1"
"2016033417","Y","N","U","Y","Y","Y","3","Y","Y","01690","N","","","","","","","","N","","","","","2"
"2016033730","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2016037067","N","Y","U","Y","U","Y","1","Y","Y","00883","N","","","","","","","","N","","","","","2"
"2016039208","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2016051627","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2016053419","N","Y","Y","Y","Y","Y","1","Y","U","00150","N","","","","","","","","N","","","","","2"
"2016057558","N","N","Y","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2016062191","Y","Y","U","Y","N","N","0","Y","Y","00650","N","","","","","","","","N","","","","","1"
"2016067865","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2016074300","N","Y","U","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2016078422","Y","Y","Y","Y","Y","Y","1","Y","N","00602","N","","","","","","","","N","","","","","1"
"2016082582","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2016085551","Y","Y","U","Y","N","N","0","Y","N","01584","N","","","","","","","","N","","","","","1"
"2016087813","Y","Y","Y","Y","N","N","0","Y","N","01300","N","","","","","","","","N","","","","","2"
"2016091438","Y","Y","Y","U","N","Y","3","Y","Y","01100","N","","","","","","","","N","","","","","2"
"2016103033","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2016103570","N","N","N","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","","","","","1"
"2016103810","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2016122343","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2016127639","N","Y","U","Y","U","Y","1","Y","Y","00050","N","","","","","","","","N","","","","","2"
"2016129934","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2016136287","N","Y","N","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2016026835","N","N","U","Y","N","N","0","Y","N","01500","N","","","","","","","","N","","","","","1"
"2016027661","Y","Y","U","Y","U","U","0","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2016028551","Y","Y","Y","Y","Y","Y","1","Y","N","01690","N","","","","","","","","N","","","","","1"
"2016049369","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2016050649","Y","Y","Y","Y","Y","Y","2","Y","Y","01340","N","","","","","","","","N","","","","","1"
"2016053477","","","","","","","","","","","","","","","","","","","","U","N","N","Y","1"
"2016053980","N","Y","U","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2016061788","N","U","Y","Y","N","N","0","Y","N","00883","N","","","","","","","","N","","","","","1"
"2016066195","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2016069424","N","Y","Y","Y","Y","Y","1","Y","N","01470","N","","","","","","","","N","","","","","1"
"2016074265","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2016077787","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2016081205","N","U","U","N","N","N","0","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2016082929","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2016088429","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2"
"2016098017","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2016100164","Y","Y","Y","Y","Y","Y","3","Y","Y","01400","Y","Y","Y","Y","Y","1","Y","Y","N","","","","","1"
"2016100176","N","N","Y","Y","Y","Y","1","Y","N","00750","N","","","","","","","","N","","","","","1"
"2016106371","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2016106566","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2016109198","U","U","U","N","U","U","9","U","N","99999","N","","","","","","","","N","","","","","3"
"2016128073","N","N","N","Y","N","N","0","Y","N","00805","N","","","","","","","","N","","","","","1"
"2016131307","N","Y","U","Y","N","N","0","Y","Y","00850","N","","","","","","","","N","","","","","1"
"2016139275","N","U","U","U","U","U","9","U","U","00050","Y","U","N","U","U","9","Y","Y","N","","","","","1"
"2016012039","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2016030021","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2016035913","Y","Y","Y","Y","Y","Y","1","Y","Y","01540","N","","","","","","","","N","","","","","1"
"2016054115","Y","Y","N","Y","Y","Y","3","Y","N","00500","N","","","","","","","","N","","","","","1"
"2016060797","N","N","U","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2016067329","U","N","U","U","N","Y","1","Y","N","00600","N","","","","","","","","N","","","","","1"
"2016079364","N","N","N","N","N","N","0","U","N","00050","N","","","","","","","","N","","","","","1"
"2016084359","","","","","","","","","","","","","","","","","","","","N","N","Y","N","2"
"2016086955","N","U","U","Y","N","N","0","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2016087901","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2016104114","N","Y","N","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","","","","","1"
"2016106009","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2016116243","Y","N","N","Y","Y","Y","3","Y","Y","00880","N","","","","","","","","N","","","","","2"
"2016119434","Y","N","U","N","N","N","0","Y","Y","00049","N","","","","","","","","N","","","","","1"
"2016001188","N","U","U","Y","N","N","0","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2016027418","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2016033321","N","Y","N","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","2"
"2016049441","N","Y","U","Y","Y","Y","1","Y","Y","00750","Y","U","Y","Y","Y","1","Y","Y","N","","","","","2"
"2016056843","","","","","","","","","","","","","","","","","","","","N","N","N","U","1"
"2016057823","N","N","N","N","N","N","0","N","Y","00600","N","","","","","","","","N","","","","","1"
"2016061888","U","U","U","N","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2016062746","N","N","Y","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","1"
"2016067185","Y","N","U","Y","U","Y","3","N","N","00650","N","","","","","","","","N","","","","","1"
"2016070942","","","","","","","","","","","","","","","","","","","","N","N","Y","Y","1"
"2016073967","Y","U","U","Y","N","N","0","Y","N","01450","Y","U","Y","N","N","0","Y","N","N","","","","","1"
"2016078698","N","U","U","U","N","N","0","Y","N","01400","N","","","","","","","","N","","","","","1"
"2016085713","N","N","N","Y","Y","Y","1","N","Y","00250","N","","","","","","","","N","","","","","1"
"2016089022","Y","N","Y","Y","U","Y","1","Y","Y","00400","N","","","","","","","","N","","","","","2"
"2016089196","N","N","U","Y","Y","Y","1","Y","N","00400","N","","","","","","","","N","","","","","1"
"2016092726","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2016094061","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2016095955","N","Y","U","N","Y","Y","1","Y","Y","00250","N","","","","","","","","N","","","","","2"
"2016096041","Y","Y","Y","Y","U","Y","3","N","N","01690","N","","","","","","","","N","","","","","1"
"2016104109","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2016107692","N","N","U","Y","Y","Y","1","N","N","00954","Y","N","Y","Y","Y","1","Y","N","N","","","","","2"
"2016116663","Y","Y","N","Y","N","N","0","Y","N","01340","Y","Y","Y","N","N","0","Y","N","N","","","","","2"
"2016119596","N","U","U","N","U","N","0","U","U","01200","N","","","","","","","","N","","","","","2"
"2016124881","N","N","U","N","N","","0","Y","Y","00500","N","","","","","","","","N","","","","","2"
"2016014731","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2016015660","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2016023435","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2016042087","N","Y","U","Y","N","N","0","Y","N","01450","N","","","","","","","","N","","","","","1"
"2016050030","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2016050322","N","N","Y","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2016054921","Y","Y","Y","Y","U","Y","1","Y","Y","00583","N","","","","","","","","N","","","","","1"
"2016061539","N","Y","N","Y","Y","Y","3","Y","N","01584","N","","","","","","","","N","","","","","1"
"2016069611","Y","Y","Y","Y","Y","Y","1","Y","N","01584","N","","","","","","","","N","","","","","1"
"2016073528","Y","N","Y","Y","N","N","0","Y","N","01448","N","","","","","","","","N","","","","","2"
"2016082906","N","Y","U","Y","Y","Y","1","Y","N","00650","N","","","","","","","","N","","","","","2"
"2016084373","","","","","","","","","","","","","","","","","","","","U","Y","Y","U","2"
"2016086149","Y","Y","U","Y","U","N","3","Y","Y","01450","N","","","","","","","","N","","","","","1"
"2016086574","Y","N","Y","Y","U","Y","2","N","N","00600","Y","N","Y","U","Y","2","N","N","N","","","","","2"
"2016091492","N","Y","U","N","U","Y","2","Y","N","01100","Y","U","U","U","Y","2","Y","N","N","","","","","2"
"2016091923","N","Y","U","Y","Y","N","1","Y","Y","00500","N","","","","","","","","N","","","","","1"
"2016093724","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2016093924","N","U","U","Y","N","N","0","Y","Y","00649","N","","","","","","","","N","","","","","1"
"2016094175","N","U","U","Y","U","Y","1","Y","N","00650","Y","U","Y","U","Y","1","Y","N","N","","","","","1"
"2016095190","Y","U","U","N","U","N","0","U","N","00900","N","","","","","","","","N","","","","","2"
"2016098293","Y","Y","U","Y","U","Y","2","Y","Y","01033","N","","","","","","","","N","","","","","2"
"2016102803","Y","Y","U","Y","Y","Y","3","Y","U","00750","N","","","","","","","","N","","","","","1"
"2016103025","U","U","U","U","Y","Y","1","Y","Y","01200","N","","","","","","","","N","","","","","2"
"2016104336","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2016107567","Y","Y","U","Y","U","Y","3","Y","Y","01294","N","","","","","","","","Y","","","","","1"
"2016107638","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2016119213","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2016124653","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2016125202","N","N","U","N","N","N","0","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2016027009","Y","U","U","Y","Y","U","1","Y","Y","01800","N","","","","","","","","N","","","","","1"
"2016028199","N","U","U","Y","U","Y","1","Y","Y","00599","N","","","","","","","","N","","","","","1"
"2016032304","N","U","U","Y","Y","Y","1","Y","Y","00350","Y","N","Y","Y","Y","1","Y","Y","N","","","","","2"
"2016033954","Y","Y","Y","Y","Y","Y","2","Y","Y","01200","N","","","","","","","","N","","","","","1"
"2016051542","N","Y","Y","Y","Y","Y","1","Y","Y","00833","N","","","","","","","","N","","","","","1"
"2016061103","N","N","U","Y","Y","Y","1","Y","Y","00300","N","","","","","","","","N","","","","","2"
"2016062156","N","U","U","U","U","U","9","Y","N","99999","Y","U","U","U","U","9","Y","Y","N","","","","","1"
"2016067904","Y","Y","N","Y","N","N","3","Y","N","01100","N","","","","","","","","N","","","","","1"
"2016068875","N","N","N","N","N","N","0","N","N","00049","N","","","","","","","","N","","","","","1"
"2016069528","","","","","","","","","","","","","","","","","","","","N","N","N","N","1"
"2016073513","Y","Y","N","Y","N","N","0","Y","N","01584","N","","","","","","","","N","","","","","1"
"2016073513","Y","N","Y","Y","N","N","0","Y","N","01448","N","","","","","","","","N","","","","","2"
"2016076944","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2016079364","N","N","U","N","N","N","0","U","N","00050","N","","","","","","","","N","","","","","2"
"2016088526","U","U","U","Y","Y","Y","1","N","U","99999","N","","","","","","","","N","","","","","2"
"2016094082","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2016110083","","","","","","","","","","","","","","","","","","","","Y","N","N","Y","2"
"2016115701","Y","U","U","U","U","N","9","Y","Y","00800","N","","","","","","","","N","","","","","2"
"2016116157","Y","U","U","Y","U","Y","1","N","Y","01300","N","","","","","","","","N","","","","","2"
"2016124084","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
